sentence,vigilance_hr,target_hr,fpr,acc,max_mem,mean_mem
Getting to your session is easy.,,0.625,0.07692307692307693,0.78,0.7470328671417908,0.7295630768274755
Give her a couple of hours.,,0.5135135135135135,0.12195121951219512,0.7051282051282052,0.7497335580923308,0.7315073485043323
Give her some of your strength.,,0.5135135135135135,0.04878048780487805,0.7435897435897436,0.7497335580923308,0.7353139236066224
Give me a reason not to.,,0.475,0.07317073170731707,0.7037037037037037,0.7334632423830002,0.7285574863740646
Give my blessing to the girl.,,0.5384615384615384,0.0,0.7818181818181819,0.816231357759996,0.7592202042377066
Give the best first impression possible.,,0.5588235294117647,0.058823529411764705,0.75,0.775658511005655,0.7384636601046518
Give them perspective on their relationship.,,0.40540540540540543,0.0,0.7142857142857143,0.7540750974889822,0.7342967993909323
Give them the time they need.,,0.36,0.0,0.6981132075471698,0.7502604406760229,0.7349051175503306
Give your content order and purpose.,,0.41379310344827586,0.06666666666666667,0.6779661016949152,0.7608512906044629,0.740599208903549
Giveaway closes July 1st at noon!,,0.5555555555555556,0.0,0.7808219178082192,0.881350509971793,0.8078092131517381
"God bless Alaska, God bless America.",,0.75,0.027777777777777776,0.8676470588235294,0.8366511245263318,0.8030969627679184
"Goddammit, where are you from, Mars?",,0.9411764705882353,0.0,0.972972972972973,0.907308454630986,0.8045714323592442
Good to hear from you Toni.,,0.6428571428571429,0.06666666666666667,0.7931034482758621,0.8327988572972135,0.7611646866770982
"Grand draw on September 4th, 2019.",,0.6111111111111112,0.02631578947368421,0.7972972972972973,0.9362332177540491,0.8092805841917419
"Grant, Franklin Roosevelt and many others.",,0.75,0.034482758620689655,0.8596491228070176,0.8005495897598649,0.7570592806979478
Great success tonight upon first attempt..,,0.2857142857142857,0.034482758620689655,0.631578947368421,0.7684322233211766,0.7197258014934641
Greybeard raised his eyebrows at this.,,0.8888888888888888,0.07142857142857142,0.9090909090909091,0.8619872553438312,0.7937549739225996
Guy Perkins and his amazing Lemmings.,,0.7058823529411765,0.075,0.8243243243243243,0.8496378344768205,0.7872398872006597
Guy cracks walnuts with his asshole.,,0.8888888888888888,0.02564102564102564,0.9333333333333333,0.8579063258297034,0.7940261325097437
HTML convert time to 0.264 sec.,,0.8648648648648649,0.125,0.8701298701298701,0.827217465686695,0.7838295462343278
Had he calculated correctly for once?,,0.5,0.0,0.7592592592592593,0.7525757647541412,0.7391561094793793
Hadn't he made that clear already?,,0.36,0.11538461538461539,0.6274509803921569,0.7689636166491663,0.741440205039468
Hail is a particularly strong foe.,,0.7586206896551724,0.030303030303030304,0.8709677419354839,0.7803582259701646,0.7414809135545798
Hair extensions are available to order.,,0.7586206896551724,0.03333333333333333,0.864406779661017,0.8004205532281672,0.758047535840502
Has 120db True WDR as well.,,0.8064516129032258,0.1282051282051282,0.8428571428571429,0.8494158946179209,0.7860185481300669
Have you drawn all your life?,,0.6086956521739131,0.0,0.8235294117647058,0.7579267560294073,0.7370589784335045
Have your job duties expanded substantially?,,0.5277777777777778,0.05263157894736842,0.7432432432432432,0.774700133310257,0.7383754755842277
"He appeared startled, but seemingly unharmed.",,0.5384615384615384,0.21212121212121213,0.6779661016949152,0.7600343674474127,0.7342133180947755
"He asked, recovering from his hacking.",,0.6666666666666666,0.030303030303030304,0.8333333333333334,0.8259678914645824,0.7641630348153047
He began to do that yesterday.,,0.34210526315789475,0.05,0.6538461538461539,0.8005297348955607,0.7567273722150079
"He commanded, his voice gone shrill.",,0.6388888888888888,0.025,0.8157894736842105,0.7820716525118414,0.7619655429646618
"He cursed, batting the pillow aside.",,0.7352941176470589,0.1,0.8243243243243243,0.8016126399699127,0.7643456198864675
"He declined to comment yesterday, however.",,0.5555555555555556,0.1,0.7368421052631579,0.820219326032899,0.7600529761532799
He did it back in Illinois.,,0.6,0.13333333333333333,0.7454545454545455,0.8440753402081708,0.7928375199969012
He exhaled a cloud of smoke.,,0.7837837837837838,0.0,0.9024390243902439,0.8194277388921669,0.7623698001198945
"He feels headache, nausea and vomiting.",,0.8333333333333334,0.1282051282051282,0.8533333333333334,0.7910477064888983,0.7625386711571336
He flicked a glance at Thomas.,,0.4444444444444444,0.03225806451612903,0.7241379310344828,0.8025926092254797,0.7627862732935732
He forced himself to be deliberate.,,0.48,0.034482758620689655,0.7407407407407407,0.7525757647541412,0.7138974658346596
He forced you to crave him.,,0.625,0.025,0.8,0.818076502280598,0.7422463933282164
He had five more canisters left.,,0.6206896551724138,0.0,0.819672131147541,0.7986035139323839,0.7634713827483884
He has a very powerful ship.,,0.8,0.0,0.9047619047619048,0.7525757647541412,0.7323957773032493
He is talking about the economy.,,0.6,0.16216216216216217,0.7222222222222222,0.773798101732345,0.7585901154371378
He just separated from his third.,,0.6896551724137931,0.03125,0.8360655737704918,0.8259678914645824,0.7607028632077589
He kicked a gall pretty good.,,0.7,0.04878048780487805,0.8271604938271605,0.8357266560315263,0.7636634098828923
He kissed me again and left.,,0.7631578947368421,0.044444444444444446,0.8674698795180723,0.7927690644441412,0.7633278709200187
He led them into the kitchen.,,0.6896551724137931,0.0,0.85,0.7961741393878635,0.7608518431666572
He looked at Sage and Nora.,,0.9166666666666666,0.16666666666666666,0.8703703703703703,0.8296106843413896,0.7821802198527422
"He looked overdone, rather than edible.",,0.84375,0.0,0.9285714285714286,0.829575125955869,0.7572508998450115
He looked so pale and swollen.,,0.7419354838709677,0.15384615384615385,0.8,0.8090171945272997,0.7622809652689959
He made the strangest accusation yesterday.,,0.5652173913043478,0.03333333333333333,0.7924528301886793,0.7689636166491665,0.759782193107422
He must be good for something.,,0.6052631578947368,0.024390243902439025,0.7974683544303798,0.7525757647541412,0.7379479023334891
He must not keep him waiting.,,0.48148148148148145,0.06451612903225806,0.7241379310344828,0.7525757647541412,0.7312162630092538
He put his arm around her.,,0.8048780487804879,0.3181818181818182,0.7411764705882353,0.8024322144219976,0.7635479420785365
He put his room in order.,,0.4444444444444444,0.030303030303030304,0.7333333333333333,0.8100858018122106,0.7586693932120977
He said something about the mailbox.,,0.3793103448275862,0.03225806451612903,0.6833333333333333,0.8000556240925796,0.7654565637477995
He says it's missing something important.,,0.2692307692307692,0.0967741935483871,0.6140350877192983,0.8257434348640852,0.7639806720218453
He suffered third degree leg burns.,,0.6666666666666666,0.05714285714285714,0.8153846153846154,0.7911114171546159,0.7627072892894432
He wanted to keep this serious.,,0.4594594594594595,0.0,0.7468354430379747,0.7845331826685802,0.7412496549296521
He was able to give directions.,,0.4,0.0975609756097561,0.6901408450704225,0.7525757647541412,0.7298775111544296
He was arrested before September 11.,,0.8620689655172413,0.06451612903225806,0.9,0.8745418198242532,0.7861119414427535
"He was born near Harrisburg, Pennsylvania.",,0.7741935483870968,0.03333333333333333,0.8688524590163934,0.8606951274401513,0.808139264282405
He was determined to fulfill it.,,0.27586206896551724,0.0625,0.6229508196721312,0.7525757647541412,0.7318817323822633
"He was far, far in debt.",,0.7631578947368421,0.10256410256410256,0.8311688311688312,0.8100858018122106,0.7623597537025949
He was giving them full employment.,,0.625,0.023809523809523808,0.8048780487804879,0.7709198069321649,0.7384097116346289
He was pretty easy to notice.,,0.26666666666666666,0.0,0.6507936507936508,0.7525757647541412,0.7325159396738959
"He was so strong, so commanding.",,0.7435897435897436,0.14285714285714285,0.8024691358024691,0.7525757647541412,0.7352196294504493
He was staring straight at me.,,0.6875,0.10810810810810811,0.7971014492753623,0.8025926092254797,0.7572675627440785
He was still going to lose.,,0.5277777777777778,0.1794871794871795,0.68,0.7554346084032021,0.7421326391909698
He was still lamenting its loss.,,0.3225806451612903,0.030303030303030304,0.65625,0.7525757647541412,0.7423242443859365
He was the one who spoke.,,0.5,0.125,0.7,0.7558441770296466,0.7409085295144097
He was very kind and strong.,,0.6341463414634146,0.14285714285714285,0.7469879518072289,0.7525757647541412,0.731692367378291
He would be easy to manage.,,0.6538461538461539,0.12,0.7647058823529411,0.7562427422418643,0.7262502336709327
He'd already tried to crawl once.,,0.7297297297297297,0.0,0.8717948717948718,0.7868170365867108,0.7392134356923431
He'd give you a flippant answer.,,0.65,0.024390243902439025,0.8148148148148148,0.7658530347517473,0.7386849890709029
He'll kill every one of them.,,0.6666666666666666,0.07317073170731707,0.7951807228915663,0.7909534839071737,0.7326181310310916
He's a San Francisco private eye.,,0.7,0.02702702702702703,0.8507462686567164,0.8376950887117801,0.791826840533045
He's a guy named Tom Phillips.,,0.7941176470588235,0.07894736842105263,0.8611111111111112,0.8307560261405198,0.7995907043264096
He's been a bit feisty today.,,0.6666666666666666,0.0,0.8363636363636363,0.8142523410449567,0.7641400515788485
He's growing more and more paranoid.,,0.8076923076923077,0.03333333333333333,0.8928571428571429,0.8142523410449568,0.7643780087655022
He's kissing her on the lips.,,0.7692307692307693,0.1590909090909091,0.8072289156626506,0.8558590352878439,0.7819913145904464
He's recovering on the third floor.,,0.696969696969697,0.08571428571428572,0.8088235294117647,0.8142523410449568,0.7578791992638697
He's the guy with the cowbell.,,0.7352941176470589,0.08108108108108109,0.8309859154929577,0.8729133683711036,0.78750971462927
He's the real son of God.,,0.9117647058823529,0.02631578947368421,0.9444444444444444,0.8443835261827906,0.7818755587067115
He's up in Washington from Atlanta.,,0.6666666666666666,0.1,0.7962962962962963,0.8546342628728362,0.8113478574108665
"He's very handsome, yes, but, sweetie...",,0.8148148148148148,0.0625,0.8813559322033898,0.8502957954947363,0.7865355710645625
"He, he never went to church.",,0.8275862068965517,0.0,0.9193548387096774,0.7974009422197096,0.7585133752360474
Hemangeol will be available June 2014.,,0.7837837837837838,0.02564102564102564,0.881578947368421,0.9180881758182032,0.7949977210563295
Hence the characters within my poem.,,0.5641025641025641,0.04878048780487805,0.7625,0.7955146290877516,0.7586345283518362
Her body felt starved and thin.,,0.8181818181818182,0.025,0.9041095890410958,0.7855695386182101,0.7571175675948921
Her emerald eyes were slightly dulled.,,0.8235294117647058,0.13157894736842105,0.8472222222222222,0.823439234175037,0.7567656755893016
Her eyes darted to the left.,,0.7777777777777778,0.10256410256410256,0.84,0.7903754246161112,0.7574587190704255
Her father loading up the shotgun?,,0.7837837837837838,0.025,0.8831168831168831,0.8049908432920548,0.7594812842858852
Her grip tightened on her daggers.,,0.7714285714285715,0.023809523809523808,0.8831168831168831,0.7883526539555837,0.7594360546997657
Her lack of a social life.,,0.8,0.02564102564102564,0.8918918918918919,0.7579267560294073,0.7375736209951157
Her mother put down her book.,,0.5625,0.0,0.8028169014084507,0.8128430805087774,0.7587289342178397
Her mouth was a thin line.,,0.8518518518518519,0.0,0.9285714285714286,0.8049900598467469,0.7582245781179283
Her unborn son died as well.,,0.46153846153846156,0.06896551724137931,0.7090909090909091,0.8464204068685229,0.8033115527545379
Her voice was sleepy and low.,,0.7428571428571429,0.19047619047619047,0.7792207792207793,0.8250970268599689,0.7600681462977215
"Herbed chevre, pomodoro sauce, basil toast.",,0.8928571428571429,0.03571428571428571,0.9285714285714286,0.8748689918921205,0.8489700406637991
Here I left the default formatting.,,0.6216216216216216,0.0,0.8227848101265823,0.7903754246161112,0.7651058933044159
Here is the third day out.,,0.23333333333333334,0.0,0.6166666666666667,0.7775143322558109,0.760652351361689
"Hi Brian, thanks for the sample.",,0.6052631578947368,0.046511627906976744,0.7901234567901234,0.8328344069286451,0.7818552577671866
Highlights from my trip to Tokyo!,,0.8148148148148148,0.037037037037037035,0.8888888888888888,0.8517227144182327,0.7856221939918754
His dreams were growing more powerful.,,0.6,0.02631578947368421,0.7945205479452054,0.7636965884301281,0.7395995385730011
His expression clearly showed his confusion.,,0.5,0.14285714285714285,0.6923076923076923,0.7536418520262713,0.7335022279688261
His eyes never left her face.,,0.6896551724137931,0.12121212121212122,0.7903225806451613,0.7903754246161112,0.7620160823734973
His eyes were harsh and biting.,,0.625,0.047619047619047616,0.7926829268292683,0.7678201836957628,0.74214124102821
His face devoid of all expression.,,0.5151515151515151,0.14285714285714285,0.6911764705882353,0.7646429401319395,0.7326301089428243
His fate is now still unknown.,,0.4642857142857143,0.16666666666666666,0.6551724137931034,0.7887374316670765,0.7608250836722533
His gaze went to my hair..,,0.7777777777777778,0.06451612903225806,0.8620689655172413,0.8004205532281672,0.764898810774152
His gray hair was cut short.,,0.9310344827586207,0.03225806451612903,0.95,0.8043941293800128,0.7634243148829211
"His grin flashed, cocksure and sexy.",,0.7419354838709677,0.03225806451612903,0.8548387096774194,0.8492108054473803,0.782359922307342
"His hair, too, is expertly coiffured.",,0.7241379310344828,0.06666666666666667,0.8305084745762712,0.8126552308734502,0.7612642881211683
His hands tightened on her waist.,,0.8,0.21052631578947367,0.7945205479452054,0.7833831308232718,0.7583729335903336
His manipulation literally left me fuming.,,0.6666666666666666,0.0,0.8461538461538461,0.7986989523545358,0.7586327948506354
His name quivers from my lips.,,0.90625,0.11764705882352941,0.8939393939393939,0.8259678914645824,0.7867960560116981
His policies are out of touch.,,0.2777777777777778,0.0,0.6623376623376623,0.7592980517142168,0.7407177441047103
His serious expression changed to dread.,,0.6451612903225806,0.05555555555555555,0.8059701492537313,0.7536418520262713,0.7374795671188054
His sign will be his power.,,0.5806451612903226,0.06060606060606061,0.765625,0.7536418520262713,0.7385649412967998
"His son Patrick, his widow Vicki.",,0.85,0.11363636363636363,0.8690476190476191,0.8443835261827906,0.8025106712735403
His strength was draining too quickly.,,0.675,0.0975609756097561,0.7901234567901234,0.7536418520262713,0.7373382584549701
His third stride was his last.,,0.43478260869565216,0.0,0.75,0.7794155750426164,0.7584435239378554
His voice was full of concern.,,0.6,0.20689655172413793,0.7037037037037037,0.7541319085027384,0.7368438537391858
History is full of contrary evidence.,,0.52,0.0,0.7735849056603774,0.7645423606229068,0.7361230943467336
History is written by the victor.,,0.7241379310344828,0.034482758620689655,0.8448275862068966,0.7866457971343643,0.7607412169432436
Hit a streak when we left.,,0.38235294117647056,0.0,0.7236842105263158,0.7903754246161112,0.7563964396838582
Hit those assholes on the left!,,0.8048780487804879,0.024390243902439025,0.8902439024390244,0.8262164849949403,0.7650575228798479
Hold on just for a second.,,0.4666666666666667,0.10256410256410256,0.7101449275362319,0.755986220273896,0.7397490859743577
"Hold on, and wait for Joe.",,0.6756756756756757,0.05405405405405406,0.8108108108108109,0.8281410526596581,0.7581990128696066
Homeowners insurance is put in place.,,0.56,0.13793103448275862,0.7222222222222222,0.8100858018122106,0.759410591418372
"Homer Simpson is hungry, very hungry.",,0.9655172413793104,0.0,0.9833333333333333,0.8404921335687808,0.7852912021930197
"Honey, isn't your friend's name Colleen?",,0.6428571428571429,0.1,0.7758620689655172,0.8596030469819639,0.8105272129197791
Hormonal problems might trigger hair loss.,,0.8064516129032258,0.0,0.9104477611940298,0.8004205532281672,0.7630374872192333
How are we going to cope?,,0.64,0.11538461538461539,0.7647058823529411,0.7600557635433819,0.7406679135725301
How can the sphere do that?,,0.5,0.03333333333333333,0.75,0.8005297348955607,0.7652570059176721
How cheerful and comforting it looked.,,0.3103448275862069,0.06060606060606061,0.6451612903225806,0.760055763543382,0.7391291356334243
How could beneficial bacteria lower cholesterol?,,0.7692307692307693,0.0,0.8928571428571429,0.8267513441384707,0.7650661604739654
How do we become a customer?,,0.6785714285714286,0.03333333333333333,0.8275862068965517,0.8005297348955607,0.7423097713995402
How do you respond to purple?,,0.9,0.034482758620689655,0.9322033898305084,0.8439384738320941,0.7599868590397275
How much could one person endure?,,0.675,0.09302325581395349,0.7951807228915663,0.760055763543382,0.7349146023252385
How much time you got left?,,0.5263157894736842,0.11363636363636363,0.7195121951219512,0.7903754246161111,0.7584286409799378
How soon will you be ready?,,0.5625,0.2571428571428571,0.6567164179104478,0.760055763543382,0.7352915546357276
"However, they prefer they remain confidential.",,0.4666666666666667,0.03125,0.7258064516129032,0.7728119791597148,0.7384858466771193
"Hush, Claudia, hush now my dear.",,0.6875,0.0,0.8484848484848485,0.8426702400391333,0.8207113657380917
I -- you are the Bobbie Thomas.,,0.7058823529411765,0.0,0.8571428571428571,0.8234060247758602,0.7621423419508776
I agree with what Mark said.,,0.6129032258064516,0.21621621621621623,0.7058823529411765,0.7844161401901613,0.7631465453818872
"I already have a boyfriend, Nick.",,0.8717948717948718,0.047619047619047616,0.9135802469135802,0.8272291147635624,0.764567913565787
"I am a nice guy, Daniel.",,0.6896551724137931,0.12121212121212122,0.7903225806451613,0.8329284099210087,0.7821185169014225
I am located in Winnemucca Nevada.,,0.8076923076923077,0.03571428571428571,0.8888888888888888,0.8756972871460376,0.8129053337935824
I asked him at the funeral.,,0.7105263157894737,0.0,0.8625,0.8025926092254798,0.7636648651105326
I begin fiddling with my hair.,,0.7407407407407407,0.06666666666666667,0.8421052631578947,0.8004205532281672,0.7627411406766806
"I bid you well, Ascendiate Jordan.",,0.7058823529411765,0.02564102564102564,0.8493150684931506,0.7978602815797771,0.7584976054207804
I breathed out a heavy sigh.,,0.47058823529411764,0.04878048780487805,0.7333333333333333,0.8005422005069257,0.7608737724001032
I can't confirm that for certain.,,0.2619047619047619,0.023809523809523808,0.6190476190476191,0.7894603668585176,0.7422670827581163
I can't get hold of him.,,0.68,0.24,0.72,0.7894603668585176,0.7418648204386195
I can't imagine life without them.,,0.6176470588235294,0.23076923076923078,0.6986301369863014,0.7894603668585176,0.7403887536999281
I could barely focus or function.,,0.53125,0.02857142857142857,0.7611940298507462,0.7577719843760046,0.7334939270968466
I couldn't hold back any longer.,,0.43243243243243246,0.14634146341463414,0.6538461538461539,0.8068179469690264,0.7404744473691072
I desire credit life insurance only.,,0.7419354838709677,0.02857142857142857,0.8636363636363636,0.7682011499759382,0.7397996842335135
I didn't care about AIDS anywhere.,,0.9473684210526315,0.023809523809523808,0.9625,0.84582476992339,0.7905884495508357
I didn't write the Elvis verse.,,0.8125,0.05555555555555555,0.8823529411764706,0.8561502993938302,0.7928596857201465
I don't -- I have no idea.,,0.8275862068965517,0.2903225806451613,0.7666666666666667,0.7876054872797268,0.7581181925974089
I enjoyed every minute of it.,,0.5517241379310345,0.2647058823529412,0.6507936507936508,0.7498828365921736,0.7351324918786147
I excused myself to the restroom.,,0.6071428571428571,0.0,0.8135593220338984,0.8011778451410669,0.739687931128763
"I feel his presence, so strong...",,0.6785714285714286,0.030303030303030304,0.8360655737704918,0.7536418520262713,0.7355556764011046
I feel very dependent on them.,,0.5,0.0,0.76,0.7498828365921736,0.7202541495370608
I felt like a Doubting Thomas.,,0.84,0.06896551724137931,0.8888888888888888,0.813074112679987,0.7577000053497938
I get emails from them constantly.,,0.6086956521739131,0.037037037037037035,0.8,0.8259678914645824,0.7307816280849108
I go through without any alarms.,,0.5161290322580645,0.0,0.7692307692307693,0.8018012267350781,0.7419723284090908
I got a little dirty record.,,0.75,0.025,0.868421052631579,0.8040144355754428,0.7574776756019682
I grabbed his forearm and squeezed.,,0.7857142857142857,0.20454545454545456,0.7906976744186046,0.787018364295081,0.7620539162984041
I guarantee you will feel better.,,0.5384615384615384,0.1111111111111111,0.7169811320754716,0.7498828365921736,0.7305599803073082
"I had no choice, Old Son.",,0.8888888888888888,0.06896551724137931,0.9107142857142857,0.8443835261827906,0.7814826131577851
I had nothing left in me.,,0.5277777777777778,0.1282051282051282,0.7066666666666667,0.8100858018122106,0.7620233827609854
"I had really fat, chubby cheeks.",,0.8888888888888888,0.0,0.9473684210526315,0.8442425042433335,0.7866408817601259
I had the best date ever.,,0.8571428571428571,0.06896551724137931,0.8947368421052632,0.8181617113401036,0.7612416716529736
I have a question for Quinn.,,0.625,0.02631578947368421,0.8142857142857143,0.8105470100894485,0.7586831760344914
I have all of those already!!!,,0.6,0.07407407407407407,0.7692307692307693,0.7498828365921736,0.7374256141288059
I have to clean it up.,,0.5416666666666666,0.1111111111111111,0.7254901960784313,0.7498828365921736,0.7370648702310306
I haven't got the vaguest idea.,,0.5714285714285714,0.0,0.8026315789473685,0.7758237076886869,0.7565640067167696
"I heard them leave, of course.",,0.4146341463414634,0.046511627906976744,0.6904761904761905,0.7670083594157776,0.7389943811938092
I hope you fulfill the longing.,,0.5555555555555556,0.0,0.8032786885245902,0.7502604406760229,0.7380406159057578
I just couldn't leave without it.,,0.20588235294117646,0.16666666666666666,0.5285714285714286,0.7670083594157776,0.7422691816046874
I just couldn't put into words.,,0.4444444444444444,0.1,0.6842105263157895,0.7961741393878635,0.759135579411093
"I keep telling him, it's done.",,0.5161290322580645,0.1111111111111111,0.7164179104477612,0.8065631197520633,0.7406058190594799
I left your note over there.,,0.6451612903225806,0.0,0.8450704225352113,0.7903754246161112,0.7600680299617717
I looked at my sleeping son.,,0.8461538461538461,0.13793103448275862,0.8545454545454545,0.8443835261827904,0.781549887740223
I love Lush's cute Easter stuff!,,0.6,0.0,0.8082191780821918,0.838185810703486,0.8063094706687013
I love browned butter and asparagus.,,0.8214285714285714,0.0,0.9166666666666666,0.8513217080785499,0.789680765678299
I mean -- what would be left.,,0.3793103448275862,0.03333333333333333,0.6779661016949152,0.7903754246161112,0.7597923121871631
I mean look at this sweetie.,,0.5384615384615384,0.13333333333333333,0.7142857142857143,0.8502957954947364,0.7885978781243393
"I mean, I live in Texas.",,0.8787878787878788,0.025,0.9315068493150684,0.8507358722230743,0.790456868685959
"I mean, check back at noon.",,0.5862068965517241,0.03333333333333333,0.7796610169491526,0.8068179469690264,0.78178778931344
"I mean, give me a break.",,0.6923076923076923,0.12195121951219512,0.7875,0.7820970640129782,0.7422015928422002
"I mean, they had the summit.",,0.5333333333333333,0.15625,0.6935483870967742,0.7957315049930028,0.7596846890805997
I must insist you try some.,,0.39473684210526316,0.046511627906976744,0.691358024691358,0.7498828365921736,0.7346596962171316
I never called Dale an idiot.,,0.6,0.023255813953488372,0.8076923076923077,0.831919135062451,0.7855398681514374
I only trust Marie France Bodyline.,,0.6086956521739131,0.0,0.82,0.8466145632596808,0.7906502717569199
I put everything in my room.,,0.5185185185185185,0.0,0.7719298245614035,0.8100858018122106,0.7590101962373018
"I put him out there, Sam.",,0.5555555555555556,0.03333333333333333,0.7719298245614035,0.8212713162669528,0.7569420709650143
I put my hand back down.,,0.6486486486486487,0.04878048780487805,0.8076923076923077,0.8068179469690264,0.7623838818007131
I put myself right by Angel.,,0.6071428571428571,0.03333333333333333,0.7931034482758621,0.8079746360777801,0.757945490246
I put on my special joggers.,,0.7096774193548387,0.0625,0.8253968253968254,0.7975478977082475,0.7591812477825854
I send my condolences to Sandy.,,0.7096774193548387,0.06451612903225806,0.8225806451612904,0.7949666036969864,0.7618998507381901
I shouldn't have left him alone.,,0.75,0.175,0.7875,0.7903754246161112,0.7574697774485265
I sigh and head that way.,,0.45161290322580644,0.03125,0.7142857142857143,0.79288154346243,0.7595621355718488
I sigh as I keep climbing.,,0.6666666666666666,0.0625,0.8135593220338984,0.7845566908232998,0.7577218665353097
I spoke with him three times.,,0.5,0.15151515151515152,0.7017543859649122,0.751942773358538,0.7383515577793037
I squeezed the trigger twice more.,,0.7941176470588235,0.07317073170731707,0.8666666666666667,0.7870183642950811,0.7565556409499608
I stabbed him again and again.,,0.8181818181818182,0.0,0.9166666666666666,0.7985707081673279,0.7583740709997357
I studied her pale face anxiously.,,0.7307692307692307,0.03333333333333333,0.8571428571428571,0.798785607789782,0.7596189987541923
I suggest to reconsider my offer.,,0.48148148148148145,0.0,0.7586206896551724,0.7778425324794445,0.7390019985536856
I talk to Willie every day.,,0.5357142857142857,0.0,0.7796610169491526,0.8367285035364805,0.7638422970857257
I tend to avoid such situations.,,0.6052631578947368,0.1951219512195122,0.7088607594936709,0.7498828365921736,0.7188099533733876
I think he's a sweet guy.,,0.6333333333333333,0.08571428571428572,0.7846153846153846,0.8142523410449568,0.779980364126564
I think it's a wonderful idea.,,0.5714285714285714,0.11627906976744186,0.7435897435897436,0.8065631197520633,0.7590109181924592
I think that's a little crass.,,0.7083333333333334,0.037037037037037035,0.8431372549019608,0.7883248076503381,0.764853979855132
I trained people with plastic explosives.,,0.9166666666666666,0.0,0.9622641509433962,0.7835550965915778,0.7564973306468815
I tried for a quick recovery.,,0.6956521739130435,0.17857142857142858,0.7647058823529411,0.7498828365921736,0.7324100846465919
I turned and looked at Martin.,,0.5625,0.16666666666666666,0.7058823529411765,0.8063964221638116,0.7640633536677215
I want to look more mature.,,0.7428571428571429,0.02564102564102564,0.8648648648648649,0.8552866680756935,0.7655697946285508
I want you to throw up.,,0.6923076923076923,0.03225806451612903,0.8421052631578947,0.7537556962544301,0.7371274104424504
I wanted you to be real.,,0.42105263157894735,0.0,0.7215189873417721,0.800916124343957,0.7408562858970237
I was already prepared for that.,,0.55,0.21428571428571427,0.6707317073170732,0.7498828365921736,0.7377715142186795
I was feeling a little better.,,0.4230769230769231,0.038461538461538464,0.6923076923076923,0.7621883650407211,0.7371050656587597
I was frightened to begin with.,,0.5,0.0967741935483871,0.6984126984126984,0.7498828365921736,0.7355289375935024
I was so ashamed and frightened.,,0.6923076923076923,0.1935483870967742,0.7543859649122807,0.7500438342167177,0.73655054210774
"I was still standing, still fighting.",,0.6470588235294118,0.05263157894736842,0.8055555555555556,0.7619099178145096,0.7417934008025516
"I went left, toward the sound.",,0.59375,0.0,0.8115942028985508,0.7974009422197096,0.7624833247883777
I will be worried about them.,,0.3,0.06060606060606061,0.6349206349206349,0.7629185456027306,0.7303116300424728
I won't let them hurt you.,,0.65,0.14814814814814814,0.7659574468085106,0.7540464610985161,0.7370039212109043
I would give them to her.,,0.3548387096774194,0.0625,0.6507936507936508,0.7562427422418643,0.7357875619269455
I would recommend Nadia's to everyone!,,0.7916666666666666,0.1111111111111111,0.8431372549019608,0.7562427422418643,0.7391108712537877
I'd always give them their due.,,0.375,0.0,0.7,0.7903465025770311,0.72943625101014
I'd like to put things right.,,0.4,0.05,0.6933333333333334,0.813074112679987,0.7630519418120665
I'll get you some quick work.,,0.35714285714285715,0.0,0.7,0.8011435755374288,0.742171015830459
I'll give you your heart's desire.,,0.5,0.0,0.7682926829268293,0.8011435755374287,0.738701594581123
I'll make them call me Don.,,0.7407407407407407,0.06666666666666667,0.8421052631578947,0.8132835613349008,0.7573247710557133
"I'll say goodbye to you, Tita.",,0.9,0.09375,0.9032258064516129,0.8919347667021736,0.7949077272861281
I'll send Mendigo to fetch Dale.,,0.6071428571428571,0.0967741935483871,0.7627118644067796,0.8334569146776679,0.7806474677360146
"I'm Forrest Sawyer in Amman, Jordan.",,0.7647058823529411,0.075,0.8513513513513513,0.8391752270281849,0.8111721157679228
"I'm Jen, from The Home Depot.",,0.7142857142857143,0.034482758620689655,0.8421052631578947,0.8357969142424081,0.8008607744896293
"I'm Jonathan Freed in Taylorville, Illinois.",,0.6538461538461539,0.06896551724137931,0.8,0.8440753402081708,0.8084713154905495
I'm Matt Lauer in New York.,,0.8823529411764706,0.027777777777777776,0.9285714285714286,0.8306755855445146,0.8089036741104976
I'm a detective in Hong Kong.,,0.7857142857142857,0.03333333333333333,0.8793103448275862,0.8368297298756798,0.7984922475451507
I'm doing this for my son.,,0.6296296296296297,0.20689655172413793,0.7142857142857143,0.8443835261827906,0.7836251108284563
I'm feeling a little left out.,,0.5161290322580645,0.0,0.765625,0.7903754246161112,0.7565969219167837
I'm going to eat and relax.,,0.725,0.14285714285714285,0.7926829268292683,0.8231247314509723,0.7645337258524827
I'm making enchilada pasta for dinner.,,0.7428571428571429,0.0,0.88,0.8755244422170061,0.7918538386635042
"I'm not afraid of failure, no.",,0.4411764705882353,0.06976744186046512,0.7142857142857143,0.7876734086048788,0.7421330294051645
I'm not familiar with Rick Steve.,,0.7105263157894737,0.025,0.8461538461538461,0.8127615032398662,0.7652815576111536
I'm not forcing them to leave.,,0.56,0.1111111111111111,0.7307692307692307,0.7876734086048788,0.7370671198505238
I'm sorry Naomi couldn't make it.,,0.7407407407407407,0.15625,0.7966101694915254,0.8545531068228024,0.783625327888445
