sentence,condition,correct,sent_identifier,index,original_index,item_id
But I didn't want him dead.,vigilance,0.9205776173285198,torontomyst.6.113565,filler.03421,torontomyst.1503155,3421
"Go ahead, it's no big deal.",filler,0.8136200716845878,torontomyst.6.074008,filler.03422,torontomyst.1021489,3422
These were not tourists with Instamatics.,vigilance,0.974169741697417,wsj.6.001012,filler.03423,wsj.186953,3423
That's how we'll get to him.,filler,0.9175627240143369,cornellmov.6.032462,filler.03424,cornellmov.0197327,3424
That's what I been thinkin' about.,vigilance,0.895910780669145,cornellmov.6.038252,filler.03425,cornellmov.0234674,3425
This in contast to the gastropods.,filler,0.9467680608365019,,filler.03426,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03442361,3426
"But it hasn't been bliss, either.",filler,0.9328358208955224,wsj.6.001424,filler.03427,wsj.259931,3427
I want my body fixed now.,vigilance,0.9630996309963099,cocaspok1991.6.000201,filler.03428,cocaspok1991.0003216,3428
It's the most obvious solution: Escape.,filler,0.9608540925266904,cornellmov.6.023986,filler.03429,cornellmov.0142963,3429
Exclusive same day service in Minneapolis.,filler,0.9645390070921985,,filler.03430,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02336059,3430
We've been doing it for decades.,filler,0.8860759493670886,cocaspok2011.6.010671,filler.03431,cocaspok2011.0136662,3431
Allison's green eyes sparkled with excitement.,filler,0.9421768707482994,torontomyst.6.099307,filler.03432,torontomyst.1316648,3432
Kill me and you destroy yourself.,filler,0.9737827715355806,torontomyst.6.044804,filler.03433,torontomyst.631314,3433
"We should just, well, make sure.",filler,0.9084249084249084,torontofantasy.6.299351,filler.03434,torontofantasy.3922828,3434
We're creating more excitement and traffic.,filler,0.9037037037037037,wsj.6.000533,filler.03435,wsj.097599,3435
Not another one of the Garde.,filler,0.9436619718309859,torontofantasy.6.160253,filler.03436,torontofantasy.2179737,3436
That's another way of putting it.,filler,0.8678571428571429,cocaspok2005.6.007113,filler.03437,cocaspok2005.0109161,3437
Spasticity is caused by burkholderia mallei.,filler,0.98828125,,filler.03438,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02432402,3438
There's nothing coming on back here.,filler,0.9518518518518518,cocaspok1990.6.000231,filler.03439,cocaspok1990.0003967,3439
Now off to the putting green.,filler,0.96875,cocaspok1993.6.001673,filler.03440,cocaspok1993.0023327,3440
But he is in New Orleans.,filler,0.9595588235294118,torontomyst.6.166029,filler.03441,torontomyst.2129808,3441
And I'm bored with this prattle.,filler,0.9817518248175182,cornellmov.6.032831,filler.03442,cornellmov.0199676,3442
"Share bath, maybe -- but share refrigerator??",filler,0.9922178988326849,brown.6.001351,filler.03443,brown.025993,3443
Kaidan Rowe was a Hottie McHotters.,filler,0.9442379182156134,torontofantasy.6.238071,filler.03444,torontofantasy.3169020,3444
These people don't even know me.,filler,0.9114391143911439,wsj.6.001168,filler.03445,wsj.211553,3445
The switchboard is lightening up downtown.,filler,0.9525423728813559,cornellmov.6.028597,filler.03446,cornellmov.0172641,3446
One thing was becoming increasingly sure.,filler,0.9101123595505618,brown.6.001233,filler.03447,brown.024694,3447
Amanda followed close on his heels.,filler,0.9568627450980393,torontoadv.6.018036,filler.03448,torontoadv.319805,3448
You want me to sing something?,filler,0.9266409266409267,cornellmov.6.036299,filler.03449,cornellmov.0222082,3449
Mac steadied his voice with effort..,filler,0.9705882352941176,torontomyst.6.158185,filler.03450,torontomyst.2034173,3450
Ross and Associates represented the buyers.,filler,0.9368421052631579,wsj.6.002303,filler.03451,wsj.418336,3451
We accepted the FBI files matter.,filler,0.9494163424124513,cocaspok1999.6.007486,filler.03452,cocaspok1999.0099357,3452
I have friends in King's Landing.,vigilance,0.942652329749104,torontofantasy.6.466543,filler.03453,torontofantasy.6064446,3453
Greet my flowers in trembling bliss?,filler,0.974169741697417,,filler.03454,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02803475,3454
Others information are not edited usually.,filler,0.9530685920577617,,filler.03455,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01175647,3455
Please developer just get a queue.,vigilance,0.9628252788104089,,filler.03456,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00332700,3456
Only his two sons understood him.,filler,0.9490909090909091,torontoadv.6.050724,filler.03457,torontoadv.854201,3457
All Karen women seem to smoke.,vigilance,0.981549815498155,,filler.03458,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02935428,3458
What a shocking thing to say!,filler,0.91015625,torontofantasy.6.095143,filler.03459,torontofantasy.1391967,3459
Now the region is heavily populated.,filler,0.9328621908127208,cocaspok2006.6.000567,filler.03460,cocaspok2006.0008637,3460
There were chairs for twenty visitors.,filler,0.9724137931034482,torontomyst.6.039315,filler.03461,torontomyst.560840,3461
They were in the war together.,filler,0.9357142857142857,wsj.6.001096,filler.03462,wsj.200550,3462
"Spare yourself the humiliation, the degradation...",filler,0.9176029962546817,cornellmov.6.040632,filler.03463,cornellmov.0250552,3463
We're here for your entrepreneurial endeavors!,vigilance,0.8830188679245283,,filler.03464,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03079479,3464
"And on Pyke, there as well.",filler,0.9671532846715328,torontofantasy.6.463017,filler.03465,torontofantasy.6021428,3465
The night was too quiet then.,filler,0.9323308270676691,torontofantasy.6.448133,filler.03466,torontofantasy.5831928,3466
"You know, keep your shirt on.",filler,0.9713261648745519,cocaspok2010.6.002865,filler.03467,cocaspok2010.0036963,3467
Apollo speared him with his scowl.,filler,0.9377289377289377,torontofantasy.6.294746,filler.03468,torontofantasy.3851697,3468
Only the philosopher knows the truth.,filler,0.9634146341463414,brown.6.000297,filler.03469,brown.005054,3469
"There's no ands, ifs or buts.",filler,0.9659090909090909,cocaspok1990.6.000051,filler.03470,cocaspok1990.0000880,3470
I was sorry about those decisions.,filler,0.951417004048583,cocaspok1995.6.003609,filler.03471,cocaspok1995.044307,3471
"Hard hats, bulldozers and lunch provided.",filler,0.9622641509433962,wsj.6.002018,filler.03472,wsj.365248,3472
What are some carpal tunnel treatments?,filler,0.9849624060150376,,filler.03473,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04746890,3473
He gave me one final hug..,filler,0.9247311827956989,torontomyst.6.152299,filler.03474,torontomyst.1957189,3474
Always recommend them to my friends.,filler,0.9333333333333333,,filler.03475,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01504324,3475
So it needs that artistic flair.,filler,0.9304029304029304,,filler.03476,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01916686,3476
"Well, that close to 50 pounds.",filler,0.9786476868327402,cocaspok1997.6.006876,filler.03477,cocaspok1997.0084287,3477
"Bloomberg said it is ""not interested"".",filler,0.9683098591549296,wsj.6.002920,filler.03478,wsj.529832,3478
And I turned my head slightly.,vigilance,0.9076923076923077,torontofantasy.6.307672,filler.03479,torontofantasy.4036015,3479
I will look further into this.,filler,0.8315018315018315,,filler.03480,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01463137,3480
Who said I was a lady?,filler,0.9664179104477612,cornellmov.6.001604,filler.03481,cornellmov.0008810,3481
Or maybe I call you -- tonight??,filler,0.9399293286219081,brown.6.000970,filler.03482,brown.019543,3482
All these need to be enquired.,filler,0.9481481481481482,,filler.03483,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04784254,3483
I was a mentor to her.,filler,0.9103448275862069,cornellmov.6.010352,filler.03484,cornellmov.0058971,3484
"Lives and works in Nashville, TN.",filler,0.9430604982206405,,filler.03485,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04769804,3485
Thal tested the other two pistols.,filler,0.9740740740740741,torontofantasy.6.011488,filler.03486,torontofantasy.170344,3486
Mister Seor Love Daddy is cool.,filler,0.9755244755244755,cornellmov.6.008665,filler.03487,cornellmov.0049646,3487
Or at least live apart peacefully.,filler,0.9411764705882353,wsj.6.000427,filler.03488,wsj.077629,3488
He's got to start winning now.,filler,0.9354838709677419,cocaspok2004.6.001273,filler.03489,cocaspok2004.0021048,3489
I can make my own decisions.,filler,0.8333333333333334,cornellmov.6.003733,filler.03490,cornellmov.0020965,3490
Cynthia Ginter The Resource Foundation Inc.,filler,0.9206349206349206,,filler.03491,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01059832,3491
There is nothing freaky about freekeh.,vigilance,0.972318339100346,,filler.03492,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04372901,3492
It is absolutely a buyout candidate.,filler,0.9657534246575342,wsj.6.001174,filler.03493,wsj.212330,3493
The man was so not laughing.,vigilance,0.9425675675675675,,filler.03494,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04672629,3494
He never shoot a single rabbit.,filler,0.9666666666666667,cocaspok1993.6.000269,filler.03495,cocaspok1993.0004334,3495
Arnold Engineering isn't part of Engelhard.,filler,0.962457337883959,wsj.6.002219,filler.03496,wsj.403812,3496
Except it was John and Vicki!,filler,0.9388489208633094,,filler.03497,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03268051,3497
It is also being sold furnished.,filler,0.9525547445255474,,filler.03498,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02734354,3498
You'll have to take a supplement.,filler,0.9505703422053232,cocaspok2000.6.005186,filler.03499,cocaspok2000.0088116,3499
We wouldn't do that to you.,filler,0.9219858156028369,,filler.03500,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04198952,3500
Taste that fowl and those fish.,misc,0.75,torontoadv.6.010337,misc.00001,,1
All sorts of treasure there too.,misc,0.7254901960784313,torontoadv.6.033663,misc.00002,,2
The small flock of birds circled.,misc,0.7948717948717948,torontoadv.6.009430,misc.00003,,3
The music drums inside my head.,misc,0.9066666666666666,torontoadv.6.001052,misc.00004,,4
They are very devoted and faithful.,misc,0.7297297297297297,torontoadv.6.028019,misc.00005,,5
What an amazing and wonderful metamorphosis.,misc,0.8571428571428571,torontoadv.6.006302,misc.00006,,6
She began to worry about infection.,misc,0.8666666666666667,torontoadv.6.053492,misc.00007,,7
It has a light tangy flavor.,misc,0.8552631578947368,torontoadv.6.048659,misc.00008,,8
We love rich tourists on vacation.,misc,0.8679245283018868,torontoadv.6.060510,misc.00009,,9
Across the street was a pub.,misc,0.8352941176470589,torontoadv.6.052482,misc.00010,,10
Would she put him in jail?,misc,0.7377049180327869,torontoadv.6.006424,misc.00011,,11
Where are you keeping it safe?,misc,0.7115384615384616,torontoadv.6.003131,misc.00012,,12
"It was all ridiculous, crazy, insane.",misc,0.7468354430379747,torontoadv.6.044354,misc.00013,,13
"A childish notion, to be sure.",misc,0.7794117647058824,torontoadv.6.042489,misc.00014,,14
Sophia was asleep on the sofa.,misc,0.825,torontoadv.6.002508,misc.00015,,15
Her answer was difficult to grasp.,misc,0.7682926829268293,torontoadv.6.027866,misc.00016,,16
It meant waving a white flag.,misc,0.8705882352941177,torontoadv.6.027627,misc.00017,,17
The crowd burst into spontaneous applause.,misc,0.746031746031746,torontoadv.6.003047,misc.00018,,18
His leg is too badly damaged.,misc,0.8356164383561644,torontoadv.6.000419,misc.00019,,19
He treated them like puppy dogs.,misc,0.810126582278481,torontoadv.6.009295,misc.00020,,20
It looked like a trash heap.,misc,0.8253968253968254,torontoadv.6.056258,misc.00021,,21
A car drove down the road.,misc,0.8732394366197183,torontoadv.6.022608,misc.00022,,22
People are getting hungry and desperate.,misc,0.8163265306122449,torontoadv.6.043481,misc.00023,,23
He held out a duffel bag.,misc,0.8160919540229885,torontoadv.6.061962,misc.00024,,24
The movie was entertaining and funny.,misc,0.75,torontoadv.6.016471,misc.00025,,25
Everyone finished eating every delicious bite.,misc,0.74,torontoadv.6.048802,misc.00026,,26
He took another sip of beer.,misc,0.8125,torontoadv.6.031326,misc.00027,,27
The last time we'd had four.,misc,0.7105263157894737,torontoadv.6.056964,misc.00028,,28
Would she not regret this marriage?,misc,0.864406779661017,torontoadv.6.002153,misc.00029,,29
Grace and kindness was their strength.,misc,0.8,torontoadv.6.055307,misc.00030,,30
He could smell the cooking meat.,misc,0.92,torontoadv.6.004105,misc.00031,,31
In a way it seemed pointless.,misc,0.6333333333333333,torontoadv.6.019576,misc.00032,,32
Another dance is about to begin.,misc,0.7361111111111112,torontoadv.6.011883,misc.00033,,33
Like a voodoo priest or something?,misc,0.90625,torontoadv.6.034753,misc.00034,,34
Her dreams remain vague and inconclusive.,misc,0.7538461538461538,torontoadv.6.015548,misc.00035,,35
She seems awfully likable to me.,misc,0.8157894736842105,torontoadv.6.039210,misc.00036,,36
The experience had shaken him emotionally.,misc,0.7142857142857143,torontoadv.6.015317,misc.00037,,37
The bugs are eating me alive.,misc,0.872093023255814,torontoadv.6.062489,misc.00038,,38
She looked up from her sewing.,misc,0.8873239436619719,torontoadv.6.024089,misc.00039,,39
This truly was a depressing place.,misc,0.746031746031746,torontoadv.6.028087,misc.00040,,40
"There was no moon, only starlight.",misc,0.8524590163934426,torontoadv.6.018831,misc.00041,,41
He looked annoyed at being disturbed.,misc,0.7875,torontoadv.6.056193,misc.00042,,42
Could this all be a test?,misc,0.8433734939759037,torontoadv.6.015004,misc.00043,,43
They started hiking down the mountain.,misc,0.796875,torontoadv.6.015507,misc.00044,,44
"Cattle, wagons, horses, all going west.",misc,0.8372093023255814,torontoadv.6.053830,misc.00045,,45
They bring peace in a conflict.,misc,0.6931818181818182,torontoadv.6.026860,misc.00046,,46
He pointed at the smaller circle.,misc,0.7204301075268817,torontoadv.6.017070,misc.00047,,47
Light from a fire burned inside.,misc,0.7142857142857143,torontoadv.6.044007,misc.00048,,48
This is so simple and easy.,misc,0.717391304347826,torontoadv.6.057626,misc.00049,,49
"However, they were much too large.",misc,0.6428571428571429,torontoadv.6.039102,misc.00050,,50
Sweaty hair clinging to his forehead.,misc,0.9113924050632911,torontoadv.6.031978,misc.00051,,51
Can we pursue him for robbery?,misc,0.8823529411764706,torontoadv.6.054168,misc.00052,,52
Every now and then she stopped.,misc,0.631578947368421,torontoadv.6.053846,misc.00053,,53
Instead he dug a little deeper:,misc,0.7625,torontoadv.6.027501,misc.00054,,54
A gun fired into the air.,misc,0.8809523809523809,torontoadv.6.058829,misc.00055,,55
I cannot debate the truth fact.,misc,0.7605633802816901,torontoadv.6.057658,misc.00056,,56
Could you loan it to me?,misc,0.723404255319149,torontoadv.6.049996,misc.00057,,57
Perhaps we can catch some fish.,misc,0.7407407407407407,torontoadv.6.004515,misc.00058,,58
"There'll be towels, soap, and all.",misc,0.7125,torontoadv.6.060922,misc.00059,,59
Was he still in the laboratory?,misc,0.7590361445783133,torontoadv.6.013709,misc.00060,,60
He was a tall muscular man.,misc,0.9433962264150944,torontoadv.6.060226,misc.00061,,61
Its small head resembled a deer.,misc,0.8771929824561403,torontoadv.6.009997,misc.00062,,62
He finally hit the ball back.,misc,0.8292682926829268,torontoadv.6.050961,misc.00063,,63
Already inflation was destabilizing financial markets.,misc,0.8148148148148148,torontoadv.6.060531,misc.00064,,64
"It was a cylindrical, rocky chamber.",misc,0.7857142857142857,torontoadv.6.022227,misc.00065,,65
We ate it up like candy.,misc,0.873015873015873,torontoadv.6.041181,misc.00066,,66
The weather was warm and dry.,misc,0.7926829268292683,torontoadv.6.018937,misc.00067,,67
His hand descended towards the king.,misc,0.821917808219178,torontoadv.6.004797,misc.00068,,68
He told her the truth unabashedly.,misc,0.8181818181818182,torontoadv.6.029005,misc.00069,,69
His tea was black but sweetened.,misc,0.8714285714285714,torontoadv.6.006567,misc.00070,,70
You got an elephant up there?,misc,0.8333333333333334,torontoadv.6.013061,misc.00071,,71
A loud rumbling noise interrupted him.,misc,0.7209302325581395,torontoadv.6.043171,misc.00072,,72
This lady was an outrageous girl.,misc,0.8870967741935484,torontoadv.6.023104,misc.00073,,73
He only doubted his own abilities.,misc,0.7441860465116279,torontoadv.6.020531,misc.00074,,74
The first floor had retail shops.,misc,0.7419354838709677,torontoadv.6.043426,misc.00075,,75
His demeanor was cynical and angry.,misc,0.7647058823529411,torontoadv.6.032711,misc.00076,,76
It does wonders for the soul.,misc,0.819672131147541,torontoadv.6.039142,misc.00077,,77
His organization did some fantastic work.,misc,0.7066666666666667,torontoadv.6.016466,misc.00078,,78
It was a night to celebrate.,misc,0.7454545454545455,torontoadv.6.038173,misc.00079,,79
Another driver waited in a car.,misc,0.7647058823529411,torontoadv.6.021332,misc.00080,,80
He is quite sick and weak.,misc,0.7619047619047619,torontoadv.6.034028,misc.00081,,81
Was he still in the garden?,misc,0.7361111111111112,torontoadv.6.047936,misc.00082,,82
We accept most proudly and eagerly.,misc,0.6551724137931034,torontoadv.6.003950,misc.00083,,83
He truly was a skilled marksman.,misc,0.746031746031746,torontoadv.6.046229,misc.00084,,84
His skin was waxy and grey.,misc,0.9473684210526315,torontoadv.6.030296,misc.00085,,85
He has had a distinguished career.,misc,0.7037037037037037,torontoadv.6.002479,misc.00086,,86
"Strangely, I did not feel nervous.",misc,0.6842105263157895,torontoadv.6.001190,misc.00087,,87
There is salad in that bowl.,misc,0.8222222222222222,torontoadv.6.056790,misc.00088,,88
"Carefully though, he packed them away.",misc,0.6739130434782609,torontoadv.6.046833,misc.00089,,89
Did you have a medical examination?,misc,0.819672131147541,torontoadv.6.045023,misc.00090,,90
And tomorrow would be another day.,misc,0.6862745098039216,torontoadv.6.041371,misc.00091,,91
Is it because of the drugs?,misc,0.8026315789473685,torontoadv.6.020869,misc.00092,,92
His mind sought a rational explanation.,misc,0.6951219512195121,torontoadv.6.027638,misc.00093,,93
"She did this intentionally, he thought.",misc,0.7580645161290323,torontoadv.6.050699,misc.00094,,94
She felt guilty about her deception.,misc,0.8253968253968254,torontoadv.6.000629,misc.00095,,95
He might need the knife again.,misc,0.7534246575342466,torontoadv.6.032355,misc.00096,,96
Without warning cameras started to flash.,misc,0.8431372549019608,torontoadv.6.057857,misc.00097,,97
Look at that painting over there.,misc,0.7213114754098361,torontoadv.6.010474,misc.00098,,98
The brick walls extended high up.,misc,0.7450980392156863,torontoadv.6.061774,misc.00099,,99
He seemed quite unconcerned and relaxed.,misc,0.7464788732394366,torontoadv.6.018644,misc.00100,,100
What could frighten them this badly?,misc,0.6428571428571429,torontoadv.6.015141,misc.00101,,101
His sorrow gave way to anger.,misc,0.8243243243243243,torontoadv.6.037799,misc.00102,,102
Take me to a computer terminal.,misc,0.819672131147541,torontoadv.6.034240,misc.00103,,103
He wanted to investigate the victim.,misc,0.7469879518072289,torontoadv.6.015280,misc.00104,,104
We played out the poker hand.,misc,0.8589743589743589,torontoadv.6.007100,misc.00105,,105
You are quite smart and attentive.,misc,0.6595744680851063,torontoadv.6.040357,misc.00106,,106
The movie was a romantic comedy.,misc,0.8648648648648649,torontoadv.6.016470,misc.00107,,107
There was nothing but political commentary.,misc,0.9078947368421053,torontoadv.6.015805,misc.00108,,108
Light is made up of photons.,misc,0.9615384615384616,torontoadv.6.014828,misc.00109,,109
You're one of our top students.,misc,0.7903225806451613,torontoadv.6.044834,misc.00110,,110
Please allow me to deliver it.,misc,0.6507936507936508,torontoadv.6.033219,misc.00111,,111
"The judge spoke, breaking the silence.",misc,0.8333333333333334,torontoadv.6.028979,misc.00112,,112
She let out a choked laugh.,misc,0.8108108108108109,torontoadv.6.012708,misc.00113,,113
The seemingly impossible can be attained.,misc,0.7058823529411765,torontoadv.6.001173,misc.00114,,114
He stopped at the bedroom door.,misc,0.7714285714285715,torontoadv.6.032436,misc.00115,,115
She was inside a magnificent castle.,misc,0.8395061728395061,torontoadv.6.020579,misc.00116,,116
"Besides, it would be terribly unsafe.",misc,0.6129032258064516,torontoadv.6.040970,misc.00117,,117
Her wrist supported many gold bangles.,misc,0.9104477611940298,torontoadv.6.016434,misc.00118,,118
I feel the same way sometimes.,misc,0.6046511627906976,torontoadv.6.017768,misc.00119,,119
People need to respect the law.,misc,0.803921568627451,torontoadv.6.056100,misc.00120,,120
The hairs on my skin rose.,misc,0.875,torontoadv.6.024252,misc.00121,,121
A large band played folk tunes.,misc,0.7972972972972973,torontoadv.6.035525,misc.00122,,122
Your leg muscles will also ache.,misc,0.8888888888888888,torontoadv.6.045369,misc.00123,,123
"After that, no others remained intact.",misc,0.7169811320754716,torontoadv.6.009499,misc.00124,,124
Many soldiers served in his army.,misc,0.8,torontoadv.6.035997,misc.00125,,125
It seemed to calm his anxiety.,misc,0.8125,torontoadv.6.013515,misc.00126,,126
I need it to impress her.,misc,0.8059701492537313,torontoadv.6.049998,misc.00127,,127
My assistant is bringing them out.,misc,0.6739130434782609,torontoadv.6.025181,misc.00128,,128
"Read me the book, then decide.",misc,0.7457627118644068,torontoadv.6.033455,misc.00129,,129
Each has its own elected officials.,misc,0.7560975609756098,torontoadv.6.032453,misc.00130,,130
A voice came over his radio.,misc,0.7763157894736842,torontoadv.6.037236,misc.00131,,131
What help can you possibly need?,misc,0.6790123456790124,torontoadv.6.015974,misc.00132,,132
He was bleeding from the stomach.,misc,0.8833333333333333,torontoadv.6.051267,misc.00133,,133
She was wearing a long dress.,misc,0.8571428571428571,torontoadv.6.061383,misc.00134,,134
A photo appears on the screen.,misc,0.7894736842105263,torontoadv.6.055649,misc.00135,,135
The liquid was indeed fresh water.,misc,0.8085106382978723,torontoadv.6.033832,misc.00136,,136
This is the force field parameter.,misc,0.75,torontoadv.6.057428,misc.00137,,137
There is no brain function left.,misc,0.8604651162790697,torontoadv.6.036944,misc.00138,,138
Many villages survive along the coast.,misc,0.7903225806451613,torontoadv.6.038366,misc.00139,,139
Consequences to us could prove fatal.,misc,0.7380952380952381,torontoadv.6.027274,misc.00140,,140
The pastor proclaimed to the congregation.,misc,0.8125,torontoadv.6.017864,misc.00141,,141
Their relationship took off from there.,misc,0.7608695652173914,torontoadv.6.043430,misc.00142,,142
I can see the oak tree.,misc,0.82,torontoadv.6.062055,misc.00143,,143
I studied and became a lawyer.,misc,0.8070175438596491,torontoadv.6.044155,misc.00144,,144
He inspected it with obvious satisfaction.,misc,0.7413793103448276,torontoadv.6.056316,misc.00145,,145
They finished eating their chicken dumplings.,misc,0.8809523809523809,torontoadv.6.056128,misc.00146,,146
His stomach pains worsened with time.,misc,0.8088235294117647,torontoadv.6.004446,misc.00147,,147
"That warrior is you, my son.",misc,0.8269230769230769,torontoadv.6.048049,misc.00148,,148
I could not escape this obligation.,misc,0.7192982456140351,torontoadv.6.003488,misc.00149,,149
The sky was bright and blue.,misc,0.859375,torontoadv.6.025947,misc.00150,,150
Why had the disease spared them?,misc,0.7093023255813954,torontoadv.6.052108,misc.00151,,151
Her energy level was too low.,misc,0.7540983606557377,torontoadv.6.039900,misc.00152,,152
He seemed extremely pleased with himself.,misc,0.7125,torontoadv.6.009233,misc.00153,,153
Spray and vapor filled the void.,misc,0.8266666666666667,torontoadv.6.018900,misc.00154,,154
He'd come because he had news.,misc,0.6538461538461539,torontoadv.6.061694,misc.00155,,155
I get paid no matter what.,misc,0.8658536585365854,torontoadv.6.059233,misc.00156,,156
The great wheel began to turn.,misc,0.7777777777777778,torontoadv.6.006047,misc.00157,,157
His pants were clean white jeans.,misc,0.9036144578313253,torontoadv.6.050149,misc.00158,,158
It was wrapped in the plastic.,misc,0.7580645161290323,torontoadv.6.033874,misc.00159,,159
It almost seemed like a toy.,misc,0.7857142857142857,torontoadv.6.059288,misc.00160,,160
Her only plan was to delay.,misc,0.803921568627451,torontoadv.6.016971,misc.00161,,161
A wooden table lay between them.,misc,0.7872340425531915,torontoadv.6.004720,misc.00162,,162
He pulled up on the knob.,misc,0.8863636363636364,torontoadv.6.002530,misc.00163,,163
You take me for a liar?,misc,0.8,torontoadv.6.050700,misc.00164,,164
She grinned at the blonde girl.,misc,0.8,torontoadv.6.010049,misc.00165,,165
But her eyes betrayed the truth.,misc,0.7763157894736842,torontoadv.6.041682,misc.00166,,166
The boat was ready to sail.,misc,0.7721518987341772,torontoadv.6.004422,misc.00167,,167
I like the openness and beauty.,misc,0.75,torontoadv.6.057475,misc.00168,,168
The next house is kilometres away.,misc,0.8125,torontoadv.6.040118,misc.00169,,169
He could not say a word.,misc,0.6862745098039216,torontoadv.6.053730,misc.00170,,170
I saw the good guys win.,misc,0.8243243243243243,torontoadv.6.054465,misc.00171,,171
You connect it to a computer.,misc,0.8472222222222222,torontoadv.6.061104,misc.00172,,172
I dared him to do it.,misc,0.796875,torontoadv.6.000828,misc.00173,,173
Then she smiled faintly and nodded.,misc,0.6129032258064516,torontoadv.6.050966,misc.00174,,174
Are they going to expel her?,misc,0.7586206896551724,torontoadv.6.035063,misc.00175,,175
So he continued in his ignorance.,misc,0.7333333333333333,torontoadv.6.018314,misc.00176,,176
Now he must find the key.,misc,0.6507936507936508,torontoadv.6.031046,misc.00177,,177
They glared at one another heatedly.,misc,0.8076923076923077,torontoadv.6.045991,misc.00178,,178
Savanah ordered a fried shrimp dinner.,misc,0.9074074074074074,torontofantasy.6.376135,misc.00179,,179
If only to collect her belongings.,misc,0.7666666666666667,torontofantasy.6.134644,misc.00180,,180
"Back to your cage, little bird.",misc,0.9038461538461539,torontofantasy.6.462187,misc.00181,,181
The hesitant rhythm of the band.,misc,0.6623376623376623,torontofantasy.6.364346,misc.00182,,182
Ruthless... merciless... devoted to our cause.,misc,0.8095238095238095,torontofantasy.6.309133,misc.00183,,183
What about being amazing and wonderful?,misc,0.7590361445783133,torontofantasy.6.275365,misc.00184,,184
Long after the flu epidemic ended.,misc,0.8571428571428571,torontofantasy.6.300529,misc.00185,,185
Faint bitterness and a relaxing flavor.,misc,0.6949152542372882,torontofantasy.6.203782,misc.00186,,186
Their stay was tranquil and pleasant.,misc,0.8035714285714286,torontofantasy.6.005982,misc.00187,,187
Headed into the town's only bar.,misc,0.8548387096774194,torontofantasy.6.432850,misc.00188,,188
The one in jail for murder.,misc,0.8333333333333334,torontofantasy.6.428643,misc.00189,,189
To guard and keep and protect.,misc,0.7142857142857143,torontofantasy.6.103616,misc.00190,,190
"Scary and freaky sometimes, but awesome.",misc,0.7755102040816326,torontofantasy.6.456598,misc.00191,,191
That seemed like an absurd contradiction!,misc,0.7261904761904762,torontofantasy.6.076648,misc.00192,,192
Will you sleep on the couch?,misc,0.7894736842105263,torontofantasy.6.219958,misc.00193,,193
That is terribly difficult to overcome!,misc,0.782051282051282,torontofantasy.6.083802,misc.00194,,194
Put the white flag out first.,misc,0.8048780487804879,torontofantasy.6.166572,misc.00195,,195
The crowd burst into sudden cacophony.,misc,0.9012345679012346,torontofantasy.6.355686,misc.00196,,196
He's too badly damaged and malnourished.,misc,0.8870967741935484,torontofantasy.6.373075,misc.00197,,197
Or a cat and a dog.,misc,0.8604651162790697,torontofantasy.6.481974,misc.00198,,198
"It smelled bad, like rotten garbage.",misc,0.9066666666666666,torontofantasy.6.280474,misc.00199,,199
Down by the abandoned train station.,misc,0.7605633802816901,torontofantasy.6.363926,misc.00200,,200
You have the poor girl terrified.,misc,0.7741935483870968,torontofantasy.6.304788,misc.00201,,201
He handed her the leather bag.,misc,0.7738095238095238,torontofantasy.6.085809,misc.00202,,202
Her life was a horror film.,misc,0.8292682926829268,torontofantasy.6.409281,misc.00203,,203
You wouldn't eat your fancy food.,misc,0.875,torontofantasy.6.476298,misc.00204,,204
"Would you like a drink, then?",misc,0.6049382716049383,torontofantasy.6.239073,misc.00205,,205
"One, two, three, four, five, six-",misc,1.0,torontofantasy.6.284565,misc.00206,,206
