reject,sentence,sentence_original,mean_mem,low_mem_words,mid_mem_words,high_mem_words,index,original_index,has_edit
,"It was level, plumb and square.","It was level, plumb and square.",0.7530256847,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04286368,False
,I'm not suggesting they're bad people.,I'm not suggesting they're bad people.,0.7520896026,,,,cocaspok2011.6.008519,cocaspok2011.0108376,False
,Bring their college degrees in here!,Bring their college degrees in here!,0.7725506482,,,,cornellmov.6.020323,cornellmov.0118892,False
,The book reappeared on her lap.,The book reappeared on her lap.,0.7608421508,,,,torontofantasy.6.175043,torontofantasy.2367258,False
,Drinks for New Years Eve party.,Drinks For New Years Eve Party.,0.7930391625,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00587108,True
,It was around seven at night.,It was around seven at night.,0.7624412637,,,,torontomyst.6.119538,torontomyst.1578174,False
,Don't you ever consider the risk?,Don't you ever consider the risk?,0.7359066387,,,,torontofantasy.6.019323,torontofantasy.281799,False
,"I say,  ""No more, this enough.""","I says, "" No more, this enough.",0.76695055,,,,cocaspok1993.6.000346,cocaspok1993.0005499,True
,"George, we've got 30 seconds, actually.","George, we've got 30 seconds, actually.",0.789885785,,,,cocaspok1991.6.001022,cocaspok1991.0016947,False
,How difficult a program is it?,How difficult a program is it?,0.7376611042,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00512156,False
,"And -- and, Loida, in 10 seconds.","And -- and, Loida, in 10 seconds.",0.7883042031,,,,cocaspok1995.6.002125,cocaspok1995.028490,False
,With a white American family anymore.,With a white American family anymore.,0.7795595918,,,,cocaspok1996.6.005861,cocaspok1996.0072774,False
,Why is it all so scary?,Why is it all so scary?,0.7659708612,,,,torontoadv.6.054369,torontoadv.908070,False
,Is this a picture of him?,Is this a picture of him?,0.750589792,,,,cornellmov.6.039300,cornellmov.0241683,False
,Going social is the right play.,Going social is the right play.,0.7608618363,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02181032,False
,They are tough bastards as well.,They are tough bastards as well.,0.7628114359,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04290520,False
,Adesanya comes back with two knockdowns!,Adesanya comes back with two knockdowns!,0.7703484684,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03353660,False
,The beds were off center now.,The beds were off center now.,0.7654217288,,,,torontofantasy.6.247873,torontofantasy.3287954,False
,Probably saw me in the lobby.,Probably saw me in the lobby.,0.7668465723,,,,brown.6.001234,brown.024732,False
,This soothing cup rekindles the spirit.,This soothing cup rekindles the spirit.,0.7749640964,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03031423,False
,Gonzalez has announced ready for trial.,Gonzalez has announced ready for trial.,0.7577747795,,,,cocaspok1995.6.006570,cocaspok1995.083929,False
,"This looks like the prototype, right?","This looks like the prototype, right?",0.777218297,,,,cornellmov.6.030647,cornellmov.0185685,False
,Frustration was starting to consume them.,Frustration was starting to consume them.,0.731897094,,,,torontomyst.6.027725,torontomyst.392130,False
,Around me to thank for that.,Around me to thank for that.,0.7502084554,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01047464,False
,It made her feel warm inside.,It made her feel warm inside.,0.7478603833,,,,torontomyst.6.011479,torontomyst.165995,False
,Here he was enclosed and safe.,Here he was enclosed and safe.,0.7523784833,,,,brown.6.001285,brown.025420,False
,The old man hadn't looked up.,The old man hadn't looked up.,0.7708268759,,,,torontomyst.6.040066,torontomyst.572161,False
,Relationships are built on good communication.,Relationships are built on good communication.,0.7356233838,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04939691,False
,Not the best one so far.,Not the best one so far.,0.743325044,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03573587,False
,Everybody loves a good humiliation nightmare.,Everybody loves a good humiliation nightmare.,0.7666890892,,,,cornellmov.6.021875,cornellmov.0128895,False
,"No, but it's not the point.","No, but it's not the point.",0.7579747568,,,,cocaspok1994.6.009040,cocaspok1994.0130212,False
,But I had a great time.,But I had a great time.,0.745647405,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04420385,False
,Because a Christian will be different.,Because a Christian will be different.,0.7336471663,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02799104,False
,"There is a wonderful sound, though.","There is a wonderful sound, though.",0.7425225827,,,,cocaspok2001.6.000886,cocaspok2001.0017311,False
,Television broadcasters may be less enthusiastic.,Television broadcasters may be less enthusiastic.,0.7428176503,,,,wsj.6.000596,wsj.109834,False
,His ears even moved a little.,His ears even moved a little.,0.7569217163,,,,torontomyst.6.122290,torontomyst.1609333,False
,My eyes rolled in my head.,My eyes rolled in my head.,0.7823191994,,,,torontofantasy.6.283699,torontofantasy.3692622,False
,You are in a frustrating situation.,You are in a frustrating situation.,0.7400639573,,,,cornellmov.6.029672,cornellmov.0179600,False
,He is really turning me off.,He is really turning me off.,0.7474292086,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02888342,False
,Navigation Mixte is owned by Cie.,Navigation Mixte is owned by Cie.,0.7971525746,,,,wsj.6.002506,wsj.456647,False
,What color were your Sprint springs?,What color were your Sprint springs?,0.7634030439,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01065568,False
,"I mean, I just don't know.","I mean, I just don't know.",0.7657498191,,,,torontofantasy.6.472082,torontofantasy.6135306,False
,"Indeed, both companies insist they're not.","Indeed, both companies insist they're not.",0.7299369573,,,,wsj.6.002568,wsj.466751,False
,The making of Ciara Gan's gown.,The making of Ciara Gan's gown.,0.7681486365,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03015755,False
,It scared the shit outta me.,It scared the shit outta me.,0.7809354292,,,,cornellmov.6.018354,cornellmov.0106452,False
,I leaned back for a moment.,I leaned back for a moment.,0.7517708734,,,,torontofantasy.6.040680,torontofantasy.586979,False
,"The others were silent, watching him.","The others were silent, watching him.",0.7314692844,,,,torontoadv.6.021971,torontoadv.389483,False
,Have you told him about it?,Have you told him about it?,0.7446829671,,,,cornellmov.6.035942,cornellmov.0219396,False
,I got this one off ebay.,I got this one off ebay.,0.7658585024,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00117722,False
,They were trying to eliminate discrimination.,They were trying to eliminate discrimination.,0.7266056408,,,,wsj.6.002818,wsj.511256,False
,Cook gave me a big piece.,Cook gave me a big piece.,0.7521716252,,,,torontofantasy.6.082450,torontofantasy.1218268,False
,I believe it would be enough.,I believe it would be enough.,0.7385976011,,,,torontofantasy.6.158313,torontofantasy.2153429,False
,We were slobs and we reformed.,We were slobs and we reformed.,0.7622682132,,,,cocaspok1997.6.002843,cocaspok1997.0033042,False
,We all need a good laugh.,We all need a good laugh.,0.7419808418,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00620691,False
,Or maybe we'll be best pals.,Or maybe we'll be best pals.,0.7667185109,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02343374,False
,Does Oomie really like this show?,Does Oomie really like this show?,0.7830941359,,,,cornellmov.6.001879,cornellmov.0010374,False
,I don't think this will disappoint.,I don't think this will disappoint.,0.765136024,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04206009,False
,I've been really enjoying your posts!,I've been really enjoying your posts!,0.7501576845,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00747387,False
,Economists had forecast a slight decline.,Economists had forecast a slight decline.,0.7545421226,,,,wsj.6.001493,wsj.273562,False
,It is a piece of shit.,It is a piece of shit.,0.7539493977,,,,cornellmov.6.037945,cornellmov.0232603,False
,Impressively useful as you would expect.,Impressively useful as you would expect.,0.7407090287,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00811652,False
,Porsche's 2008 profit exceeded its sales.,Porsche's 2008 profit exceeded its sales.,0.7792028667,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00688646,False
,"Stuck as stuck, Luke would say.","Stuck as stuck, Luke would say.",0.7756527696,,,,torontofantasy.6.371719,torontofantasy.4861672,False
,Then her body melted against his.,Then her body melted against his.,0.7626023452,,,,torontofantasy.6.281918,torontofantasy.3674456,False
,You asked me about the card.,You asked me about the card.,0.7507814601,,,,cornellmov.6.039410,cornellmov.0242327,False
,I wanted to tell you that.,I wanted to tell you that.,0.7421239638,,,,cocaspok2005.6.005659,cocaspok2005.0088800,False
,No other hardware or software required.,No other hardware or software required.,0.7537692809,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00651381,False
,What would the first projects be??,What would the first projects be??,0.7507997935,,,,brown.6.000593,brown.010124,False
,View these Supex items on eBay!,View these Supex items on eBay!,0.7658675007,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02975585,False
,It is all uncharted territory ahead.,It is all uncharted territory ahead.,0.7641608658,,,,cocaspok1998.6.001275,cocaspok1998.0018343,False
,But isn't that hard on Amelia?,But isn't that hard on Amelia?,0.7634893643,,,,torontofantasy.6.178288,torontofantasy.2427622,False
,Everybody has a good time tonight.,Everybody has a good time tonight.,0.7485101163,,,,cornellmov.6.032091,cornellmov.0195073,False
,TDI does not include medical care.,TDI does not include medical care.,0.7787800981,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04281260,False
,And I don't like that feeling.,And I don't like that feeling.,0.7591577136,,,,torontofantasy.6.130558,torontofantasy.1787856,False
,I don't keep a perfect house.,I don't keep a perfect house.,0.7471932251,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01041376,False
,So those things are gone forever.,So those things are gone forever.,0.7481825383,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01762362,False
,What is Senator Clinton's new strategy?,What is Senator Clinton's new strategy?,0.7752787191,,,,cocaspok2008.6.005517,cocaspok2008.0068240,False
,Lead manager CS First Boston Ltd.,Lead manager CS First Boston Ltd.,0.7853826965,,,,wsj.6.000820,wsj.150735,False
,Grupo Modelo is Mexico's largest brewer.,Grupo Modelo is Mexico's largest brewer.,0.8194743467,,,,wsj.6.001866,wsj.334769,False
,Even houses changed once a decade.,Even houses changed once a decade.,0.7446935628,,,,brown.6.000788,brown.015378,False
,It just wasn't for my family.,It just wasn't for my family.,0.7568585043,,,,wsj.6.001559,wsj.285113,False
,"You're not looking at me, Harry.","You're not looking at me, Harry.",0.7704433977,,,,cornellmov.6.001802,cornellmov.0009847,False
,The when and how of straightening.,The when and how of straightening.,0.746511571,,,,brown.6.000852,brown.017050,False
,Serve with the baked chicken legs.,Serve with the baked chicken legs.,0.7735402086,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02586020,False
,Her name is Margaret Molly Corbin.,Her name is Margaret Molly Corbin.,0.7974823199,,,,cocaspok1996.6.005207,cocaspok1996.0065350,False
,Foreign policy in its total context.,Foreign policy in its total context.,0.7644186107,,,,brown.6.000590,brown.010065,False
,"Faith, the goddess had replied simply.","Faith, the goddess had replied simply.",0.7570074822,,,,torontofantasy.6.470350,torontofantasy.6110782,False
,This is some damn good work.,This is some damn good work.,0.7630782143,,,,cornellmov.6.030528,cornellmov.0184966,False
,Next they passed the college green.,Next they passed the college green.,0.7775580904,,,,torontomyst.6.092529,torontomyst.1235839,False
,I looked back into the light.,I looked back into the light.,0.7587644875,,,,torontomyst.6.174145,torontomyst.2213525,False
,I actually didn't see any difference.,I actually didn't see any difference.,0.7609437897,,,,cocaspok2007.6.005711,cocaspok2007.0077431,False
,"You know, that is the concern.","You know, that is the concern.",0.7451861676,,,,cocaspok1997.6.000322,cocaspok1997.0003694,False
,My biggest order was for 50kg.,My biggest order was for 50kg.,0.7627663118,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00541156,False
,Flooring HQ has very little overhead.,Flooring HQ has very little overhead.,0.7599865121,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03787304,False
,Coming here... Tran's just in there.,Coming here... Tran's just in there.,0.7655347329,,,,cornellmov.6.024480,cornellmov.0146234,False
,It was quit hectic over here.,It was quit hectic over here.,0.7575020518,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04663700,False
,Hiking at Mount Philo State Park.,Hiking at Mount Philo State Park.,0.8002455463,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01549131,False
,"Arnold drew a deep, unhappy breath..","Arnold drew a deep, unhappy breath..",0.7584467257,,,,torontofantasy.6.480356,torontofantasy.6257030,False
,He felt a smile coming on.,He felt a smile coming on.,0.7376873068,,,,torontomyst.6.159283,torontomyst.2051035,False
,What he says now is worthless.,What he says now is worthless.,0.7803570297,,,,cocaspok1993.6.005677,cocaspok1993.0070672,False
,"It's incredible, honey - the whole thing.","It's incredible, honey - the whole thing.",0.7856391536,,,,cornellmov.6.020321,cornellmov.0118868,False
,I believe it's Mickey Blue Eyes.,I believe it's Mickey Blue Eyes.,0.7931152794,,,,cornellmov.6.021453,cornellmov.0126302,False
,He also gave Peter a purpose.,He also gave Peter a purpose.,0.7575277824,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03838688,False
,"Incredibly, lawyers are right behind them.","Incredibly, lawyers are right behind them.",0.7512490659,,,,wsj.6.001337,wsj.244385,False
,It's not hard to see why.,It's not hard to see why.,0.764344192,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00919605,False
,"After watching the news, I retired.","After watching the news, I retired.",0.7660173431,,,,torontomyst.6.044821,torontomyst.631463,False
,AT&T's One Rate would match these.,AT&T's One Rate would match these.,0.7485479518,,,,wsj.6.000126,wsj.023427,False
,I completely agree with your review!,I completely agree with your review!,0.7399812278,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03207943,False
,As much as you need me.,As much as you need me.,0.7519197901,,,,torontofantasy.6.156980,torontofantasy.2136135,False
,Annabelle violently galloped away beneath him.,Annabelle violently galloped away beneath him.,0.7479424069,,,,torontoadv.6.039585,torontoadv.676542,False
,You have to eat that adrenaline.,You have to eat that adrenaline.,0.7579036363,,,,wsj.6.001619,wsj.296839,False
,"Yeah, that's actually a valid point.","Yeah, that's actually a valid point.",0.7633791635,,,,cocaspok2011.6.006731,cocaspok2011.0085636,False
,Bill Garnett is a typical example.,Bill Garnett is a typical example.,0.7594562098,,,,cocaspok1993.6.000193,cocaspok1993.0003009,False
,"Okay, I'm not mad at you.","Okay, I'm not mad at you.",0.7760740669,,,,cornellmov.6.036445,cornellmov.0222935,False
,Quevedo grabbed me by the arm.,Quevedo grabbed me by the arm.,0.7779701019,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02640108,False
,He was Canute controlling the waves.,He was Canute controlling the waves.,0.7527580364,,,,brown.6.001286,brown.025422,False
,How much is the wife offered?,How much is the wife offered?,0.7572757223,,,,cornellmov.6.001814,cornellmov.0009918,False
,New York is filled with creatures.,New York is filled with creatures.,0.7677798044,,,,cornellmov.6.020522,cornellmov.0120243,False
,They sort of lure you in.,They sort of lure you in.,0.7402686189,,,,cocaspok2010.6.002139,cocaspok2010.0027472,False
,Sunlight intensified the cold into agony.,Sunlight intensified the cold into agony.,0.7582473561,,,,torontofantasy.6.320937,torontofantasy.4211099,False
,Are you checking the price range?,Are you checking the price range?,0.7374812925,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02597848,False
,This happy bulletin convulsed Mr. Gorboduc.,This happy bulletin convulsed Mr. Gorboduc.,0.7931735903,,,,brown.6.000718,brown.013035,False
,"And yeah, he'd probably slain them.","And yeah, he'd probably slain them.",0.7665650574,,,,torontofantasy.6.272786,torontofantasy.3578145,False
,This whole week has gone sour.,This whole week has gone sour.,0.7802645784,,,,cornellmov.6.023687,cornellmov.0141105,False
,We all ate at the desk.,We all ate at the desk.,0.7761245085,,,,torontomyst.6.075443,torontomyst.1033425,False
,Fox News is reckless propaganda machine.,Fox News is reckless propaganda machine.,0.7838335057,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00335608,False
,My mom is the sharpie lady.,My mom is the sharpie lady.,0.7998684251,,,,cocaspok2011.6.012364,cocaspok2011.0157482,False
,We ran for about two months.,We ran for about two months.,0.7505302511,,,,cocaspok1998.6.004126,cocaspok1998.0055248,False
,There was nothing human in it.,There was nothing human in it.,0.7563198269,,,,torontofantasy.6.196248,torontofantasy.2665215,False
,Wariness clouded her lovely dark eyes.,Wariness clouded her lovely dark eyes.,0.7703874801,,,,torontofantasy.6.261704,torontofantasy.3464047,False
,I think he's adjusting to it.,I think he's adjusting to it.,0.7545458877,,,,cocaspok2009.6.004387,cocaspok2009.0053741,False
,Not exactly ashamed of what happened.,Not exactly ashamed of what happened.,0.7424313655,,,,cocaspok2002.6.003005,cocaspok2002.0050344,False
,"That was delicious, by the way.","That was delicious, by the way.",0.7501631423,,,,cocaspok2007.6.010006,cocaspok2007.0126449,False
,"Well, I think that's absolutely correct.","Well, I think that's absolutely correct.",0.7488868151,,,,cocaspok2005.6.001116,cocaspok2005.0020601,False
,It was all about the curation.,It was all about the curation.,0.7617015823,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03325383,False
,"And, I remember breaking your nose.","And, I remember breaking your nose.",0.7556918249,,,,cornellmov.6.036801,cornellmov.0225234,False
,Cramer had been seen in Pakistan.,Cramer had been seen in Pakistan.,0.769161254,,,,torontoadv.6.005861,torontoadv.100490,False
,"Tagged with Love Wins, Rob Bell.","Tagged with Love Wins, Rob Bell.",0.7982928117,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00714227,False
,The King was sending a message.,The King was sending a message.,0.7446782528,,,,torontofantasy.6.042127,torontofantasy.616465,False
,But NCR showed healthy gains elsewhere.,But NCR showed healthy gains elsewhere.,0.7689496552,,,,wsj.6.001770,wsj.319784,False
,He's going to send more later.,He's going to send more later.,0.7582458866,,,,cocaspok2011.6.007530,cocaspok2011.0095739,False
,Wednesday's theme was to be prepared.,Wednesday's theme was to be prepared.,0.7230081243,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00010047,False
,Time to switch to custom designed.,Time to switch to custom designed.,0.7342563345,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03459286,False
,That was never a good thing.,That was never a good thing.,0.7451807206,,,,torontofantasy.6.341148,torontofantasy.4493381,False
,I don't have time for shame.,I don't have time for shame.,0.7578109774,,,,torontofantasy.6.071292,torontofantasy.1054095,False
,It meant the world to me.,It meant the world to me.,0.7448549188,,,,cornellmov.6.021118,cornellmov.0124184,False
,And Angie would hear about it.,And Angie would hear about it.,0.7626290338,,,,brown.6.000962,brown.019515,False
,The download expounding the mathematical seed.,The download Expounding the Mathematical Seed.,0.7672320368,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00145059,True
,One more chance to name names.,One more chance to name names.,0.7450858016,,,,cocaspok1997.6.005072,cocaspok1997.0061304,False
,"It's great to see you, Sean.","It's great to see you, Sean.",0.7645881697,,,,cocaspok2009.6.011572,cocaspok2009.0150459,False
,Helen -- the killer directly contacted you.,Helen -- the killer directly contacted you.,0.7651152232,,,,cornellmov.6.029237,cornellmov.0176969,False
,Her eyes were wide and innocent.,Her eyes were wide and innocent.,0.7533420425,,,,torontofantasy.6.412940,torontofantasy.5412329,False
,And we slam into the toilet.,And we slam into the toilet.,0.7710135988,,,,torontofantasy.6.175705,torontofantasy.2379464,False
,Did his call start a fight?,Did his call start a fight?,0.7570733106,,,,torontomyst.6.145357,torontomyst.1877513,False
,"In general, I'm a grammar liberal.","In general, I'm a grammar liberal.",0.7827887363,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03342019,False
,"You are truly gifted, lucky you.","You are truly gifted, lucky you.",0.7357640905,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04565113,False
,Who says I'm talking about you?,Who says I'm talking about you?,0.7714308627,,,,torontofantasy.6.195507,torontofantasy.2655115,False
,So you have collected some data.,So you have collected some data.,0.742263988,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02467606,False
,"Paul, how the hell are ya?","Paul, how the hell are ya'?",0.791659402,,,,cornellmov.6.010185,cornellmov.0058093,True
,Introducing the new 2016 Ducati Motorcycles.,Introducing the new 2016 Ducati Motorcycles.,0.8093940606,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04037954,False
,It is best in MPEG4 format.,It is best in MPEG4 format.,0.7788847653,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02972127,False
,Jason was unsure what to say.,Jason was unsure what to say.,0.76416909,,,,torontofantasy.6.329133,torontofantasy.4298630,False
,It's a Kim Professional Powder Brush.,It's a Kim Professional Powder Brush.,0.7745157807,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02051217,False
,Instant cashouts and buyers club deals.,Instant cashouts and buyers club deals.,0.7709369957,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00911998,False
,I used a slater 16 mold.,I used a slater 16 mold.,0.7892708833,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04758538,False
,You haven't run into any today.,You haven't run into any today.,0.751514909,,,,cocaspok1997.6.003675,cocaspok1997.0043848,False
,A woman who wore a sword.,A woman who wore a sword.,0.7635661401,,,,torontofantasy.6.323118,torontofantasy.4232973,False
,"Anyway, something else was going on.","Anyway, something else was going on.",0.7486623173,,,,torontomyst.6.145726,torontomyst.1881520,False
,"Well, we met in the elevator.","Well, we met in the elevator.",0.770725004,,,,cocaspok1993.6.000266,cocaspok1993.0004272,False
,This feather duster is top quality.,This feather duster is top quality.,0.7815244237,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04453045,False
,"This one has a name, too.","This one has a name, too.",0.7577656387,,,,cocaspok1995.6.002927,cocaspok1995.038603,False
,"Seven digits poorer, goes without saying.","Seven digits poorer, goes without saying.",0.7635075455,,,,cornellmov.6.032551,cornellmov.0197791,False
,Sometimes that helped ease his guilt.,Sometimes that helped ease his guilt.,0.7350378356,,,,torontofantasy.6.271578,torontofantasy.3565977,False
,"Yes, we're on land right now.","Yes, we're on land right now.",0.7782226792,,,,cocaspok2011.6.004605,cocaspok2011.0058880,False
,There weren't really any orders given.,There weren't really any orders given.,0.7372578888,,,,torontofantasy.6.410646,torontofantasy.5378840,False
,The game automatically accelerates your car.,The game automatically accelerates your car.,0.7470079861,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01481279,False
,How did you find this tutorial?,How did you find this tutorial?,0.7659282782,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02431600,False
,I have the same question too.,I have the same question too.,0.7554216019,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01609121,False
,It would have lasted longer too.,It would have lasted longer too.,0.7453075631,,,,torontofantasy.6.339407,torontofantasy.4472286,False
,You could've heard a pin drop.,You could've heard a pin drop.,0.756754581,,,,cocaspok2003.6.007118,cocaspok2003.0106620,False
,He wasn't just running the board.,He wasn't just running the board.,0.7513319899,,,,cocaspok2004.6.000585,cocaspok2004.0008857,False
,The target is to alleviate poverty.,The target is to alleviate poverty.,0.7469319823,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02806778,False
,I have a million blonde dolls.,I have a million blonde dolls.,0.7918974842,,,,cocaspok2011.6.002266,cocaspok2011.0028849,False
,Millipore couldn't be reached for comment.,Millipore couldn't be reached for comment.,0.7635075814,,,,wsj.6.002951,wsj.533572,False
,It's a brutal and torturous death.,It's a brutal and torturous death.,0.7660895212,,,,torontofantasy.6.359678,torontofantasy.4717797,False
,Another great tutorial from Mr. Kherzri.,Another great tutorial from Mr. Kherzri.,0.7863528594,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04854838,False
,Simpson after this case is finished.,Simpson after this case is finished.,0.7665186456,,,,cocaspok1996.6.002755,cocaspok1996.0035240,False
,I love you and praise you.,I love you and praise you.,0.7456330594,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03254967,False
,No one had much to say.,No one had much to say.,0.7515138636,,,,brown.6.000103,brown.001260,False
,A little more information about me.,A little more information about me.,0.7473803896,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01076540,False
,Can we keep it or what?,Can we keep it or what?,0.7453388598,,,,cornellmov.6.021134,cornellmov.0124259,False
,"So, he was nuts, after all.","So, he was nuts, after all.",0.7567096802,,,,torontomyst.6.037826,torontomyst.538521,False
,Fifteen years ago under Sergeant West.,Fifteen years ago under Sergeant West.,0.7891007057,,,,cornellmov.6.016726,cornellmov.0096213,False
,Blood factors could be a factor.,Blood factors could be a factor.,0.7396532954,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02883893,False
,"Ted, I strongly disagree with that.","Ted, I strongly disagree with that.",0.7436811322,,,,cocaspok1994.6.008280,cocaspok1994.0116587,False
,Charles said trying to justify it.,Charles said trying to justify it.,0.7386463764,,,,torontoadv.6.043691,torontoadv.745022,False
,The current owner wishes to retire.,The current owner wishes to retire.,0.7485936502,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02198272,False
,I'll take him to the guardhouse.,I'll take him to the guardhouse.,0.7696895938,,,,torontofantasy.6.484268,torontofantasy.6313824,False
,Keep those nuisance numbers coming in.,Keep those nuisance numbers coming in.,0.7480986535,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04408669,False
,They knew they were not alone.,They knew they were not alone.,0.7435009015,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00803794,False
,Maybe I feel like a teenager.,Maybe I feel like a teenager.,0.7654682588,,,,cornellmov.6.014150,cornellmov.0080533,False
,The planning came natural to Pruett.,The planning came natural to Pruett.,0.7650736073,,,,torontomyst.6.013909,torontomyst.201873,False
,Registrar Kristen Schwind nominated with second.,Registrar - Kristen Schwind nominated w 2nd.,0.8168931513,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03608980,True
,The wind tossing the branches died.,The wind tossing the branches died.,0.7583403126,,,,torontofantasy.6.155753,torontofantasy.2120487,False
,And why didn't you come tonight?,And why didn't you come tonight?,0.7754010137,,,,cornellmov.6.032130,cornellmov.0195355,False
,It is something that fulfills me.,It is something that fulfills me.,0.74901677,,,,torontofantasy.6.014467,torontofantasy.210940,False
