reject,sentence,sentence_original,mean_mem,low_mem_words,mid_mem_words,high_mem_words,index,original_index,has_edit
,"For instance, Philadelphia roll right here.","For instance, Philadelphia roll right here.",0.7819503225,instance,,philadelphia,cocaspok2000.6.005825,cocaspok2000.0095477,False
,Double glazing London in Estrela Lisboa.,Double glazing london in estrela lisboa.,0.8248678782,,,london,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01647518,True
,"Transok is based in Tulsa, Okla.","Transok is based in Tulsa, Okla.",0.7897627651,,,tulsa,wsj.6.000930,wsj.171113,False
,Seeking a nanny in Manhattan NY?,Seeking a Nanny in Manhattan NY?,0.8020684599,,,manhattan,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03974638,True
,There's onion soup and canned asparagus.,There's onion soup and canned asparagus .,0.8184206972,,soup,asparagus,cornellmov.6.026589,cornellmov.0159869,True
,Still seeing that sexy French gal?,Still seeing that sexy French gal?,0.788578412,still,,sexy,cornellmov.6.040506,cornellmov.0249673,False
,La Dordogne River near Cadouin - France.,La Dordogne River near Cadouin - France.,0.8272719637,,,france,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02148942,False
,"I am a nice guy, Daniel.","I am a nice guy, Daniel.",0.7821185169,,daniel,guy,cornellmov.6.029043,cornellmov.0175607,False
,He looked at Sage and Nora.,He looked at Sage and Nora.,0.7821802199,,,sage,torontomyst.6.049925,torontomyst.700486,False
,"As Lieutenant Spock would say, fascinating.","As Lieutenant Spock would say, fascinating.",0.7926633228,fascinating,,lieutenant,torontomyst.6.006083,torontomyst.83812,False
,But this bastard son of his...,But this bastard son of his...,0.7808256262,,,son,torontofantasy.6.466864,torontofantasy.6067965,False
,A scream spilled from Kylie's lips.,A scream spilled from Kylie's lips.,0.785296429,,,lips,torontofantasy.6.390295,torontofantasy.5112037,False
,Amish Made Mini carts and supplies!,Amish Made Mini carts and supplies!,0.7961942358,,,amish,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03241289,False
,"This is Herr Mozart, my dear.","This is Herr Mozart, my dear.",0.8077306287,,,dear,cornellmov.6.016093,cornellmov.0092161,False
,Yen late Friday in New York.,yen late Friday in New York.,0.809077886,late,,yen,wsj.6.000686,wsj.126508,True
,Found a great cute dog video?,Found a great cute dog video?,0.7907293232,,,cute,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04516832,False
,"Golden Gate in San Francisco, California.","Golden Gate in San Francisco, California.",0.8200175248,,,francisco,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04525130,False
,"AW: Written things, OK, like testimonials?","AW: Written things, OK, like testimonials?",0.7890057386,,,aw,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03261155,False
,They're found in Papua New Guinea.,Theyre found in Papua New Guinea.,0.8076413429,,,guinea,cocaspok2009.6.005795,cocaspok2009.0073983,True
,Her unborn son died as well.,Her unborn son died as well.,0.8033115528,,,son,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00150657,False
,Highlights from my trip to Tokyo!,Highlights from my trip to Tokyo!,0.785622194,,,tokyo,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04493115,False
,Where is Commander Jameson shooting from?,Where is Commander Jameson shooting from?,0.7918889841,,,jameson,torontofantasy.6.475163,torontofantasy.6176589,False
,Lets go to Jackie in Ohio.,Lets go to Jackie in Ohio.,0.7923096627,,,ohio,cocaspok2006.6.004940,cocaspok2006.0079563,False
,"I had really fat, chubby cheeks.","I had really fat, chubby cheeks.",0.7866408818,,,chubby,cocaspok2003.6.007670,cocaspok2003.0111685,False
,Texas to secede from the Union?,Texas to Secede from the Union?,0.7998432595,,,texas,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03286879,True
,This guy loves my back yard.,This guy loves my back yard.,0.7932197725,,,guy,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04754887,False
,HTML convert time to 0.264 sec.,HTML convert time to 0.264 sec.,0.7838295462,,,sec,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04830478,False
,"Let's go next to Tulsa, Oklahoma.","Let's go next to Tulsa, Oklahoma.",0.7893551627,,,tulsa,cocaspok1999.6.011075,cocaspok1999.0147909,False
,"Do you believe it's true, Sebastian?","Do you believe it's true, Sebastian?",0.7809959168,,,TRUE,cornellmov.6.005591,cornellmov.0031824,False
,Do men really care about lingerie?,Do men really care about lingerie?,0.7901712939,,,lingerie,cocaspok2010.6.001298,cocaspok2010.0016854,False
,Barbara Bush got rid of Sununu.,Barbara Bush got rid of Sununu.,0.7823620621,,,barbara,cocaspok1993.6.001197,cocaspok1993.0017689,False
,"Alexander Eidenier, Alvordton, Ohio, speed, 130.","Alexander Eidenier, Alvordton, Ohio, speed, 130.",0.8015883828,,,ohio,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03996174,False
,"I'm still in the chair, Lieutenant.","I'm still in the chair, Lieutenant.",0.7875185377,still,,lieutenant,cornellmov.6.005300,cornellmov.0029991,False
,"Add salt and chili powder, stirring.","Add salt and chili powder, stirring.",0.7882892878,,,chili,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04311397,False
,Scarlet wrenched her lips from his.,Scarlet wrenched her lips from his.,0.7867699709,,,lips,torontofantasy.6.272556,torontofantasy.3576110,False
,The guy sat in my office!,The guy sat in my office!,0.7894392702,,,guy,cornellmov.6.035377,cornellmov.0215873,False
,Seth wouldn't stop saying her name.,Seth wouldn't stop saying her name.,0.7813659588,,,seth,torontofantasy.6.331289,torontofantasy.4334305,False
,"You know, the green cardigan guy.","You know, the green cardigan guy.",0.7821668294,,,guy,cornellmov.6.001875,cornellmov.0010361,False
,"Allen Chernoff live from Biloxi, Mississippi.","Allen Chernoff live from Biloxi, Mississippi.",0.8305655673,,,mississippi,cocaspok2005.6.004082,cocaspok2005.0065477,False
,Blood oozes up between his lips.,Blood oozes up between his lips.,0.7856654958,,,lips,torontofantasy.6.330667,torontofantasy.4320774,False
,Jesse drew away leaving Mily behind.,Jesse drew away leaving Mily behind.,0.7812457361,,,jesse,torontofantasy.6.032457,torontofantasy.472464,False
,Lucas's thick black eyebrows knitted together.,Lucas's thick black eyebrows knitted together.,0.802057549,,,eyebrows,torontofantasy.6.345740,torontofantasy.4544753,False
,It's like that true love thing.,It's like that true love thing.,0.7840694582,,,TRUE,cocaspok1997.6.001628,cocaspok1997.0019579,False
,My son hardly knew Mrs. Gillis.,My son hardly knew Mrs. Gillis.,0.7933307161,,,son,torontomyst.6.001840,torontomyst.26768,False
,I'm a detective in Hong Kong.,I'm a detective in Hong Kong.,0.7984922475,,,kong,cornellmov.6.036304,cornellmov.0222117,False
,The chipotle chile was too subdued.,The chipotle chile was too subdued.,0.7809914262,,,chile,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02505931,False
,Okra contains a lot of oxalates.,Okra contains a lot of oxalates.,0.7845187223,,,okra,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03602573,False
,"Another son, Hugo, was Laila's grandfather.","Another son, Hugo, was Laila's grandfather.",0.7944255998,,,son,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04890155,False
,Sheila MacVicar in London this morning.,Sheila MacVicar in London this morning.,0.8000511768,,,london,cocaspok2009.6.008118,cocaspok2009.0104584,False
,But I do love Emily Dickinson.,But I do love Emily Dickinson.,0.7874947194,,,emily,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03589139,False
,"Aw, Tommy, c'mon, it ain't that.","Aw, Tommy, c'mon, it ain't that.",0.8135800003,,,aw,cornellmov.6.004548,cornellmov.0025669,False
,She's played attractively by Lynn Redgrave.,(She's played attractively by Lynn Redgrave.),0.7868488444,played,,lynn,wsj.6.002635,wsj.477725,True
,"This guy, this guy right here.","This guy, this guy right here.",0.7859224179,,,"guy,guy",,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02019769,False
,Brian Friel; edited by Peter Fallon.,Brian Friel; edited by Peter Fallon.,0.8197042395,,,brian,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02011062,False
,Stamping tink: September pencil class - flowers!,Stamping Tink: September Pencil Class - Flowers!,0.8091588913,,,september,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01636399,True
,I never called Dale an idiot.,I never called Dale an idiot.,0.7855398682,,,"dale,an",,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01777332,False
,Edward Turner is born in London.,Edward Turner is born in London.,0.8063669992,,,london,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03492484,False
,"RSVP date of Friday, May 11th!","RSVP date of Friday, May 11th!",0.7972590212,,date,rsvp,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02865270,False
,"Ross Perot, Texas billionaire, corporate gadfly.","Ross Perot, Texas billionaire, corporate gadfly.",0.8355063334,,corporate,"texas,billionaire",cocaspok1991.6.003481,cocaspok1991.0051783,False
,Stories like that of Colleen Negrin.,Stories like that of Colleen Negrin.,0.7843015604,,,colleen,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03218614,False
,"Lieutenant Saavik, you are in charge.","Lieutenant Saavik, you are in charge.",0.7804810981,,,lieutenant,cornellmov.6.024367,cornellmov.0145552,False
,Shampoo for little abundant natural hair.,Shampoo for little abundant natural hair.,0.7821962779,,hair,shampoo,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02594873,False
,My son would love this game!,My son would love this game!,0.7858055463,,,son,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03325535,False
,That's a really cute blue jay.,That's a really cute blue jay.,0.7934114253,,,cute,cocaspok1998.6.009025,cocaspok1998.0118644,False
,Whoa super long train track Olive.,Whoa super long train track Olive.,0.8039154185,,,olive,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01303923,False
,"This, beautiful, beautiful Mississippi brownie thing.","This, beautiful, beautiful Mississippi brownie thing.",0.7904549151,,,mississippi,cocaspok2000.6.007643,cocaspok2000.0120340,False
,Apparently even Madonna owns an Andraab.,Apparently even Madonna owns an Andraab.,0.786177687,,,"madonna,an",,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03558016,False
,Fourteen movie theaters under one roof.,Fourteen movie theaters under one roof.,0.7850698627,,,fourteen,cornellmov.6.016509,cornellmov.0094663,False
,Tessie's in mothballs for the winter.,Tessie's in mothballs for the winter.,0.7913630884,,,mothballs,torontofantasy.6.093837,torontofantasy.1372888,False
,"Is Bruja a Portuguese name, though?","Is Bruja a Portuguese name, though?",0.7876214227,,,portuguese,torontofantasy.6.478392,torontofantasy.6221608,False
,This guy was from the Underworld.,This guy was from the Underworld.,0.7926628636,,,guy,torontofantasy.6.455759,torontofantasy.5919900,False
,I think he's a sweet guy.,I think he's a sweet guy.,0.7799803641,,,guy,cornellmov.6.032143,cornellmov.0195412,False
,The witch licked her black lips.,The witch licked her black lips.,0.7990650476,,,lips,torontofantasy.6.306704,torontofantasy.4021107,False
,He's a guy named Tom Phillips.,He's a guy named Tom Phillips.,0.7995907043,,,guy,cocaspok1996.6.005095,cocaspok1996.0063873,False
,"Florence, Italy - for Tony Curtis - hello.","Florence, Italy - for Tony Curtis - hello.",0.8172667334,,,italy,cocaspok1991.6.002720,cocaspok1991.0042823,False
,"Tubs, cartons, soap pumps, shampoo bottles.","Tubs, cartons, soap pumps, shampoo bottles.",0.8155625707,,,shampoo,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02130905,False
,"We scared the rascal off, son.","We scared the rascal off, son.",0.781405027,,,son,cornellmov.6.035976,cornellmov.0219698,False
,"Free ads Trieste, Italy without registration.","Free ads Trieste, Italy without registration.",0.8021950699,free,,italy,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02890550,False
,Baby broccoli grows on old plants.,Baby broccoli grows on old plants.,0.8064094498,,,broccoli,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03224325,False
,Second in the Genevieve Lenard Series.,Second in the Genevieve Lenard Series.,0.7851860738,,,genevieve,torontomyst.6.036199,torontomyst.512255,False
,That is next in rap sheet.,That is next in rap sheet.,0.7864578113,,,rap,cocaspok2006.6.002803,cocaspok2006.0047824,False
,"Wow Namratha, what a cute cake.","Wow Namratha, what a cute cake.",0.8032459846,,,cute,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02072340,False
,Guy Perkins and his amazing Lemmings.,Guy Perkins and his amazing Lemmings.,0.7872398872,amazing,,guy,cornellmov.6.034813,cornellmov.0212437,False
,Seth hefted a coarse brown sack.,Seth hefted a coarse brown sack.,0.7888387029,,,seth,torontofantasy.6.320430,torontofantasy.4204869,False
,That's cuckoo; it's nuts; it's broke.,That's cuckoo; it's nuts; it's broke.,0.8072434892,,,cuckoo,cocaspok1991.6.004017,cocaspok1991.0061472,False
,I'll send Mendigo to fetch Dale.,I'll send Mendigo to fetch Dale.,0.7806474677,,,dale,torontofantasy.6.320641,torontofantasy.4207336,False
,Then place egg salad on top.,Then place egg salad on top.,0.7833075534,,,egg,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03654109,False
,My son is 16 years old.,My son is 16 years old.,0.8092302659,,,son,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02380073,False
,And we don't live in Manhattan.,And we don't live in Manhattan.,0.787405651,,,manhattan,cornellmov.6.037340,cornellmov.0228714,False
,"I'm Forrest Sawyer in Amman, Jordan.","I'm Forrest Sawyer in Amman, Jordan.",0.8111721158,,jordan,sawyer,cocaspok1990.6.006616,cocaspok1990.0117698,False
,"Dear Child: No, I do not.","Dear Child: No, I do not.",0.7799114644,,,dear,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03661546,False
,Courtesy of Philadelphia Photo Arts Center.,Courtesy of Philadelphia Photo Arts Center.,0.7899611041,,,philadelphia,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02682970,False
,"God bless Alaska, God bless America.","God bless Alaska, God bless America.",0.8030969628,,,alaska,cocaspok2009.6.006282,cocaspok2009.0079853,False
,Jesse James never yelled at folk...,Jesse James never yelled at folk...,0.7960047954,,,jesse,cornellmov.6.016274,cornellmov.0093199,False
,Watch this little forklift training video.,Watch this little forklift training video.,0.7884038812,,,forklift,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00205792,False
,Raghav Mathur At London Mela 2015.,Raghav Mathur At London Mela 2015.,0.829701793,,,london,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02067329,False
,We had tilapia and broccoli tonight!,We had tilapia and broccoli tonight!,0.7826591946,,,broccoli,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03804440,False
,Ari was alone with the Lieutenant.,Ari was alone with the Lieutenant.,0.7858665311,,,lieutenant,torontofantasy.6.145869,torontofantasy.1980785,False
,"Goddammit, where are you from, Mars?","Goddammit, where are you from, Mars?",0.8045714324,,,mars,cornellmov.6.007605,cornellmov.0043407,False
,Pouring Barbra Streisand tea in London.,Pouring Barbra Streisand tea in London.,0.8141645983,,,london,cocaspok2009.6.008215,cocaspok2009.0105856,False
,"And from Quitman, Texas, ""It's funny.""","And from Quitman, Texas, "" It's funny.",0.8140840958,,,texas,cocaspok2003.6.003304,cocaspok2003.0056512,True
,"Johnson, Fats Waller and Duke Ellington.","Johnson, Fats Waller and Duke Ellington.",0.8146370329,,,fats,cocaspok2001.6.005886,cocaspok2001.0091779,False
,But Jasmine and Sheridan didn't smoke.,But Jasmine and Sheridan didn't smoke.,0.7929264869,,,jasmine,torontomyst.6.149679,torontomyst.1927524,False
,"By Mallory Craig, Director of Clock.","By Mallory Craig, Director of Clock.",0.7800679769,,,mallory,torontomyst.6.105391,torontomyst.1395587,False
,Free worksheets visual art vocabulary worksheets.,Free worksheets visual art vocabulary worksheets.,0.7885408678,free,,vocabulary,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00062809,False
,"Treurs and Verhoefs say goodbye, California!","Treurs and Verhoefs Say Goodbye, California!",0.804986177,,,goodbye,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04904460,True
,NAS: and Christ Jesus our Savior.,NAS: and Christ Jesus our Savior.,0.7957358927,,,christ,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02195607,False
,The Alumni Fund Report in September.,The Alumni Fund Report in September.,0.8032259468,,,september,brown.6.000600,brown.010416,False
,"Written by Alaska Expert, Judy Appel.","Written by Alaska Expert, Judy Appel.",0.7995529861,,,alaska,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04916824,False
,May 4th: Left Folkestone for France.,May 4th: Left Folkestone for France.,0.8001604479,,left,france,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01520829,False
,"Redheaded guy from the house, Tadeo?","Redheaded guy from the house, Tadeo?",0.8095181746,,,guy,torontomyst.6.175252,torontomyst.2228018,False
,Lizzy sat next to her son..,Lizzy sat next to her son..,0.7914717368,,,son,torontofantasy.6.429451,torontofantasy.5664692,False
,"Grand draw on September 4th, 2019.","Grand draw on September 4th, 2019.",0.8092805842,,,september,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02170441,False
,Cape wind white brand logo font?,Cape Wind White Brand Logo Font?,0.7860266407,,,font,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03227643,True
,"Ah, good evening, my dear Duroc.","Ah, good evening, my dear Duroc.",0.7994496357,,,dear,cornellmov.6.022146,cornellmov.0130870,False
,"That's why you're in trouble, guy.","That's why you're in trouble, guy.",0.7833894427,,,guy,torontoadv.6.050160,torontoadv.847775,False
,Let's go to Jessica in Denver.,Let's go to Jessica in Denver.,0.7964900034,,,denver,cocaspok2007.6.005194,cocaspok2007.0070008,False
,"Breaking news tonight, live, Philadelphia suburbs.","Breaking news tonight, live, Philadelphia suburbs.",0.7915558583,,,philadelphia,cocaspok2011.6.001812,cocaspok2011.0022168,False
,"We're not in the showroom, Dear.","We're not in the showroom, Dear.",0.7835698799,,,dear,cornellmov.6.001333,cornellmov.0007361,False
,Barbara was bleeding and in pain.,Barbara was bleeding and in pain.,0.7801885528,,,barbara,cocaspok1999.6.005001,cocaspok1999.0068036,False
,Naomi laughed and hugged her dog.,Naomi laughed and hugged her dog.,0.7825828957,,,naomi,torontofantasy.6.192438,torontofantasy.2612352,False
,Bourbon Street ain't ever this dark.,Bourbon Street ain't ever this dark.,0.7808627277,,,bourbon,torontofantasy.6.231150,torontofantasy.3085023,False
,Probably the last true Southern socialite.,Probably the last true Southern socialite.,0.7801598713,last,,TRUE,torontofantasy.6.342014,torontofantasy.4503578,False
,"Oh, yeah... yeah... it's a hellhole.","Oh, yeah... yeah... it's a hellhole.",0.8230921862,,,hellhole,cornellmov.6.003738,cornellmov.0020992,False
,It's a love song about Peru.,It's a love song about Peru.,0.7949824072,,,peru,cocaspok1996.6.004526,cocaspok1996.0055989,False
,Is this guy an illegal alien?,Is this guy an illegal alien?,0.781244647,,,"guy,an",,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03984040,False
,Don't you love my sexy body?!,Don't you love my sexy body?!,0.7882943579,,,sexy,cornellmov.6.006488,cornellmov.0037126,False
,This is like Edgar Allen Poe.,This is like Edgar Allen Poe.,0.8014858111,,,poe,wsj.6.000649,wsj.121006,False
,San Diego Hysterical Society home page.,San Diego Hysterical Society home page.,0.7982866378,,,diego,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02983551,False
,"Olive oil, kids love olive oil.","Olive oil, kids love olive oil.",0.8157963301,,,"olive,olive",cocaspok2008.6.001191,cocaspok2008.0015696,False
,The drug made Alcander's lips tingle.,The drug made Alcander's lips tingle.,0.7830278178,,,lips,torontofantasy.6.019396,torontofantasy.283023,False
,Jesse Dittley kicked in the door.,Jesse Dittley kicked in the door.,0.7868350131,,,jesse,torontofantasy.6.369831,torontofantasy.4838344,False
,"Registration closes Friday 17th June, 2016.",Registration closes Friday 17th June. 2016.,0.8297699789,,,june,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01638126,True
,Oliver married a woman from Texas.,Oliver married a woman from Texas.,0.8061291094,,oliver,texas,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02628932,False
,Jesse Fisher is a master craftsman.,Jesse Fisher is a master craftsman.,0.7873758487,,,jesse,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03030550,False
,I didn't care about AIDS anywhere.,I didn't care about AIDS anywhere.,0.7905884496,,,aids,cocaspok2007.6.011111,cocaspok2007.0139089,False
,Let's say you're traveling to Tokyo.,Let's say you're traveling to Tokyo.,0.7815970573,,,tokyo,cocaspok2003.6.004815,cocaspok2003.0076989,False
,Kendra saw no sign of Seth.,Kendra saw no sign of Seth.,0.7830246919,sign,,seth,torontofantasy.6.321449,torontofantasy.4216347,False
,"Original Air Date: September 20, 2008.","Original Air Date: September 20, 2008.",0.8370365567,,date,september,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04112921,False
,And some hotshot SAC from Nevada.,And some hotshot SAC from Nevada.,0.8057408681,,hotshot,nevada,torontomyst.6.091979,torontomyst.1231082,False
,Depot block renovation legs silver butcher.,Depot block renovation legs silver butcher.,0.7899026794,,,depot,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00701260,False
,"Wife of Edward, the king's son?","Wife of Edward, the king's son?",0.7868562799,,,son,cornellmov.6.001030,cornellmov.0005675,False
,Want more farm fresh egg recipes?,Want more farm fresh egg recipes?,0.7853114705,,,egg,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02740321,False
,Start booking Simian Mobile Disco now!,Start booking Simian Mobile Disco now!,0.7917187239,,,disco,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00819095,False
,A real Hong Kong night club.,A real Hong Kong night club.,0.795030345,real,,kong,cornellmov.6.036319,cornellmov.0222215,False
,"Durr is based near Stuttgart, Germany.","Durr is based near Stuttgart, Germany.",0.8024913968,,,germany,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00845289,False
,I'm sorry Naomi couldn't make it.,I'm sorry Naomi couldn't make it.,0.7836253279,,,naomi,cornellmov.6.017843,cornellmov.0103312,False
,"At the ""Guardian"" newspaper in London.","At the "" Guardian "" newspaper in London.",0.792271001,,,london,cocaspok2006.6.008912,cocaspok2006.0136636,True
,"Lets build a chili dog, Harry.","Lets build a chili dog, Harry.",0.7849585091,,,chili,cocaspok2010.6.004404,cocaspok2010.0056626,False
,"I mean, I live in Texas.","I mean, I live in Texas.",0.7904568687,,,texas,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02431119,False
,He's a San Francisco private eye.,He's a San Francisco private eye.,0.7918268405,,,francisco,cornellmov.6.035586,cornellmov.0217101,False
,Alaska banned wolf hunting by airplanes.,Alaska banned wolf hunting by airplanes.,0.7962211786,,,alaska,wsj.6.000593,wsj.109203,False
,White Irishmen didn't court Portuguese women.,White Irishmen didn't court Portuguese women.,0.8084974014,,,portuguese,torontofantasy.6.228268,torontofantasy.3047621,False
,"Ah, everybody screws up some, Brian.","Ah, everybody screws up some, Brian.",0.7805894479,,,brian,cornellmov.6.016547,cornellmov.0094874,False
,I think I know my son.,I think I know my son.,0.7818392686,,,son,cornellmov.6.004622,cornellmov.0026045,False
,Abby stiffened at his sharp tone.,Abby stiffened at his sharp tone.,0.7807371412,sharp,,abby,torontofantasy.6.304279,torontofantasy.3984688,False
,The Challenge starts on June 6th!,The Challenge starts on June 6th!,0.7821831607,,,june,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00586998,False
,"Such cruel, cruel words, Andrus dear.","Such cruel, cruel words, Andrus dear.",0.7796737763,such,,dear,torontofantasy.6.282039,torontofantasy.3675634,False
,That's cellular telenetworking in a nutshell.,That's cellular telenetworking in a nutshell.,0.7914599026,,,cellular,wsj.6.000845,wsj.154597,False
,"Barbara Church, and a silver mine.","Barbara Church, and a silver mine.",0.7808804451,,church,barbara,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00736747,False
,I only trust Marie France Bodyline.,I only trust Marie France Bodyline.,0.7906502718,,,france,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00795381,False
,"TS: Yes, I think that's true.","TS: Yes, I think that's true.",0.7910715819,,,TRUE,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00767323,False
,"New Europe, new NATO, new Russia.","New Europe, new NATO, new Russia.",0.81712758,,,nato,cocaspok1994.6.008207,cocaspok1994.0115427,False
,"Boy, sweetie, this is weird, okay.","Boy, sweetie, this is weird, okay.",0.7995204833,,,sweetie,cornellmov.6.006121,cornellmov.0034751,False
,Kaku Highballs are only 300 yen!,Kaku Highballs are only 300 yen!,0.7933411636,,,yen,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00312612,False
,They got great chili in here.,They got great chili in here.,0.7822694916,,,chili,torontoadv.6.059626,torontoadv.990258,False
,"Don't go reading my lips, man.","Don't go reading my lips, man.",0.7841210548,,,lips,cornellmov.6.021793,cornellmov.0128453,False
,Today I was a lima bean.,Today I was a lima bean.,0.7815702543,,,lima,cocaspok2003.6.001616,cocaspok2003.0030169,False
,"Seth looked around, then at Kele.","Seth looked around, then at Kele.",0.7962117416,,,seth,torontomyst.6.051037,torontomyst.716208,False
,Sage yelled from the other side.,Sage yelled from the other side.,0.7866507086,,,sage,torontofantasy.6.114006,torontofantasy.1630592,False
,Beat in egg and vanilla extract.,Beat in egg and vanilla extract.,0.7964552571,,,egg,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02558893,False
,"I'll say goodbye to you, Tita.","I'll say goodbye to you, Tita.",0.7949077273,,,goodbye,cornellmov.6.009308,cornellmov.0053288,False
,Recommended: Dogs on a Pretzel Bun.,Recommended: Dogs on a Pretzel Bun.,0.7911926875,,,pretzel,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02133990,False
,The man who owns the enchilada.,The man who owns the enchilada.,0.7892356802,,,enchilada,torontofantasy.6.217992,torontofantasy.2933742,False
,"Why did Guy beat you, Jack?","Why did Guy beat you, Jack?",0.7889759008,,,guy,cornellmov.6.002753,cornellmov.0015596,False
,"Christ Ministry Center, 3295 Meade Ave.","Christ Ministry Center, 3295 Meade Ave.",0.8073535623,,,christ,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01480646,False
