reject,sentence,sentence_original,mean_mem,low_mem_words,mid_mem_words,high_mem_words,index,original_index,has_edit
,The doctor looked pale and exhausted.,The doctor looked pale and exhausted.,0.7636887337,,pale,,torontomyst.6.077218,torontomyst.1055680,False
,I'm feeling a little left out.,I'm feeling a little left out.,0.7565969219,,left,,cornellmov.6.016259,cornellmov.0093134,False
,It left her off the hook.,It left her off the hook.,0.7625295935,,left,,torontomyst.6.069378,torontomyst.958701,False
,Like yesterday I missed a day.,Like yesterday I missed a day.,0.7634784609,,yesterday,,cocaspok2011.6.005926,cocaspok2011.0074491,False
,You never know with the Republic.,You never know with the Republic.,0.7585523681,,republic,,torontofantasy.6.474855,torontofantasy.6172965,False
,"You know, David's paranoid, you know.","You know,"" David's paranoid, you know.",0.7601898516,,paranoid,,cocaspok2004.6.007630,cocaspok2004.0114384,True
,How can the sphere do that?,How can the sphere do that?,0.7652570059,,sphere,,cornellmov.6.013563,cornellmov.0076959,False
,Put your face in the mirror.,Put your face in the mirror.,0.7628638147,,put,,cornellmov.6.031355,cornellmov.0190338,False
,Your mail's on the kitchen table.,Your mail's on the kitchen table.,0.7586478528,,kitchen,,cornellmov.6.027403,cornellmov.0165162,False
,Make mealtime magical for your pup!,Make mealtime magical for your pup!,0.7631878963,,magical,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00627774,False
,A heavy sigh escaped the woman.,A heavy sigh escaped the woman.,0.7599361007,heavy,sigh,,torontomyst.6.128649,torontomyst.1679411,False
,Maybe there is a third killer.,Maybe there is a third killer.,0.7645686731,,third,,cornellmov.6.036679,cornellmov.0224519,False
,A sudden sweetness in the air.,A sudden sweetness in the air.,0.758681325,,sweetness,,torontomyst.6.141434,torontomyst.1833342,False
,Burnett continued staring right at her.,Burnett continued staring right at her.,0.7649272818,,staring,,torontofantasy.6.390079,torontofantasy.5109573,False
,"He declined to comment yesterday, however.","He declined to comment yesterday, however.",0.7600529762,,yesterday,,wsj.6.000468,wsj.086469,False
,That's a lot of plastic straws.,That's a lot of plastic straws.,0.7614697911,,plastic,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01845781,False
,"Not shot, strangled or stabbed, either.","Not shot, strangled or stabbed, either.",0.7603037041,,stabbed,,cornellmov.6.038799,cornellmov.0238172,False
,Marketing and Sales should work together.,Marketing and Sales should work together.,0.7593073533,,marketing,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03650305,False
,Thomas couldn't make out anything beyond.,Thomas couldn't make out anything beyond.,0.7587528507,,thomas,,torontofantasy.6.075369,torontofantasy.1113789,False
,"It's not a good idea, Hallie.","It's not a good idea, Hallie.",0.7649190706,,idea,,cornellmov.6.012872,cornellmov.0073322,False
,They make a fabulous summertime meal.,They make a fabulous summertime meal.,0.7586456046,,fabulous,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02185619,False
,But the cavern was still filling.,But the cavern was still filling.,0.7564878205,still,cavern,,torontofantasy.6.009543,torontofantasy.140196,False
,"Materializing, it seems, from thin air.","Materializing, it seems, from thin air.",0.7644256988,,thin,,torontofantasy.6.151546,torontofantasy.2063005,False
,Please stop giving me gray hair.,Please stop giving me gray hair.,0.7583817232,,hair,,torontofantasy.6.355359,torontofantasy.4665413,False
,"Finally, they reached the large kitchen.","Finally, they reached the large kitchen.",0.756904554,,kitchen,,torontofantasy.6.451818,torontofantasy.5865123,False
,Bayliss is not keen on seafood.,Bayliss is not keen on seafood.,0.7581092442,,seafood,,cornellmov.6.032265,cornellmov.0196153,False
,Karin's pale eyes met mine briefly.,Karin's pale eyes met mine briefly.,0.7587704734,,pale,,torontofantasy.6.249196,torontofantasy.3305292,False
,We are talking with Randy Olson.,We are talking with Randy Olson.,0.7615593133,,randy,,cocaspok2009.6.009823,cocaspok2009.0127453,False
,The clock for the third time.,The Clock for the third time.,0.7587627904,,third,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01248234,True
,I think it's a wonderful idea.,I think it's a wonderful idea.,0.7590109182,,idea,,torontofantasy.6.343292,torontofantasy.4518114,False
,If garbled revelation's all they've got.,If garbled revelation's all they've got.,0.7577291358,,garbled,,torontofantasy.6.027324,torontofantasy.398094,False
,Their fused third leg was removed.,Their fused third leg was removed.,0.7569528918,,third,,cocaspok2008.6.000443,cocaspok2008.0005517,False
,Can fashion save the world's forests?,Can fashion save the world's forests?,0.7585299078,,forests,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03013092,False
,Jade pushed up onto her knees.,Jade pushed up onto her knees.,0.7633133602,,jade,,torontofantasy.6.435040,torontofantasy.5729119,False
,This promise completed poor Kit's consolation.,This promise completed poor Kit's consolation.,0.7563409683,,poor,,torontoadv.6.010251,torontoadv.175536,False
,"It really was Shaw, I realized.","It really was Shaw, I realized.",0.7605986591,,shaw,,torontoadv.6.008688,torontoadv.143927,False
,Absolutely no plastic touches your liquid.,Absolutely NO plastic touches your liquid.,0.7590590709,,plastic,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04050067,True
,How do you respond to purple?,How do YOU respond to PURPLE?,0.759986859,,purple,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00496602,True
,And I had the afternoons free.,And I had the afternoons free.,0.7599417683,free,afternoons,,torontofantasy.6.116327,torontofantasy.1652513,False
,I'm going to eat and relax.,I'm going to eat and relax.,0.7645337259,,relax,,cocaspok2007.6.010638,cocaspok2007.0133006,False
,"Lena was staring at me, concerned.","Lena was staring at me, concerned.",0.7613603107,concerned,staring,,torontofantasy.6.099690,torontofantasy.1446799,False
,What's -- he was put into custody.,What's -- he was put into custody.,0.7594548443,,put,,cocaspok2007.6.004865,cocaspok2007.0064859,False
,Victor looked relieved at my words.,Victor looked relieved at my words.,0.764865624,,victor,,torontoadv.6.008583,torontoadv.142456,False
,Let's put this in some context.,Let's put this in some context.,0.7613701367,,put,,cocaspok2008.6.000985,cocaspok2008.0012579,False
,Why code review is so important?,Why code review is so important?,0.7624017457,,important,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02507364,False
,"You know what it is, Mark?","You know what it is, Mark?",0.7595173512,,mark,,cocaspok1998.6.002863,cocaspok1998.0038956,False
,They mark the river's navigable channel.,They mark the river's navigable channel.,0.7566720707,,mark,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02143263,False
,"Take her sweetness, take her innocence.","Take her sweetness, take her innocence.",0.7649705215,,sweetness,,torontofantasy.6.271728,torontofantasy.3567593,False
,They were also suing Ken Lay.,They were also suing Ken Lay.,0.7572495873,,ken,,cocaspok2006.6.002932,cocaspok2006.0050036,False
,Not a great first date look.,Not a great first date look.,0.7605882986,,date,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04870664,False
,Ethan was one of those lovers.,Ethan was one of those lovers.,0.7577001821,,lovers,,torontomyst.6.072535,torontomyst.1004238,False
,Box opened to take photos only.,Box opened to take photos only.,0.7603168477,,photos,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04648653,False
,"I already have a boyfriend, Nick.","I already have a boyfriend, Nick.",0.7645679136,already,nick,,cornellmov.6.011560,cornellmov.0065446,False
,Niccolo then looked toward his troops.,Niccolo then looked toward his troops.,0.759169311,,troops,,torontofantasy.6.049362,torontofantasy.719425,False
,We've only got five seconds left.,We've only got five seconds left.,0.7591504428,,left,,cocaspok2005.6.006893,cocaspok2005.0106688,False
,How much time you got left?,How much time you got left?,0.758428641,,left,,cornellmov.6.011816,cornellmov.0066994,False
,Read more about their fate here.,Read more about their fate here.,0.7574771597,,fate,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02666087,False
,"Well he just left, what's wrong?","Well he just left, what's wrong?",0.7578883873,,left,,cornellmov.6.011667,cornellmov.0066194,False
,"Put like that, it was mysterious.","Put like that, it was mysterious.",0.7567781626,,put,,torontomyst.6.101900,torontomyst.1351106,False
,We've got plenty of baking powder.,We've got plenty of baking powder.,0.7582362985,,baking,,cornellmov.6.022770,cornellmov.0135105,False
,Put the gun to my head.,Put the gun to my head.,0.7622270429,,put,,cornellmov.6.024027,cornellmov.0143283,False
,Nick glanced over to the cameras.,Nick glanced over to the cameras.,0.7638111774,,"nick,cameras",,torontofantasy.6.230906,torontofantasy.3082113,False
,"I went left, toward the sound.","I went left, toward the sound.",0.7624833248,,left,,torontomyst.6.002167,torontomyst.32685,False
,I turned and looked at Martin.,I turned and looked at Martin.,0.7640633537,,martin,,torontofantasy.6.022856,torontofantasy.336083,False
,That's why it's important to have.,That's why it's important to have.,0.7608734215,,important,,cocaspok2011.6.005371,cocaspok2011.0068375,False
,It wasn't my idea to go.,It wasn't my idea to go.,0.7568877985,,idea,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02126870,False
,He made the strangest accusation yesterday.,He made the strangest accusation yesterday.,0.7597821931,,yesterday,,cocaspok2012.6.001480,cocaspok2012.017568,False
,"But for now, enjoy the footage.","But for now, enjoy the footage.",0.7572690033,,footage,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00004300,False
,He says it's missing something important.,He says it's missing something important.,0.763980672,,important,,cocaspok2004.6.002152,cocaspok2004.0036000,False
,Today is the sixth of May.,Today is the Sixth of May.,0.760363222,,sixth,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01367544,True
,He looked so pale and swollen.,He looked so pale and swollen.,0.7622809653,,"pale,swollen",,cocaspok2009.6.002059,cocaspok2009.0023264,False
,Now here's another kind of flour.,Now here's another kind of flour.,0.7622263759,,flour,,cocaspok1998.6.002418,cocaspok1998.0034814,False
,The smile never left his face.,The smile never left his face.,0.7563492646,,left,,torontofantasy.6.364929,torontofantasy.4768246,False
,Daniel was a prophet of God.,Daniel was a prophet of God.,0.7627777151,,daniel,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02077823,False
,Put it down or I'll shoot.,Put it down or I'll shoot.,0.7629826377,,"put,down",,cornellmov.6.012032,cornellmov.0068392,False
,Enjoying the sunshine below the castle.,Enjoying the sunshine below the castle.,0.7604291349,,castle,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01796764,False
,Put the gear in your inventory.,Put the Gear in your inventory.,0.7618481422,,put,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02830435,True
,"Truly, this was a magical age.","Truly, this was a magical age.",0.7577538257,,magical,,torontofantasy.6.375177,torontofantasy.4911515,False
,Finn gave me a grim look.,Finn gave me a grim look.,0.7603639395,,finn,,torontofantasy.6.338767,torontofantasy.4457282,False
,It turns into a hard plastic.,It turns into a hard plastic.,0.7587119512,,plastic,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02442671,False
,"Shaw, can you identify this man?","Shaw, can you identify this man?",0.7616699847,,shaw,,cornellmov.6.020302,cornellmov.0118729,False
,I agree with what Mark said.,I agree with what Mark said.,0.7631465454,,mark,,cocaspok1993.6.008531,cocaspok1993.0115117,False
,Is today sponsored by a church?,Is Today sponsored by a church?,0.7653262321,,church,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04860001,True
,But now the forests have returned.,But now the forests have returned.,0.7563943401,returned,forests,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00403710,False
,I got a little dirty record.,I got a little dirty record.,0.7574776756,,dirty,,cocaspok2003.6.004456,cocaspok2003.0071122,False
,"Sure, Nick had been lovesick before.","Sure, Nick had been lovesick before.",0.7596351832,,nick,,torontofantasy.6.176075,torontofantasy.2385709,False
,They put guns in their hands.,They put guns in their hands.,0.7590405812,,put,,cocaspok1990.6.000079,cocaspok1990.0001241,False
,It left no room for negotiation.,It left no room for negotiation.,0.7578191864,,left,,torontomyst.6.033912,torontomyst.480741,False
,I breathed out a heavy sigh.,I breathed out a heavy sigh.,0.7608737724,heavy,sigh,,torontofantasy.6.438102,torontofantasy.5751769,False
,Tonight was perfect night for soup.,Tonight was perfect night for soup.,0.7642404893,,soup,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00166171,False
,"Coop said, excited with the idea.","Coop said, excited with the idea.",0.7604052827,,idea,,torontomyst.6.100805,torontomyst.1335439,False
,The man let out a sigh.,The man let out a sigh.,0.7632280204,,sigh,,torontoadv.6.060376,torontoadv.1001049,False
,Our information maybe out of date.,Our information maybe out of date.,0.7595937859,,date,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00429407,False
,But he was Joe the Plumber's.,But he was Joe the Plumber's.,0.7617823811,,joe,,cocaspok2008.6.009428,cocaspok2008.0117643,False
,I've no idea what will happen.,I've no idea what will happen.,0.7602537273,,idea,,torontofantasy.6.102137,torontofantasy.1476628,False
,Garion was startled at the idea.,Garion was startled at the idea.,0.7622422906,,idea,,torontofantasy.6.418350,torontofantasy.5494710,False
,It's not all wilderness and forests!,It's not all wilderness and forests!,0.7624508034,,forests,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02951751,False
,"Without warning, Ariana thought of Quinn.","Without warning, Ariana thought of Quinn.",0.7618945522,,quinn,,torontomyst.6.100164,torontomyst.1325816,False
,He suffered third degree leg burns.,He suffered third degree leg burns.,0.7627072893,,third,,cocaspok1990.6.000886,cocaspok1990.0014885,False
,I mean -- what would be left.,I mean -- what would be left.,0.7597923122,,left,,cornellmov.6.040904,cornellmov.0252366,False
,I squeezed the trigger twice more.,I squeezed the trigger twice more.,0.7565556409,,squeezed,,torontofantasy.6.007915,torontofantasy.113017,False
,We're finally getting over the hump.,We're finally getting over the hump.,0.7618876601,,hump,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01012795,False
,You are a happy man Oliver.,You are a happy man Oliver.,0.7567599979,,oliver,,cornellmov.6.032909,cornellmov.0200106,False
,Let's start by thinking about marketing.,Let's start by thinking about marketing.,0.7633234133,,marketing,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02415146,False
,Important electoral states were at stake.,Important electoral states were at stake.,0.7602547497,,important,,cocaspok1990.6.004522,cocaspok1990.0072118,False
,It has its own magical charm.,It has its own magical charm.,0.7607198402,,magical,,torontofantasy.6.290688,torontofantasy.3793129,False
,"Probably on their first date, right?","Probably on their first date, right?",0.7639686017,,date,,cornellmov.6.006583,cornellmov.0037669,False
,"Too many shootings, too many killings.","Too many shootings, too many killings.",0.7573798093,,killings,,cocaspok1996.6.004559,cocaspok1996.0056462,False
,Were they staring at my scars?,Were they staring at my scars?,0.7617216055,,staring,,torontoadv.6.024240,torontoadv.427867,False
,Her grip tightened on her daggers.,Her grip tightened on her daggers.,0.7594360547,,daggers,,torontofantasy.6.263482,torontofantasy.3483014,False
,"No marketing meetings, no product seminars.","No marketing meetings, no product seminars.",0.7593502368,,marketing,,cornellmov.6.016386,cornellmov.0093906,False
,He's growing more and more paranoid.,He's growing more and more paranoid.,0.7643780088,,paranoid,,torontofantasy.6.181090,torontofantasy.2461841,False
,You spoke to Gary Graham today.,You spoke to Gary Graham today.,0.76260629,spoke,gary,,cocaspok2000.6.005053,cocaspok2000.0085818,False
,His gaze went to my hair..,His gaze went to my hair..,0.7648988108,,hair,,torontofantasy.6.106215,torontofantasy.1531508,False
,He began to do that yesterday.,He began to do that yesterday.,0.7567273722,,yesterday,,cocaspok2003.6.004699,cocaspok2003.0074643,False
,He exhaled a cloud of smoke.,He exhaled a cloud of smoke.,0.7623698001,,cloud,,torontofantasy.6.023385,torontofantasy.344531,False
,Just before we left the courthouse.,Just before we left the courthouse.,0.7578289799,,left,,cocaspok2007.6.010457,cocaspok2007.0131149,False
,"Tesch, Gary singled to second base.","Tesch, Gary singled to second base.",0.764760968,,gary,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00351921,False
,They're paying a premium for liquidity.,"""They're paying a premium for liquidity.""",0.7566306522,,premium,,wsj.6.001491,wsj.273437,True
,"Tougher than plastic, it wears well.","Tougher than plastic, it wears well.",0.7597575206,,plastic,,brown.6.000636,brown.011284,False
,Everyone was looking for Michael Jordan.,Everyone was looking for Michael Jordan.,0.7637276837,everyone,jordan,,cocaspok1995.6.001310,cocaspok1995.018921,False
,Oliver asked in a worried voice.,Oliver asked in a worried voice.,0.764422107,worried,oliver,,torontofantasy.6.336553,torontofantasy.4416412,False
,"He cursed, batting the pillow aside.","He cursed, batting the pillow aside.",0.7643456199,,pillow,,torontomyst.6.169759,torontomyst.2159836,False
,"I bid you well, Ascendiate Jordan.","I bid you well, Ascendiate Jordan.",0.7584976054,,jordan,,torontofantasy.6.404303,torontofantasy.5292058,False
,But Jade was shaking her head.,But Jade was shaking her head.,0.7649328235,,jade,,torontofantasy.6.434906,torontofantasy.5728002,False
,But comedy is becoming this passion.,But comedy is becoming this passion.,0.7635147058,,passion,,cocaspok2006.6.009515,cocaspok2006.0143138,False
,Yesterday I saw people wearing shorts.,Yesterday I saw people wearing shorts.,0.7646396067,,yesterday,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00624635,False
,"Don't you put her out, Paul.","Don't you put her out, Paul.",0.7608008666,,put,,cornellmov.6.032525,cornellmov.0197622,False
,Every cloud has a blue lining!,Every cloud has a blue lining!,0.7607474078,every,cloud,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01908476,False
,"You may be the pro, Joe.","You may be the pro, Joe.",0.7629332357,,joe,,cornellmov.6.034116,cornellmov.0207912,False
,Come on -- I've got another idea.,Come on -- I've got another idea.,0.759500959,,idea,,cornellmov.6.015367,cornellmov.0087741,False
,"Even more, Eddie was a cop.","Even more, Eddie was a cop.",0.7650898741,,eddie,,torontomyst.6.114902,torontomyst.1522187,False
,Adding lemon is a great idea.,Adding lemon is a great idea.,0.7572033881,,idea,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00261831,False
,It's not simply a debt crisis.,It's not simply a debt crisis.,0.7614060559,,debt,,cocaspok2012.6.005488,cocaspok2012.067521,False
,Max's hands locked around her waist.,Max's hands locked around her waist.,0.7592518916,,waist,,torontomyst.6.167044,torontomyst.2136699,False
,Put the pan over high heat.,Put the pan over high heat.,0.7596035211,,put,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01651625,False
,So this must be the Battalion.,So this must be the Battalion.,0.7568482008,must,battalion,,torontofantasy.6.309585,torontofantasy.4066770,False
,My first time binding a pillow.,My first time binding a pillow.,0.7569629349,,pillow,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00978752,False
,They called here after you left...,They called here after you left...,0.7608392048,,left,,cornellmov.6.005076,cornellmov.0028579,False
,He kissed me again and left.,He kissed me again and left.,0.7633278709,,left,,torontomyst.6.030838,torontomyst.438857,False
,But my patience is wearing thin.,But my patience is wearing thin.,0.76358564,,thin,,torontofantasy.6.359785,torontofantasy.4718733,False
,The other curled around her waist.,The other curled around her waist.,0.7637103543,,waist,,torontofantasy.6.185435,torontofantasy.2513863,False
,Victor stops me in the hallway.,Victor stops me in the hallway.,0.7602494809,,victor,,torontomyst.6.120023,torontomyst.1584347,False
,Transfer dough to the plastic wrap.,Transfer dough to the plastic wrap.,0.7622807406,,plastic,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01546251,False
,He is talking about the economy.,He is talking about the economy.,0.7585901154,,economy,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01464590,False
,Put some booster rockets in there.,Put some booster rockets in there.,0.7642917742,,put,,cocaspok2004.6.007767,cocaspok2004.0115888,False
,I put everything in my room.,I put everything in my room.,0.7590101962,,put,,cornellmov.6.033066,cornellmov.0200885,False
,Congratulations on history's longest winning streak.,Congratulations on history's longest winning streak.,0.7591876889,,streak,,cornellmov.6.007550,cornellmov.0043033,False
,Martin was going to marry me.,Martin was going to marry me.,0.7627237621,,martin,,torontofantasy.6.445325,torontofantasy.5811903,False
,"You know, the economy is booming.","You know, the economy is booming.",0.7576959709,booming,economy,,cocaspok2000.6.007950,cocaspok2000.0126043,False
,And I think Mark is right.,And I think Mark is right.,0.7615953535,,mark,,cocaspok1992.6.007378,cocaspok1992.0099949,False
,"Barnard Thomas, manager of the hotel.","Barnard Thomas, manager of the hotel.",0.7648657965,,thomas,,cornellmov.6.012303,cornellmov.0069899,False
,I asked him at the funeral.,I asked him at the funeral.,0.7636648651,,funeral,,cornellmov.6.025729,cornellmov.0154180,False
,"He asked, recovering from his hacking.","He asked, recovering from his hacking.",0.7641630348,,hacking,,torontomyst.6.023708,torontomyst.329029,False
,"What are you, inspecting the barracks?","What are you, inspecting the barracks?",0.7572579485,,barracks,,cornellmov.6.024700,cornellmov.0147767,False
,Daniel was thankful for small mercies.,Daniel was thankful for small mercies.,0.7613998208,,daniel,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02246751,False
,This is not a tax summit.,This is not a tax summit.,0.7622421102,,summit,,cocaspok1990.6.004853,cocaspok1990.0079415,False
,"The idea came from you, actually.","The idea came from you, actually.",0.7596267625,,idea,,torontofantasy.6.283458,torontofantasy.3690062,False
,His eyes never left her face.,His eyes never left her face.,0.7620160824,,left,,torontomyst.6.167329,torontomyst.2138815,False
,Father left me with a dilemma.,Father left me with a dilemma.,0.761000649,,left,,torontomyst.6.088302,torontomyst.1185554,False
,All Russian troops must leave immediately.,All Russian troops must leave immediately.,0.7591245669,"must,leave",troops,,cocaspok2008.6.006262,cocaspok2008.0078049,False
,What a great stocking stuffer idea.,What a great stocking stuffer idea.,0.7593871623,,idea,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03193644,False
,"Well, it ain't exactly Emerald City...","Well, it ain't exactly Emerald City...",0.7639284995,,emerald,,cornellmov.6.006114,cornellmov.0034714,False
,"So, what have my cameras revealed?","So, what have my cameras revealed?",0.763701821,,cameras,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01106668,False
,So I had left too early.,So I had left too early.,0.7607246645,,left,,torontomyst.6.042408,torontomyst.600908,False
,It was covering William's mark now.,It was covering William's mark now.,0.756401477,,mark,,torontofantasy.6.468971,torontofantasy.6091389,False
,That's got to smart a bit.,That's got to smart a bit.,0.7563222124,,smart,,cornellmov.6.016833,cornellmov.0096962,False
,"He looked overdone, rather than edible.","He looked overdone, rather than edible.",0.7572508998,,edible,,torontomyst.6.085619,torontomyst.1151920,False
,In debt and needing a loan.,In Debt And Needing a Loan.,0.7589419019,,debt,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02093915,True
,Time to put the kebabs together.,Time to put the kebabs together.,0.7577970757,,put,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01613211,False
,Why put them in this position?,Why put them in this position?,0.7595951336,,put,,cornellmov.6.029995,cornellmov.0181513,False
,Your cat feels the same way!,Your cat feels the same way!,0.7606971789,,cat,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02781741,False
,We'll do the main footage later.,We'll do the main footage later.,0.7648933227,,footage,,cornellmov.6.030136,cornellmov.0182439,False
,Put a BOLO out on that.,Put a BOLO out on that.,0.7640678353,,put,,cornellmov.6.005390,cornellmov.0030601,False
,Good to hear from you Toni.,Good to hear from you Toni.,0.7611646867,,toni,,torontomyst.6.036655,torontomyst.518929,False
,You're left with only military intervention.,You're left with only military intervention.,0.7623683065,,left,,cocaspok1994.6.001773,cocaspok1994.0025128,False
,"Train smart, ride hard, have fun!","Train smart, ride hard, have fun!",0.761781375,,smart,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04703082,False
,Her voice was sleepy and low.,Her voice was sleepy and low.,0.7600681463,low,sleepy,,torontofantasy.6.400953,torontofantasy.5246344,False
,Because you have credit card debt.,Because you have credit card debt.,0.7570752079,,debt,,cocaspok2009.6.011125,cocaspok2009.0145759,False
,You kill with your left hand?,You kill with your left hand?,0.7565535444,,left,,cornellmov.6.002310,cornellmov.0013057,False
,Probably left it in your room.,Probably left it in your room.,0.7634086178,,left,,cornellmov.6.011335,cornellmov.0064246,False
,There's a mailbox that's always full.,There's a mailbox that's always full.,0.7640136207,full,mailbox,,cocaspok1991.6.000244,cocaspok1991.0003954,False
,Sure there's not a drop left?,Sure there's not a drop left?,0.7620846674,,left,,torontofantasy.6.366676,torontofantasy.4795674,False
,Someone clapped Nate on the shoulder.,Someone clapped Nate on the shoulder.,0.763044257,,nate,,torontomyst.6.126720,torontomyst.1657290,False
,My third pair of this style.,My third pair of this style.,0.7615900869,,third,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03769936,False
,I have a question for Quinn.,I have a question for Quinn.,0.758683176,,quinn,,cocaspok1993.6.003195,cocaspok1993.0043864,False
,You put together the trial lawyers.,You put together the trial lawyers.,0.7574471769,,put,,cocaspok1999.6.006355,cocaspok1999.0085275,False
,Is it all about the university?,Is it all about the university?,0.7609331782,,university,,torontoadv.6.006414,torontoadv.108871,False
,How could beneficial bacteria lower cholesterol?,How could beneficial bacteria lower cholesterol?,0.7650661605,,bacteria,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03660663,False
,It's a grateful acknowledgment of debt.,It's a grateful acknowledgment of debt.,0.7585358814,,debt,,wsj.6.002944,wsj.532572,False
,Choose bumper body kit plastic material.,Choose bumper body kit plastic material.,0.762559832,,plastic,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00403804,False
,Castle covered by a force field?,Castle covered by a force field?,0.7613789089,,castle,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02989314,False
,"Come on boys, don't be shy.","Come on boys, don't be shy.",0.7603560853,,shy,,cornellmov.6.008517,cornellmov.0048696,False
,"Stacy, somebody's trying to kill me.","Stacy, somebody's trying to kill me.",0.7610061939,,stacy,,cornellmov.6.030376,cornellmov.0184013,False
,I put myself right by Angel.,I put myself right by Angel.,0.7579454902,,put,,torontomyst.6.070666,torontomyst.974978,False
,A thin grin lined Grumer's face.,A thin grin lined Grumer's face.,0.7576701408,,thin,,torontomyst.6.088034,torontomyst.1182875,False
,Important McQ questions for bank exam.,Important McQ questions for bank exam.,0.7636942658,,important,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03155066,False
,Thomas Westover stood up and smiled.,Thomas Westover stood up and smiled.,0.7632462723,,thomas,,torontomyst.6.017309,torontomyst.246627,False
,Let me grab my hair tie.,Let me grab my hair tie.,0.7566444644,,hair,,torontofantasy.6.356284,torontofantasy.4676735,False
,Then he put the packet back.,Then he put the packet back.,0.7600062056,,put,,torontomyst.6.062819,torontomyst.874103,False
,The girl pointed to the left.,The girl pointed to the left.,0.7600435561,,left,,torontofantasy.6.218034,torontofantasy.2934182,False
,Even my teenage boys were impressed.,Even my teenage boys were impressed.,0.7646086178,,teenage,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03341503,False
,Did you read the papers yesterday?,Did you read the papers yesterday?,0.7651004334,,yesterday,,cornellmov.6.014843,cornellmov.0084606,False
