reject,sentence_edit,sentence,mean_mem,low_mem_words,mid_mem_words,high_mem_words,index,original_index
,,His ears even moved a little.,0.7569217163,,,,torontomyst.6.122290,torontomyst.1609333
,,My eyes rolled in my head.,0.7823191994,,,,torontofantasy.6.283699,torontofantasy.3692622
,,You are in a frustrating situation.,0.7400639573,,,,cornellmov.6.029672,cornellmov.0179600
,,He is really turning me off.,0.7474292086,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02888342
,,Navigation Mixte is owned by Cie.,0.7971525746,,,,wsj.6.002506,wsj.456647
,,What color were your Sprint springs?,0.7634030439,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01065568
,,"I mean, I just don't know.",0.7657498191,,,,torontofantasy.6.472082,torontofantasy.6135306
,,"Indeed, both companies insist they're not.",0.7299369573,,,,wsj.6.002568,wsj.466751
,,The making of Ciara Gan's gown.,0.7681486365,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03015755
,,It scared the shit outta me.,0.7809354292,,,,cornellmov.6.018354,cornellmov.0106452
,,I leaned back for a moment.,0.7517708734,,,,torontofantasy.6.040680,torontofantasy.586979
,,"The others were silent, watching him.",0.7314692844,,,,torontoadv.6.021971,torontoadv.389483
,,Have you told him about it?,0.7446829671,,,,cornellmov.6.035942,cornellmov.0219396
,,I got this one off ebay.,0.7658585024,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00117722
,,They were trying to eliminate discrimination.,0.7266056408,,,,wsj.6.002818,wsj.511256
,,Cook gave me a big piece.,0.7521716252,,,,torontofantasy.6.082450,torontofantasy.1218268
,,I believe it would be enough.,0.7385976011,,,,torontofantasy.6.158313,torontofantasy.2153429
,,We were slobs and we reformed.,0.7622682132,,,,cocaspok1997.6.002843,cocaspok1997.0033042
,,We all need a good laugh.,0.7419808418,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00620691
,,Or maybe we'll be best pals.,0.7667185109,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02343374
,,Does Oomie really like this show?,0.7830941359,,,,cornellmov.6.001879,cornellmov.0010374
,,I don't think this will disappoint.,0.765136024,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04206009
,,I've been really enjoying your posts!,0.7501576845,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00747387
,,Economists had forecast a slight decline.,0.7545421226,,,,wsj.6.001493,wsj.273562
,,It is a piece of shit.,0.7539493977,,,,cornellmov.6.037945,cornellmov.0232603
,,Impressively useful as you would expect.,0.7407090287,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00811652
,,Porsche's 2008 profit exceeded its sales.,0.7792028667,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00688646
,,"Stuck as stuck, Luke would say.",0.7756527696,,,,torontofantasy.6.371719,torontofantasy.4861672
,,Then her body melted against his.,0.7626023452,,,,torontofantasy.6.281918,torontofantasy.3674456
,,You asked me about the card.,0.7507814601,,,,cornellmov.6.039410,cornellmov.0242327
,,I wanted to tell you that.,0.7421239638,,,,cocaspok2005.6.005659,cocaspok2005.0088800
,,No other hardware or software required.,0.7537692809,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00651381
,,What would the first projects be??,0.7507997935,,,,brown.6.000593,brown.010124
,,View these Supex items on eBay!,0.7658675007,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02975585
,,It is all uncharted territory ahead.,0.7641608658,,,,cocaspok1998.6.001275,cocaspok1998.0018343
,,But isn't that hard on Amelia?,0.7634893643,,,,torontofantasy.6.178288,torontofantasy.2427622
,,Everybody has a good time tonight.,0.7485101163,,,,cornellmov.6.032091,cornellmov.0195073
,,TDI does not include medical care.,0.7787800981,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04281260
,,And I don't like that feeling.,0.7591577136,,,,torontofantasy.6.130558,torontofantasy.1787856
,,I don't keep a perfect house.,0.7471932251,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01041376
,,So those things are gone forever.,0.7481825383,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01762362
,,What is Senator Clinton's new strategy?,0.7752787191,,,,cocaspok2008.6.005517,cocaspok2008.0068240
,,Lead manager CS First Boston Ltd.,0.7853826965,,,,wsj.6.000820,wsj.150735
,,Grupo Modelo is Mexico's largest brewer.,0.8194743467,,,,wsj.6.001866,wsj.334769
,,Even houses changed once a decade.,0.7446935628,,,,brown.6.000788,brown.015378
,,It just wasn't for my family.,0.7568585043,,,,wsj.6.001559,wsj.285113
,,"You're not looking at me, Harry.",0.7704433977,,,,cornellmov.6.001802,cornellmov.0009847
,,The when and how of straightening.,0.746511571,,,,brown.6.000852,brown.017050
,,Serve with the baked chicken legs.,0.7735402086,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02586020
,,Her name is Margaret Molly Corbin.,0.7974823199,,,,cocaspok1996.6.005207,cocaspok1996.0065350
,,Foreign policy in its total context.,0.7644186107,,,,brown.6.000590,brown.010065
1,,The man who assassinated Robert F.,0.7889679873,,,,cocaspok2006.6.003446,cocaspok2006.0057757
,,"Faith, the goddess had replied simply.",0.7570074822,,,,torontofantasy.6.470350,torontofantasy.6110782
,,This is some damn good work.,0.7630782143,,,,cornellmov.6.030528,cornellmov.0184966
,,Next they passed the college green.,0.7775580904,,,,torontomyst.6.092529,torontomyst.1235839
,,I looked back into the light.,0.7587644875,,,,torontomyst.6.174145,torontomyst.2213525
,,I actually didn't see any difference.,0.7609437897,,,,cocaspok2007.6.005711,cocaspok2007.0077431
,,"You know, that is the concern.",0.7451861676,,,,cocaspok1997.6.000322,cocaspok1997.0003694
,,My biggest order was for 50kg.,0.7627663118,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00541156
,,Flooring HQ has very little overhead.,0.7599865121,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03787304
,,Coming here... Tran's just in there.,0.7655347329,,,,cornellmov.6.024480,cornellmov.0146234
,,It was quit hectic over here.,0.7575020518,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04663700
,,Hiking at Mount Philo State Park.,0.8002455463,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01549131
,,"Arnold drew a deep, unhappy breath..",0.7584467257,,,,torontofantasy.6.480356,torontofantasy.6257030
,,He felt a smile coming on.,0.7376873068,,,,torontomyst.6.159283,torontomyst.2051035
,,What he says now is worthless.,0.7803570297,,,,cocaspok1993.6.005677,cocaspok1993.0070672
,,"It's incredible, honey - the whole thing.",0.7856391536,,,,cornellmov.6.020321,cornellmov.0118868
,,I believe it's Mickey Blue Eyes.,0.7931152794,,,,cornellmov.6.021453,cornellmov.0126302
,,He also gave Peter a purpose.,0.7575277824,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03838688
,,"Incredibly, lawyers are right behind them.",0.7512490659,,,,wsj.6.001337,wsj.244385
,,It's not hard to see why.,0.764344192,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00919605
,,"After watching the news, I retired.",0.7660173431,,,,torontomyst.6.044821,torontomyst.631463
,,AT&T's One Rate would match these.,0.7485479518,,,,wsj.6.000126,wsj.023427
,,I completely agree with your review!,0.7399812278,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03207943
,,As much as you need me.,0.7519197901,,,,torontofantasy.6.156980,torontofantasy.2136135
,,Annabelle violently galloped away beneath him.,0.7479424069,,,,torontoadv.6.039585,torontoadv.676542
,,You have to eat that adrenaline.,0.7579036363,,,,wsj.6.001619,wsj.296839
,,"Yeah, that's actually a valid point.",0.7633791635,,,,cocaspok2011.6.006731,cocaspok2011.0085636
,,Bill Garnett is a typical example.,0.7594562098,,,,cocaspok1993.6.000193,cocaspok1993.0003009
,,"Okay, I'm not mad at you.",0.7760740669,,,,cornellmov.6.036445,cornellmov.0222935
,,Quevedo grabbed me by the arm.,0.7779701019,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02640108
,,He was Canute controlling the waves.,0.7527580364,,,,brown.6.001286,brown.025422
,,How much is the wife offered?,0.7572757223,,,,cornellmov.6.001814,cornellmov.0009918
,,New York is filled with creatures.,0.7677798044,,,,cornellmov.6.020522,cornellmov.0120243
,,They sort of lure you in.,0.7402686189,,,,cocaspok2010.6.002139,cocaspok2010.0027472
,,Sunlight intensified the cold into agony.,0.7582473561,,,,torontofantasy.6.320937,torontofantasy.4211099
,,Are you checking the price range?,0.7374812925,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02597848
,,This happy bulletin convulsed Mr. Gorboduc.,0.7931735903,,,,brown.6.000718,brown.013035
,,"And yeah, he'd probably slain them.",0.7665650574,,,,torontofantasy.6.272786,torontofantasy.3578145
,,This whole week has gone sour.,0.7802645784,,,,cornellmov.6.023687,cornellmov.0141105
,,We all ate at the desk.,0.7761245085,,,,torontomyst.6.075443,torontomyst.1033425
,,Fox News is reckless propaganda machine.,0.7838335057,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00335608
,,My mom is the sharpie lady.,0.7998684251,,,,cocaspok2011.6.012364,cocaspok2011.0157482
,,We ran for about two months.,0.7505302511,,,,cocaspok1998.6.004126,cocaspok1998.0055248
,,There was nothing human in it.,0.7563198269,,,,torontofantasy.6.196248,torontofantasy.2665215
,,Wariness clouded her lovely dark eyes.,0.7703874801,,,,torontofantasy.6.261704,torontofantasy.3464047
,,I think he's adjusting to it.,0.7545458877,,,,cocaspok2009.6.004387,cocaspok2009.0053741
,,Not exactly ashamed of what happened.,0.7424313655,,,,cocaspok2002.6.003005,cocaspok2002.0050344
,,"That was delicious, by the way.",0.7501631423,,,,cocaspok2007.6.010006,cocaspok2007.0126449
,,"Well, I think that's absolutely correct.",0.7488868151,,,,cocaspok2005.6.001116,cocaspok2005.0020601
,,It was all about the curation.,0.7617015823,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03325383
,,"And, I remember breaking your nose.",0.7556918249,,,,cornellmov.6.036801,cornellmov.0225234
,,Cramer had been seen in Pakistan.,0.769161254,,,,torontoadv.6.005861,torontoadv.100490
,,"Tagged with Love Wins, Rob Bell.",0.7982928117,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00714227
,,The King was sending a message.,0.7446782528,,,,torontofantasy.6.042127,torontofantasy.616465
,,But NCR showed healthy gains elsewhere.,0.7689496552,,,,wsj.6.001770,wsj.319784
,,He's going to send more later.,0.7582458866,,,,cocaspok2011.6.007530,cocaspok2011.0095739
,,Wednesday's theme was to be prepared.,0.7230081243,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00010047
,,Time to switch to custom designed.,0.7342563345,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03459286
,,That was never a good thing.,0.7451807206,,,,torontofantasy.6.341148,torontofantasy.4493381
,,I don't have time for shame.,0.7578109774,,,,torontofantasy.6.071292,torontofantasy.1054095
,,It meant the world to me.,0.7448549188,,,,cornellmov.6.021118,cornellmov.0124184
,,And Angie would hear about it.,0.7626290338,,,,brown.6.000962,brown.019515
,The download expounding the mathematical seed.,The download Expounding the Mathematical Seed.,0.7672320368,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00145059
,,One more chance to name names.,0.7450858016,,,,cocaspok1997.6.005072,cocaspok1997.0061304
,,"It's great to see you, Sean.",0.7645881697,,,,cocaspok2009.6.011572,cocaspok2009.0150459
,,Helen -- the killer directly contacted you.,0.7651152232,,,,cornellmov.6.029237,cornellmov.0176969
,,Her eyes were wide and innocent.,0.7533420425,,,,torontofantasy.6.412940,torontofantasy.5412329
,,And we slam into the toilet.,0.7710135988,,,,torontofantasy.6.175705,torontofantasy.2379464
,,Did his call start a fight?,0.7570733106,,,,torontomyst.6.145357,torontomyst.1877513
,,"In general, I'm a grammar liberal.",0.7827887363,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03342019
,,"You are truly gifted, lucky you.",0.7357640905,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04565113
,,Who says I'm talking about you?,0.7714308627,,,,torontofantasy.6.195507,torontofantasy.2655115
,,So you have collected some data.,0.742263988,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02467606
,"Paul, how the hell are ya?","Paul, how the hell are ya'?",0.791659402,,,,cornellmov.6.010185,cornellmov.0058093
,,Introducing the new 2016 Ducati Motorcycles.,0.8093940606,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04037954
,,It is best in MPEG4 format.,0.7788847653,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02972127
,,Jason was unsure what to say.,0.76416909,,,,torontofantasy.6.329133,torontofantasy.4298630
,,It's a Kim Professional Powder Brush.,0.7745157807,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02051217
,,Instant cashouts and buyers club deals.,0.7709369957,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00911998
,,I used a slater 16 mold.,0.7892708833,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04758538
,,You haven't run into any today.,0.751514909,,,,cocaspok1997.6.003675,cocaspok1997.0043848
,,A woman who wore a sword.,0.7635661401,,,,torontofantasy.6.323118,torontofantasy.4232973
,,"Anyway, something else was going on.",0.7486623173,,,,torontomyst.6.145726,torontomyst.1881520
,,"Well, we met in the elevator.",0.770725004,,,,cocaspok1993.6.000266,cocaspok1993.0004272
,,This feather duster is top quality.,0.7815244237,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04453045
,,"This one has a name, too.",0.7577656387,,,,cocaspok1995.6.002927,cocaspok1995.038603
,,"Seven digits poorer, goes without saying.",0.7635075455,,,,cornellmov.6.032551,cornellmov.0197791
,,Sometimes that helped ease his guilt.,0.7350378356,,,,torontofantasy.6.271578,torontofantasy.3565977
,,"Yes, we're on land right now.",0.7782226792,,,,cocaspok2011.6.004605,cocaspok2011.0058880
,,There weren't really any orders given.,0.7372578888,,,,torontofantasy.6.410646,torontofantasy.5378840
,,The game automatically accelerates your car.,0.7470079861,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01481279
,,How did you find this tutorial?,0.7659282782,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02431600
,,I have the same question too.,0.7554216019,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01609121
1,,UNC protested to QS and CNNMoney.,0.7976575809,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01215072
,,It would have lasted longer too.,0.7453075631,,,,torontofantasy.6.339407,torontofantasy.4472286
,,You could've heard a pin drop.,0.756754581,,,,cocaspok2003.6.007118,cocaspok2003.0106620
,,He wasn't just running the board.,0.7513319899,,,,cocaspok2004.6.000585,cocaspok2004.0008857
,,The target is to alleviate poverty.,0.7469319823,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02806778
,,I have a million blonde dolls.,0.7918974842,,,,cocaspok2011.6.002266,cocaspok2011.0028849
,,Millipore couldn't be reached for comment.,0.7635075814,,,,wsj.6.002951,wsj.533572
,,It's a brutal and torturous death.,0.7660895212,,,,torontofantasy.6.359678,torontofantasy.4717797
1,,"""Frank Newman and [P&G Chairman John]",0.8050986841,,,,wsj.6.000348,wsj.062112
,,Another great tutorial from Mr. Kherzri.,0.7863528594,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04854838
,,Simpson after this case is finished.,0.7665186456,,,,cocaspok1996.6.002755,cocaspok1996.0035240
,,I love you and praise you.,0.7456330594,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03254967
,,No one had much to say.,0.7515138636,,,,brown.6.000103,brown.001260
,,A little more information about me.,0.7473803896,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01076540
,,Can we keep it or what?,0.7453388598,,,,cornellmov.6.021134,cornellmov.0124259
,,"So, he was nuts, after all.",0.7567096802,,,,torontomyst.6.037826,torontomyst.538521
,,Fifteen years ago under Sergeant West.,0.7891007057,,,,cornellmov.6.016726,cornellmov.0096213
,,Blood factors could be a factor.,0.7396532954,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02883893
,,"Ted, I strongly disagree with that.",0.7436811322,,,,cocaspok1994.6.008280,cocaspok1994.0116587
,,Charles said trying to justify it.,0.7386463764,,,,torontoadv.6.043691,torontoadv.745022
1,,"Local DISH TV in Fisher, WV.",0.8069042531,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03588619
,,The current owner wishes to retire.,0.7485936502,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02198272
,,I'll take him to the guardhouse.,0.7696895938,,,,torontofantasy.6.484268,torontofantasy.6313824
,,Keep those nuisance numbers coming in.,0.7480986535,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04408669
,,They knew they were not alone.,0.7435009015,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00803794
,,Maybe I feel like a teenager.,0.7654682588,,,,cornellmov.6.014150,cornellmov.0080533
,,The planning came natural to Pruett.,0.7650736073,,,,torontomyst.6.013909,torontomyst.201873
,Registrar Kristen Schwind nominated with second.,Registrar - Kristen Schwind nominated w 2nd.,0.8168931513,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03608980
,,The wind tossing the branches died.,0.7583403126,,,,torontofantasy.6.155753,torontofantasy.2120487
,,And why didn't you come tonight?,0.7754010137,,,,cornellmov.6.032130,cornellmov.0195355
,,It is something that fulfills me.,0.74901677,,,,torontofantasy.6.014467,torontofantasy.210940
,,I always wanted to have kids.,0.7467282182,,,,cocaspok2002.6.003511,cocaspok2002.0056351
,,His voter ID number is 2946433.,0.7494481426,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04138016
,,Fold each circle into a triangle.,0.7644399321,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04400211
,,And doesn't just talk about it.,0.7616089106,,,,cocaspok2003.6.002634,cocaspok2003.0045782
,,I want to take you there.,0.742247177,,,,torontofantasy.6.289441,torontofantasy.3774912
,,I brought up a touchy subject.,0.7579113799,,,,torontofantasy.6.022902,torontofantasy.336508
,,Let's move on with the deck.,0.742164051,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00079909
,,Official does not always imply lengthily.,0.7555562167,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04966729
,,I loved how he was different.,0.7494264521,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01148291
,,Not that I had a choice.,0.7415583325,,,,torontofantasy.6.471460,torontofantasy.6125735
,,I was no longer a priority.,0.7366087033,,,,torontomyst.6.151834,torontomyst.1952013
,,Our whole staff contains skilled locksmiths.,0.7567167039,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03990357
,,"You know, he just killed himself.",0.7532426093,,,,cocaspok1991.6.003576,cocaspok1991.0052701
,Can I create a business profile?,Can I create a Business Profile?,0.7375703453,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00041397
,,He's been hitting it pretty hard.,0.7485912457,,,,cornellmov.6.034737,cornellmov.0212046
,,They will ultimately eliminate your battery.,0.7303278064,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04583751
,,And I actually like you now.,0.7619413299,,,,cocaspok2008.6.008162,cocaspok2008.0101236
,,Anything it samples by physical contact.,0.7544701095,,,,cornellmov.6.014020,cornellmov.0079719
,,Developed for people who wear eyeglasses.,0.7599013434,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00413267
,,"So, do you like me, Seymour?",0.7734687693,,,,cornellmov.6.001898,cornellmov.0010486
,,It appears she's making for Terris.,0.7729990685,,,,torontofantasy.6.164063,torontofantasy.2228902
,,"Eduardo he is, keep googling him.",0.7557115432,,,,cocaspok2010.6.010912,cocaspok2010.0141453
,,Top Eleven now available for iPad!,0.7744071329,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03126646
,,Especially not before you ate it.,0.7561078522,,,,torontomyst.6.067078,torontomyst.929516
,,That's where we come from first?,0.7759272208,,,,cornellmov.6.013415,cornellmov.0076135
,,We'll take good care of you.,0.7390162989,,,,cornellmov.6.019949,cornellmov.0116705
,,They will get overwritten by Plesk.,0.7566934801,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01008544
,,There were community meetings about safety.,0.7375114762,,,,cocaspok2004.6.004465,cocaspok2004.0069876
,,But Handel was something else entirely.,0.7440948829,,,,torontomyst.6.010767,torontomyst.152412
1,,PDF: Vol. 1. and Vol. 2.,0.8186662678,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03408172
,,He didn't sound like a rescuer.,0.7766210187,,,,torontofantasy.6.227055,torontofantasy.3034250
,,"You're a hero, not a bug.",0.7569739806,,,,torontofantasy.6.306875,torontofantasy.4023695
,,Only Miss Gee asked for bail.,0.7769920879,,,,brown.6.001107,brown.021766
,,His abrupt subject change was welcome.,0.743776787,,,,torontofantasy.6.297551,torontofantasy.3896453
,,"Vin thought with frustration, riffling papers.",0.7613609661,,,,torontofantasy.6.163355,torontofantasy.2220585
,,"On Wednesday, the index fell 0.11.",0.7859223763,,,,wsj.6.001564,wsj.286325
,,Cowell found her in his bathroom.,0.7784685469,,,,cocaspok2012.6.002588,cocaspok2012.031756
,,Do you want some of this?,0.7518470061,,,,torontofantasy.6.317487,torontofantasy.4166235
,,There are a few suggestions here.,0.733227878,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03749045
,,Its crest and wave are even.,0.7543337398,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01678834
,,This whole thing is so stupid.,0.7703418701,,,,torontofantasy.6.081686,torontofantasy.1207614
,,Jack gazed grimly at his friend.,0.7858946947,,,,torontofantasy.6.059235,torontofantasy.864862
,,Are you sure this is okay?,0.7534589916,,,,cornellmov.6.008722,cornellmov.0049998
,,"First and foremost, inflation is benign.",0.7591397961,,,,cocaspok1991.6.003803,cocaspok1991.0055866
,,Map showing Modbury Gardens in Reading.,0.7704574332,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01828802
,,We race around for a while.,0.7492237631,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03457740
,,Any type of hull is allowed.,0.7361570719,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02874097
,,Thanks for having me with you.,0.7382315906,,,,cocaspok2009.6.003818,cocaspok2009.0046508
,,"Yeah, you can have the key.",0.7589039868,,,,cornellmov.6.015850,cornellmov.0090540
,,Do use a light body lotion.,0.7704244554,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00011667
,,"The answer is, of course, yes.",0.7521252217,,,,brown.6.000200,brown.002844
1,,Next ArticleAttenborough on site: Part 2!,0.7772799323,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03801744
,,I've never heard of them either.,0.7379676979,,,,cocaspok2006.6.000068,cocaspok2006.0001277
1,,Deutscher sense ob wird time religion.,0.8191699605,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02381349
,,How do you know they're done?,0.7632213993,,,,cornellmov.6.015471,cornellmov.0088279
,,He's willing to make a deal.,0.7410286713,,,,torontofantasy.6.318704,torontofantasy.4185488
,,They know that you see them.,0.7461186901,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00435207
,,"Look, they want me to testify?",0.7399160573,,,,cornellmov.6.024880,cornellmov.0148932
,,What are the trees saying today?,0.75806736,,,,cornellmov.6.025391,cornellmov.0152320
,,We made a peace with Yunkai.,0.7671970788,,,,torontofantasy.6.467932,torontofantasy.6080088
,,Microchipping month is sponsored by Petlog.,0.7805168278,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01560520
,,You can download OneDrive for iOS.,0.7586443501,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04173526
,,In fact I'm the complete opposite.,0.7573159362,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04388988
,,Canada remains America's biggest trade partner.,0.7670498991,,,,wsj.6.001995,wsj.362750
,,But Alfred's condition is less severe.,0.733349518,,,,cornellmov.6.027090,cornellmov.0163308
,,Both have been solid stock performers.,0.7395493418,,,,wsj.6.002858,wsj.517244
,,That's the first I've heard that.,0.764579347,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00426527
,,Large pointed leaves appear shortly thereafter.,0.7459242052,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04587339
,,"It can turn itself on, Alex!",0.7491511382,,,,cornellmov.6.034493,cornellmov.0210418
,,Najmah is a client of mine.,0.7456860865,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01996733
,,"No, you rub it on you.",0.7549855217,,,,cornellmov.6.027815,cornellmov.0167801
,,It's a glimpse into my brain.,0.7755798473,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03727098
,In many ways it makes sense.,"""In many ways it makes sense.",0.7448073254,,,,wsj.6.002446,wsj.444208
,,For the good of the Commonwealth.,0.7505706659,,,,torontofantasy.6.198502,torontofantasy.2695948
,,Misty's thoughts fizzled off into nothing.,0.7637354946,,,,torontofantasy.6.353314,torontofantasy.4642524
,,I can not not do it.,0.7521816148,,,,cocaspok1999.6.004042,cocaspok1999.0054236
,,I'm starting from the very beginning.,0.7715901397,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03499197
,,I don't do the tactical planning.,0.7640220464,,,,cocaspok2011.6.009171,cocaspok2011.0116782
,,"Jeeze Louise, I've been neglectful lately.",0.7854673442,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03442486
