sentence,condition,correct,sent_identifier,index,original_index,item_id,avg_dist_sbert
Lizzy sat next to her son..,high,0.8888888888888888,torontofantasy.6.429451,high.01278,torontofantasy.5664692,1278,0.8044722903959182
"Grand draw on September 4th, 2019.",high,0.7972972972972973,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.080966,high.01279,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02170441,1279,0.7139025147349415
Cape wind white brand logo font?,high,0.7796610169491526,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.120420,high.01280,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03227643,1280,0.6984745397675958
"Ah, good evening, my dear Duroc.",high,0.8970588235294118,cornellmov.6.022146,high.01281,cornellmov.0130870,1281,0.6375653098408524
"That's why you're in trouble, guy.",high,0.8524590163934426,torontoadv.6.050160,high.01282,torontoadv.847775,1282,0.6452874551810068
Let's go to Jessica in Denver.,high,0.8571428571428571,cocaspok2007.6.005194,high.01283,cocaspok2007.0070008,1283,0.6943164897092987
"Breaking news tonight, live, Philadelphia suburbs.",high,0.851063829787234,cocaspok2011.6.001812,high.01284,cocaspok2011.0022168,1284,0.7815158510450843
"We're not in the showroom, Dear.",high,0.8115942028985508,cornellmov.6.001333,high.01285,cornellmov.0007361,1285,0.734389342801998
Barbara was bleeding and in pain.,high,0.8035714285714286,cocaspok1999.6.005001,high.01286,cocaspok1999.0068036,1286,0.7364966017837528
Naomi laughed and hugged her dog.,high,0.8333333333333334,torontofantasy.6.192438,high.01287,torontofantasy.2612352,1287,0.8090237191132781
Bourbon Street ain't ever this dark.,high,0.9117647058823528,torontofantasy.6.231150,high.01288,torontofantasy.3085023,1288,0.6979873086323133
Probably the last true Southern socialite.,high,0.8194444444444444,torontofantasy.6.342014,high.01289,torontofantasy.4503578,1289,0.708639884366869
It's a love song about Peru.,high,0.8545454545454545,cocaspok1996.6.004526,high.01290,cocaspok1996.0055989,1290,0.7020281107610101
Is this guy an illegal alien?,high,0.8596491228070176,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.148871,high.01291,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03984040,1291,0.7846772178907333
Don't you love my sexy body?!,high,0.9310344827586208,cornellmov.6.006488,high.01292,cornellmov.0037126,1292,0.6857432952352089
This is like Edgar Allen Poe.,high,0.926829268292683,wsj.6.000649,high.01293,wsj.121006,1293,0.6542516912646026
San Diego Hysterical Society home page.,high,0.8805970149253731,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.110494,high.01294,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02983551,1294,0.7029165149430818
"Olive oil, kids love olive oil.",high,0.9107142857142856,cocaspok2008.6.001191,high.01295,cocaspok2008.0015696,1295,0.7393014297270746
The drug made Alcander's lips tingle.,high,0.8333333333333334,torontofantasy.6.019396,high.01296,torontofantasy.283023,1296,0.6948691236001765
Jesse Dittley kicked in the door.,high,0.7575757575757576,torontofantasy.6.369831,high.01297,torontofantasy.4838344,1297,0.7606741731952055
"Registration closes Friday 17th June, 2016.",high,0.8,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.060588,high.01298,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01638126,1298,0.7584519686427877
Oliver married a woman from Texas.,high,0.8970588235294118,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.096468,high.01299,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02628932,1299,0.7814163117631066
Jesse Fisher is a master craftsman.,high,0.7183098591549296,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.113039,high.01300,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03030550,1300,0.6808850397454723
I didn't care about AIDS anywhere.,high,0.9625,cocaspok2007.6.011111,high.01301,cocaspok2007.0139089,1301,0.7602469211735556
Let's say you're traveling to Tokyo.,high,0.76,cocaspok2003.6.004815,high.01302,cocaspok2003.0076989,1302,0.7035460346169795
Kendra saw no sign of Seth.,high,0.7926829268292683,torontofantasy.6.321449,high.01303,torontofantasy.4216347,1303,0.7887175927020312
"Original Air Date: September 20, 2008.",high,0.9080459770114944,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.153596,high.01304,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04112921,1304,0.6986047804453924
And some hotshot SAC from Nevada.,high,0.8305084745762712,torontomyst.6.091979,high.01305,torontomyst.1231082,1305,0.693251852299622
Depot block renovation legs silver butcher.,high,0.7941176470588235,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.025946,high.01306,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00701260,1306,0.8250074054173847
"Wife of Edward, the king's son?",high,0.8275862068965517,cornellmov.6.001030,high.01307,cornellmov.0005675,1307,0.7404318787263156
Want more farm fresh egg recipes?,high,0.782608695652174,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.100060,high.01308,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02740321,1308,0.7813411140625753
Start booking Simian Mobile Disco now!,high,0.7647058823529411,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.030340,high.01309,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00819095,1309,0.7187067760245455
A real Hong Kong night club.,high,0.9,cornellmov.6.036319,high.01310,cornellmov.0222215,1310,0.7621401370565524
"Durr is based near Stuttgart, Germany.",high,0.8805970149253731,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.031739,high.01311,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00845289,1311,0.7640516727173702
I'm sorry Naomi couldn't make it.,high,0.7966101694915254,cornellmov.6.017843,high.01312,cornellmov.0103312,1312,0.5988576830676982
"At the ""Guardian"" newspaper in London.",high,0.8809523809523809,cocaspok2006.6.008912,high.01313,cocaspok2006.0136636,1313,0.7892108040012129
"Lets build a chili dog, Harry.",high,0.9423076923076924,cocaspok2010.6.004404,high.01314,cocaspok2010.0056626,1314,0.8077095768252537
"I mean, I live in Texas.",high,0.9315068493150684,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.088552,high.01315,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02431119,1315,0.7801654465502381
He's a San Francisco private eye.,high,0.8507462686567164,cornellmov.6.035586,high.01316,cornellmov.0217101,1316,0.690410938673008
Alaska banned wolf hunting by airplanes.,high,0.875,wsj.6.000593,high.01317,wsj.109203,1317,0.9042514042150647
White Irishmen didn't court Portuguese women.,high,0.8771929824561403,torontofantasy.6.228268,high.01318,torontofantasy.3047621,1318,0.8178123842156986
"Ah, everybody screws up some, Brian.",high,0.8275862068965517,cornellmov.6.016547,high.01319,cornellmov.0094874,1319,0.6341386583531871
Abby stiffened at his sharp tone.,high,0.796875,torontofantasy.6.304279,high.01320,torontofantasy.3984688,1320,0.6686960553847275
The Challenge starts on June 6th!,high,0.8513513513513513,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.022173,high.01321,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00586998,1321,0.7260023867978098
"Such cruel, cruel words, Andrus dear.",high,0.8352941176470589,torontofantasy.6.282039,high.01322,torontofantasy.3675634,1322,0.6467067079773138
That's cellular telenetworking in a nutshell.,high,0.75,wsj.6.000845,high.01323,wsj.154597,1323,0.6843715648106677
"Barbara Church, and a silver mine.",high,0.8305084745762712,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.027371,high.01324,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00736747,1324,0.764078321140077
I only trust Marie France Bodyline.,high,0.82,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.029895,high.01325,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00795381,1325,0.6689405400483345
"TS: Yes, I think that's true.",high,0.8524590163934426,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.028523,high.01326,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00767323,1326,0.6067083821769492
"Boy, sweetie, this is weird, okay.",high,0.8493150684931506,cornellmov.6.006121,high.01327,cornellmov.0034751,1327,0.616473270357529
Kaku Highballs are only 300 yen!,high,0.8333333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.011719,high.01328,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00312612,1328,0.8147339634320949
They got great chili in here.,high,0.8507462686567164,torontoadv.6.059626,high.01329,torontoadv.990258,1329,0.7359406514411393
"Don't go reading my lips, man.",high,0.9240506329113924,cornellmov.6.021793,high.01330,cornellmov.0128453,1330,0.7192174477383291
Today I was a lima bean.,high,0.8979591836734694,cocaspok2003.6.001616,high.01331,cocaspok2003.0030169,1331,0.7117952467148498
"Seth looked around, then at Kele.",high,0.8333333333333334,torontomyst.6.051037,high.01332,torontomyst.716208,1332,0.6522947728157211
Sage yelled from the other side.,high,0.7627118644067796,torontofantasy.6.114006,high.01333,torontofantasy.1630592,1333,0.6654473977663964
Beat in egg and vanilla extract.,high,0.8983050847457628,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.095686,high.01334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02558893,1334,0.7352020317931128
"I'll say goodbye to you, Tita.",high,0.9032258064516128,cornellmov.6.009308,high.01335,cornellmov.0053288,1335,0.665633046160908
Recommended: Dogs on a Pretzel Bun.,high,0.9078947368421052,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.077859,high.01336,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02133990,1336,0.7764204145743702
The man who owns the enchilada.,high,0.8857142857142857,torontofantasy.6.217992,high.01337,torontofantasy.2933742,1337,0.6998996953205001
"Why did Guy beat you, Jack?",high,0.828125,cornellmov.6.002753,high.01338,cornellmov.0015596,1338,0.7440014126752192
"Christ Ministry Center, 3295 Meade Ave.",high,0.8923076923076924,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.055443,high.01339,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01480646,1339,0.6902787206011194
Chloe wrapped her arms around Connor.,high,0.8309859154929577,torontofantasy.6.437847,high.01340,torontofantasy.5749678,1340,0.7683410461403075
"The ogre lived in Ogreville, Ogreland.",high,0.8627450980392157,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.015071,high.01341,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00401810,1341,0.6919536816780185
Does olive oil work for tanning?,high,0.9827586206896552,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.137249,high.01342,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03701100,1342,0.7703540506091346
September is childhood cancer awareness month.,high,0.84,cocaspok2010.6.009206,high.01343,cocaspok2010.0119469,1343,0.8049205585237749
Dress the asparagus tips and reserve.,high,0.8764044943820225,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.154609,high.01344,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04135608,1344,0.7358422056323547
Has 120db True WDR as well.,high,0.8428571428571429,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.076884,high.01345,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02060324,1345,0.6381840140734042
They didn't do anything in Rwanda.,high,0.8918918918918919,cocaspok2005.6.002648,high.01346,cocaspok2005.0044907,1346,0.776439154083321
Christ loves and died for ALL.,high,0.9402985074626866,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.046398,high.01347,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01272388,1347,0.7513032819691585
His name quivers from my lips.,high,0.8939393939393939,torontofantasy.6.289233,high.01348,torontofantasy.3771995,1348,0.6232514744570159
Rap is the latest musical fad.,high,0.9571428571428572,cocaspok1991.6.006402,high.01349,cocaspok1991.0110885,1349,0.6958012239162367
"Yang is muscle, Yin is fascia.",high,0.9322033898305084,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.011646,high.01350,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00310113,1350,0.7042576327060281
"Painting: Swampscott to Lynn, MA Seawall.",high,0.7368421052631579,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.097226,high.01351,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02634260,1351,0.7302477628800713
"He's very handsome, yes, but, sweetie...",high,0.8813559322033898,torontofantasy.6.178717,high.01352,torontofantasy.2434339,1352,0.6719923212376251
There are those Tennessee Titans cheerleaders.,high,0.9166666666666666,cocaspok2004.6.007877,high.01353,cocaspok2004.0116915,1353,0.7791651647839071
We'll go next to San Diego.,high,0.872093023255814,cocaspok1998.6.010411,high.01354,cocaspok1998.0141242,1354,0.6862975149611195
Seth Lucio picked up the win.,high,0.7627118644067796,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.153313,high.01355,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04147989,1355,0.6486221013004252
"This is Doc from York, Pennsylvania.",high,0.84,cocaspok1993.6.005077,high.01356,cocaspok1993.0063342,1356,0.700021558337145
"To Iran, Bosnia, Athens, Istanbul, salute!",high,0.9069767441860463,torontofantasy.6.085073,high.01357,torontofantasy.1260448,1357,0.6871593965383531
"Major Strasser, my aide, Lieutenant Casselle.",high,0.7976190476190477,cornellmov.6.001085,high.01358,cornellmov.0006005,1358,0.6876371089940896
"Ike Clanton, Old Man's eldest son.",high,0.7346938775510204,cornellmov.6.039603,high.01359,cornellmov.0243618,1359,0.7643783668743959
"Umeo in San Francisco, my hometown.",high,0.8412698412698413,cocaspok2000.6.000399,high.01360,cocaspok2000.0009232,1360,0.758629543365853
Embassy in Italy and the U.S.,high,0.7714285714285715,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.001554,high.01361,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00041547,1361,0.7512254375096079
They bicycled through Austria last summer.,high,0.8169014084507042,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.061306,high.01362,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01650505,1362,0.8482879505207184
Tiny soup champagne volunteer personalized denver.,high,0.696969696969697,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.114541,high.01363,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03123812,1363,0.7652812291491983
"Barak shrugged, hefting a boar spear.",high,0.8115942028985508,torontofantasy.6.419251,high.01364,torontofantasy.5508494,1364,0.8381252274419123
"Say, a Tuscan hillside in June?",high,0.8157894736842105,cornellmov.6.016463,high.01365,cornellmov.0094423,1365,0.764271021651691
Ethan pursed his surprisingly sensual lips..,high,0.8823529411764706,torontomyst.6.161857,high.01366,torontomyst.2089206,1366,0.6691534345598317
My children devoured these mozzerella sticks!,high,0.9152542372881356,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.138136,high.01367,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03762702,1367,0.7891173285963801
Veni and Son are countryside caterers.,high,0.8181818181818182,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.141195,high.01368,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03825831,1368,0.7581675815696779
"NOTD: Collection 2000 hot looks ""Diva"".",high,0.9090909090909092,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.078005,high.01369,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02101957,1369,0.7126228609778091
Everything has maple sugar in it.,high,0.9523809523809524,cocaspok2011.6.006691,high.01370,cocaspok2011.0085323,1370,0.7510642917148243
A sojourner like all my fathers.,high,0.819672131147541,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.077262,high.01371,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02094419,1371,0.7031297520733687
Public relations experts in San Diego.,high,0.7659574468085106,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.155222,high.01372,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04192524,1372,0.7318613320952223
"Alissa Weiss comes from Philadelphia, Pennsylvania.",high,0.8918918918918919,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.096516,high.01373,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02609025,1373,0.7271409240747947
Natural artisan soap handcrafted in Tennessee.,high,0.8356164383561644,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.155797,high.01374,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04207904,1374,0.7735635455794225
He's the real son of God.,high,0.9444444444444444,cocaspok2005.6.007477,high.01375,cocaspok2005.0114121,1375,0.6831135497569186
"Aw, it's gotta be a typo.",high,0.9154929577464788,cornellmov.6.014830,high.01376,cornellmov.0084527,1376,0.6024048462265819
"Scott cried, pursing his pink lips.",high,0.8909090909090909,torontomyst.6.081838,high.01377,torontomyst.1106822,1377,0.7410095205349801
Little cute shoes adorned her feet.,high,0.8571428571428571,torontofantasy.6.112027,high.01378,torontofantasy.1607649,1378,0.7130191843759169
"It was Wednesday, September 16th, 2015.",high,0.9482758620689656,torontofantasy.6.061942,high.01379,torontofantasy.909088,1379,0.7469488822541762
Steven looked dapper in Tom Ford.,high,0.8941176470588236,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.082775,high.01380,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02267896,1380,0.7011163110671711
"For NPR News, I'm Nancy Solomon.",high,0.8783783783783784,cocaspok2004.6.000493,high.01381,cocaspok2004.0006614,1381,0.696324533184916
"All right, Angela Poe in Mobile.",high,0.7719298245614035,cocaspok1998.6.002381,high.01382,cocaspok1998.0034348,1382,0.6741761169316857
"Dear God, at what a price.",high,0.9019607843137256,brown.6.001242,high.01383,brown.024844,1383,0.6145009741954277
Accredited nursing school located in Ohio.,high,0.8148148148148148,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.038250,high.01384,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01028832,1384,0.7763810986788118
"For CNN Sports, I'm Matt Morrison.",high,0.9253731343283582,cocaspok2003.6.002756,high.01385,cocaspok2003.0047895,1385,0.7551480870945059
Will hold about 400 lbs grapes.,high,0.8533333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.091505,high.01386,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02449841,1386,0.7810602982879222
"Yes, the Fray Diego de Landa.",high,0.8421052631578947,torontofantasy.6.282728,high.01387,torontofantasy.3682533,1387,0.6353980427209012
The Duchess of Kent visits Italy.,high,0.8867924528301887,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.107665,high.01388,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02906181,1388,0.8040068569200941
Ford sales fell by 14 percent.,high,0.8666666666666667,cocaspok1991.6.003774,high.01389,cocaspok1991.0055341,1389,0.8248651510925025
He's the guy with the cowbell.,high,0.8309859154929577,cocaspok2006.6.005836,high.01390,cocaspok2006.0092963,1390,0.6998397432061263
Flights to Cairo and Kiev... canceled.,high,0.9253731343283582,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.159303,high.01391,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04280161,1391,0.7514290022599143
"Olivetti pursed his lips, looking dour.",high,0.7901234567901234,torontomyst.6.066081,high.01392,torontomyst.916157,1392,0.6459929553474569
Seth didn't even bother chasing Derek.,high,0.8072289156626506,torontofantasy.6.320999,high.01393,torontofantasy.4211939,1393,0.7801270386933082
"Tested and verified June 18, 2018.",high,0.8529411764705882,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.123745,high.01394,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03348671,1394,0.6963223753215465
But it's still clingy and sexy.,high,0.918032786885246,cocaspok2000.6.005541,high.01395,cocaspok2000.0092432,1395,0.622811839744704
Does Germany need a plan B?,high,0.92,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.049709,high.01396,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01325225,1396,0.7242174542170311
Antimatter is yin to matter's yang.,high,0.9,torontomyst.6.065658,high.01397,torontomyst.911700,1397,0.6817908219553327
I looked at my sleeping son.,high,0.8545454545454545,torontomyst.6.121863,high.01398,torontomyst.1604573,1398,0.774744261515086
And we bombed Sudan and Afghanistan.,high,0.9375,cocaspok2001.6.002070,high.01399,cocaspok2001.0037520,1399,0.7622307058030582
Now let's talk about Donkey Kong.,high,0.967741935483871,cocaspok2007.6.009623,high.01400,cocaspok2007.0122500,1400,0.7431944715621462
This pineapple salsa is so good!,high,0.8571428571428571,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.115464,high.01401,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03101272,1401,0.7731572964590058
Your baby is so cute too!!,high,0.8714285714285714,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.086759,high.01402,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02351923,1402,0.6981097661082752
Captain Chas Turner pursed his lips.,high,0.8166666666666667,torontomyst.6.109808,high.01403,torontomyst.1452841,1403,0.6547886271733521
"Customer service on September 7, 2016.",high,0.8428571428571429,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.166638,high.01404,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04460022,1404,0.7402194188568842
And he'll turn 70 in September.,high,0.9152542372881356,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.044799,high.01405,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01207716,1405,0.7525619980170749
"You liked that Memphis Minnie, huh?",high,0.8674698795180723,cornellmov.6.018682,high.01406,cornellmov.0108766,1406,0.7067173230828817
He's up in Washington from Atlanta.,high,0.7962962962962963,cocaspok1991.6.002412,high.01407,cocaspok1991.0039184,1407,0.745308057798179
Are cash rebates legal in Nevada?,high,0.8823529411764706,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.035662,high.01408,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00964339,1408,0.793266275932428
With me and Texas Mike O'Shay.,high,0.8607594936708861,cornellmov.6.030654,high.01409,cornellmov.0185743,1409,0.7211021527842507
"Jason Carroll in Lancaster County, Pennsylvania.",high,0.8837209302325582,cocaspok2006.6.006786,high.01410,cocaspok2006.0106754,1410,0.7063230606547427
Illinois Cru: 2018 Bermuda Classic Champions!,high,0.821917808219178,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.022598,high.01411,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00619687,1411,0.7873378128927366
It's animal cruelty frying a unicorn.,high,0.8852459016393442,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.115273,high.01412,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03089611,1412,0.8271091963804544
But Superman isn't an average man.,high,0.8983050847457628,cornellmov.6.013926,high.01413,cornellmov.0079195,1413,0.7250602794936446
"But I'm a patriot, my dear.",high,0.863013698630137,torontofantasy.6.354241,high.01414,torontofantasy.4652768,1414,0.6124402359986898
I didn't write the Elvis verse.,high,0.8823529411764706,cocaspok1999.6.010374,high.01415,cocaspok1999.0135606,1415,0.7470173253509582
Say goodbye to off white icing!,high,0.9285714285714286,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.162247,high.01416,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04376733,1416,0.668581957577498
"Dear daughter in law, happy birthday!",high,0.868421052631579,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.017925,high.01417,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00478761,1417,0.7262457803186554
And that petite lasagna looks amazing!,high,0.85,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.065912,high.01418,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01761015,1418,0.7777396380486961
"This is the guy, Gary Giordano.",high,0.8166666666666667,cocaspok2011.6.007261,high.01419,cocaspok2011.0092238,1419,0.6453837210888163
Did the swine flu ground Jacko?,high,0.8260869565217391,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.000051,high.01420,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00001733,1420,0.8046964315878831
Do Texas sheet cakes have nuts?,high,0.896551724137931,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.036708,high.01421,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00977578,1421,0.7803914636371708
True analog bypass or DSP bypass.,high,0.8235294117647058,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.014076,high.01422,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00379961,1422,0.6324201353046741
"Oh my son, my poor son!",high,0.8289473684210527,cornellmov.6.000324,high.01423,cornellmov.0002012,1423,0.7019063598872748
"Aw, c'mon, it's just a bug.",high,0.8285714285714286,cornellmov.6.013617,high.01424,cornellmov.0077295,1424,0.6450599193506048
Rent a Bentley in Courmayeur Italy.,high,0.8260869565217391,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.012705,high.01425,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00338710,1425,0.7885163465234024
Penny and Keith had no romance.,high,0.8787878787878788,brown.6.000146,high.01426,brown.001880,1426,0.7295671628098146
"Please RSVP by Monday, October 29th.",high,0.9491525423728814,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.021219,high.01427,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00566825,1427,0.7184692428703775
"Oh, God, I love you, son.",high,0.8103448275862069,cornellmov.6.024861,high.01428,cornellmov.0148812,1428,0.663322351625627
"Larry Kelley of Yale, wise guy.",high,0.8421052631578947,cocaspok1996.6.005243,high.01429,cocaspok1996.0065836,1429,0.6661803636466684
