sentence,condition,correct,sent_identifier,index,original_index,item_id,avg_dist_resnet50-early
"Such cruel, cruel words, Andrus dear.",high,0.8352941176470589,torontofantasy.6.282039,high.01322,torontofantasy.3675634,1322,0.0024754344
That's cellular telenetworking in a nutshell.,high,0.75,wsj.6.000845,high.01323,wsj.154597,1323,0.0030811576
"Barbara Church, and a silver mine.",high,0.8305084745762712,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.027371,high.01324,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00736747,1324,0.0023019628
I only trust Marie France Bodyline.,high,0.82,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.029895,high.01325,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00795381,1325,0.0023503683
"TS: Yes, I think that's true.",high,0.8524590163934426,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.028523,high.01326,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00767323,1326,0.0020011347
"Boy, sweetie, this is weird, okay.",high,0.8493150684931506,cornellmov.6.006121,high.01327,cornellmov.0034751,1327,0.002128527
Kaku Highballs are only 300 yen!,high,0.8333333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.011719,high.01328,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00312612,1328,0.0023633176
They got great chili in here.,high,0.8507462686567164,torontoadv.6.059626,high.01329,torontoadv.990258,1329,0.0019504173
"Don't go reading my lips, man.",high,0.9240506329113924,cornellmov.6.021793,high.01330,cornellmov.0128453,1330,0.0019654569
Today I was a lima bean.,high,0.8979591836734694,cocaspok2003.6.001616,high.01331,cocaspok2003.0030169,1331,0.0017947253
"Seth looked around, then at Kele.",high,0.8333333333333334,torontomyst.6.051037,high.01332,torontomyst.716208,1332,0.0022442546
Sage yelled from the other side.,high,0.7627118644067796,torontofantasy.6.114006,high.01333,torontofantasy.1630592,1333,0.0020930057
Beat in egg and vanilla extract.,high,0.8983050847457628,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.095686,high.01334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02558893,1334,0.0020810657
"I'll say goodbye to you, Tita.",high,0.9032258064516128,cornellmov.6.009308,high.01335,cornellmov.0053288,1335,0.0019617782
Recommended: Dogs on a Pretzel Bun.,high,0.9078947368421052,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.077859,high.01336,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02133990,1336,0.0029255531
The man who owns the enchilada.,high,0.8857142857142857,torontofantasy.6.217992,high.01337,torontofantasy.2933742,1337,0.0021483756
"Why did Guy beat you, Jack?",high,0.828125,cornellmov.6.002753,high.01338,cornellmov.0015596,1338,0.00201117
"Christ Ministry Center, 3295 Meade Ave.",high,0.8923076923076924,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.055443,high.01339,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01480646,1339,0.0031308858
Chloe wrapped her arms around Connor.,high,0.8309859154929577,torontofantasy.6.437847,high.01340,torontofantasy.5749678,1340,0.002687466
"The ogre lived in Ogreville, Ogreland.",high,0.8627450980392157,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.015071,high.01341,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00401810,1341,0.0026857867
Does olive oil work for tanning?,high,0.9827586206896552,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.137249,high.01342,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03701100,1342,0.0020335482
September is childhood cancer awareness month.,high,0.84,cocaspok2010.6.009206,high.01343,cocaspok2010.0119469,1343,0.0040150555
Dress the asparagus tips and reserve.,high,0.8764044943820225,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.154609,high.01344,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04135608,1344,0.0026940638
Has 120db True WDR as well.,high,0.8428571428571429,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.076884,high.01345,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02060324,1345,0.0022210511
They didn't do anything in Rwanda.,high,0.8918918918918919,cocaspok2005.6.002648,high.01346,cocaspok2005.0044907,1346,0.0024289917
Christ loves and died for ALL.,high,0.9402985074626866,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.046398,high.01347,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01272388,1347,0.0019668748
His name quivers from my lips.,high,0.8939393939393939,torontofantasy.6.289233,high.01348,torontofantasy.3771995,1348,0.0018640911
Rap is the latest musical fad.,high,0.9571428571428572,cocaspok1991.6.006402,high.01349,cocaspok1991.0110885,1349,0.0019705624
"Yang is muscle, Yin is fascia.",high,0.9322033898305084,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.011646,high.01350,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00310113,1350,0.0018152462
"Painting: Swampscott to Lynn, MA Seawall.",high,0.7368421052631579,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.097226,high.01351,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02634260,1351,0.003345006
"He's very handsome, yes, but, sweetie...",high,0.8813559322033898,torontofantasy.6.178717,high.01352,torontofantasy.2434339,1352,0.0028005515
There are those Tennessee Titans cheerleaders.,high,0.9166666666666666,cocaspok2004.6.007877,high.01353,cocaspok2004.0116915,1353,0.003871982
We'll go next to San Diego.,high,0.872093023255814,cocaspok1998.6.010411,high.01354,cocaspok1998.0141242,1354,0.002006535
Seth Lucio picked up the win.,high,0.7627118644067796,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.153313,high.01355,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04147989,1355,0.0019529357
"This is Doc from York, Pennsylvania.",high,0.84,cocaspok1993.6.005077,high.01356,cocaspok1993.0063342,1356,0.0025057516
"To Iran, Bosnia, Athens, Istanbul, salute!",high,0.9069767441860463,torontofantasy.6.085073,high.01357,torontofantasy.1260448,1357,0.0029099036
"Major Strasser, my aide, Lieutenant Casselle.",high,0.7976190476190477,cornellmov.6.001085,high.01358,cornellmov.0006005,1358,0.0035347845
"Ike Clanton, Old Man's eldest son.",high,0.7346938775510204,cornellmov.6.039603,high.01359,cornellmov.0243618,1359,0.0022991102
"Umeo in San Francisco, my hometown.",high,0.8412698412698413,cocaspok2000.6.000399,high.01360,cocaspok2000.0009232,1360,0.0029552376
Embassy in Italy and the U.S.,high,0.7714285714285715,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.001554,high.01361,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00041547,1361,0.0020245004
They bicycled through Austria last summer.,high,0.8169014084507042,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.061306,high.01362,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01650505,1362,0.0031086188
Tiny soup champagne volunteer personalized denver.,high,0.696969696969697,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.114541,high.01363,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03123812,1363,0.004498907
"Barak shrugged, hefting a boar spear.",high,0.8115942028985508,torontofantasy.6.419251,high.01364,torontofantasy.5508494,1364,0.0027851954
"Say, a Tuscan hillside in June?",high,0.8157894736842105,cornellmov.6.016463,high.01365,cornellmov.0094423,1365,0.0020259689
Ethan pursed his surprisingly sensual lips..,high,0.8823529411764706,torontomyst.6.161857,high.01366,torontomyst.2089206,1366,0.0031715462
My children devoured these mozzerella sticks!,high,0.9152542372881356,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.138136,high.01367,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03762702,1367,0.004041297
Veni and Son are countryside caterers.,high,0.8181818181818182,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.141195,high.01368,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03825831,1368,0.0027440083
"NOTD: Collection 2000 hot looks ""Diva"".",high,0.9090909090909092,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.078005,high.01369,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02101957,1369,0.0029820302
Everything has maple sugar in it.,high,0.9523809523809524,cocaspok2011.6.006691,high.01370,cocaspok2011.0085323,1370,0.0021602153
A sojourner like all my fathers.,high,0.819672131147541,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.077262,high.01371,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02094419,1371,0.0019213299
Public relations experts in San Diego.,high,0.7659574468085106,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.155222,high.01372,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04192524,1372,0.0027361317
"Alissa Weiss comes from Philadelphia, Pennsylvania.",high,0.8918918918918919,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.096516,high.01373,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02609025,1373,0.0052533303
Natural artisan soap handcrafted in Tennessee.,high,0.8356164383561644,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.155797,high.01374,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04207904,1374,0.0036042037
He's the real son of God.,high,0.9444444444444444,cocaspok2005.6.007477,high.01375,cocaspok2005.0114121,1375,0.0018726352
"Aw, it's gotta be a typo.",high,0.9154929577464788,cornellmov.6.014830,high.01376,cornellmov.0084527,1376,0.0019244826
"Scott cried, pursing his pink lips.",high,0.8909090909090909,torontomyst.6.081838,high.01377,torontomyst.1106822,1377,0.0020863526
Little cute shoes adorned her feet.,high,0.8571428571428571,torontofantasy.6.112027,high.01378,torontofantasy.1607649,1378,0.0022875995
"It was Wednesday, September 16th, 2015.",high,0.9482758620689656,torontofantasy.6.061942,high.01379,torontofantasy.909088,1379,0.0030743666
Steven looked dapper in Tom Ford.,high,0.8941176470588236,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.082775,high.01380,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02267896,1380,0.0024526177
"For NPR News, I'm Nancy Solomon.",high,0.8783783783783784,cocaspok2004.6.000493,high.01381,cocaspok2004.0006614,1381,0.002556858
"All right, Angela Poe in Mobile.",high,0.7719298245614035,cocaspok1998.6.002381,high.01382,cocaspok1998.0034348,1382,0.002194835
"Dear God, at what a price.",high,0.9019607843137256,brown.6.001242,high.01383,brown.024844,1383,0.0018867425
Accredited nursing school located in Ohio.,high,0.8148148148148148,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.038250,high.01384,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01028832,1384,0.0028939128
"For CNN Sports, I'm Matt Morrison.",high,0.9253731343283582,cocaspok2003.6.002756,high.01385,cocaspok2003.0047895,1385,0.0024993038
Will hold about 400 lbs grapes.,high,0.8533333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.091505,high.01386,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02449841,1386,0.0021088729
"Yes, the Fray Diego de Landa.",high,0.8421052631578947,torontofantasy.6.282728,high.01387,torontofantasy.3682533,1387,0.0021208313
The Duchess of Kent visits Italy.,high,0.8867924528301887,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.107665,high.01388,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02906181,1388,0.0021530017
Ford sales fell by 14 percent.,high,0.8666666666666667,cocaspok1991.6.003774,high.01389,cocaspok1991.0055341,1389,0.0019686348
He's the guy with the cowbell.,high,0.8309859154929577,cocaspok2006.6.005836,high.01390,cocaspok2006.0092963,1390,0.002002779
Flights to Cairo and Kiev... canceled.,high,0.9253731343283582,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.159303,high.01391,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04280161,1391,0.0026086927
"Olivetti pursed his lips, looking dour.",high,0.7901234567901234,torontomyst.6.066081,high.01392,torontomyst.916157,1392,0.0024495022
Seth didn't even bother chasing Derek.,high,0.8072289156626506,torontofantasy.6.320999,high.01393,torontofantasy.4211939,1393,0.0028154831
"Tested and verified June 18, 2018.",high,0.8529411764705882,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.123745,high.01394,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03348671,1394,0.0023845735
But it's still clingy and sexy.,high,0.918032786885246,cocaspok2000.6.005541,high.01395,cocaspok2000.0092432,1395,0.0019671295
Does Germany need a plan B?,high,0.92,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.049709,high.01396,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01325225,1396,0.0020730423
Antimatter is yin to matter's yang.,high,0.9,torontomyst.6.065658,high.01397,torontomyst.911700,1397,0.0021876201
I looked at my sleeping son.,high,0.8545454545454545,torontomyst.6.121863,high.01398,torontomyst.1604573,1398,0.0018521214
And we bombed Sudan and Afghanistan.,high,0.9375,cocaspok2001.6.002070,high.01399,cocaspok2001.0037520,1399,0.0032839766
Now let's talk about Donkey Kong.,high,0.967741935483871,cocaspok2007.6.009623,high.01400,cocaspok2007.0122500,1400,0.0023868417
This pineapple salsa is so good!,high,0.8571428571428571,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.115464,high.01401,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03101272,1401,0.0020633428
Your baby is so cute too!!,high,0.8714285714285714,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.086759,high.01402,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02351923,1402,0.0018170435
Captain Chas Turner pursed his lips.,high,0.8166666666666667,torontomyst.6.109808,high.01403,torontomyst.1452841,1403,0.0025444196
"Customer service on September 7, 2016.",high,0.8428571428571429,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.166638,high.01404,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04460022,1404,0.0026885571
And he'll turn 70 in September.,high,0.9152542372881356,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.044799,high.01405,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01207716,1405,0.0020973133
"You liked that Memphis Minnie, huh?",high,0.8674698795180723,cornellmov.6.018682,high.01406,cornellmov.0108766,1406,0.0026279243
He's up in Washington from Atlanta.,high,0.7962962962962963,cocaspok1991.6.002412,high.01407,cocaspok1991.0039184,1407,0.0025031634
Are cash rebates legal in Nevada?,high,0.8823529411764706,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.035662,high.01408,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00964339,1408,0.0022972445
With me and Texas Mike O'Shay.,high,0.8607594936708861,cornellmov.6.030654,high.01409,cornellmov.0185743,1409,0.0022790092
"Jason Carroll in Lancaster County, Pennsylvania.",high,0.8837209302325582,cocaspok2006.6.006786,high.01410,cocaspok2006.0106754,1410,0.0038088886
Illinois Cru: 2018 Bermuda Classic Champions!,high,0.821917808219178,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.022598,high.01411,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00619687,1411,0.003734219
It's animal cruelty frying a unicorn.,high,0.8852459016393442,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.115273,high.01412,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03089611,1412,0.0021296053
But Superman isn't an average man.,high,0.8983050847457628,cornellmov.6.013926,high.01413,cornellmov.0079195,1413,0.0024669748
"But I'm a patriot, my dear.",high,0.863013698630137,torontofantasy.6.354241,high.01414,torontofantasy.4652768,1414,0.0019081407
I didn't write the Elvis verse.,high,0.8823529411764706,cocaspok1999.6.010374,high.01415,cocaspok1999.0135606,1415,0.0019413613
Say goodbye to off white icing!,high,0.9285714285714286,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.162247,high.01416,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04376733,1416,0.0021027527
"Dear daughter in law, happy birthday!",high,0.868421052631579,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.017925,high.01417,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00478761,1417,0.0028417706
And that petite lasagna looks amazing!,high,0.85,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.065912,high.01418,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01761015,1418,0.0030129447
"This is the guy, Gary Giordano.",high,0.8166666666666667,cocaspok2011.6.007261,high.01419,cocaspok2011.0092238,1419,0.0020459723
Did the swine flu ground Jacko?,high,0.8260869565217391,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.000051,high.01420,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00001733,1420,0.002134782
Do Texas sheet cakes have nuts?,high,0.896551724137931,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.036708,high.01421,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00977578,1421,0.002212671
True analog bypass or DSP bypass.,high,0.8235294117647058,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.014076,high.01422,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00379961,1422,0.0025333308
"Oh my son, my poor son!",high,0.8289473684210527,cornellmov.6.000324,high.01423,cornellmov.0002012,1423,0.0017241932
"Aw, c'mon, it's just a bug.",high,0.8285714285714286,cornellmov.6.013617,high.01424,cornellmov.0077295,1424,0.0018518745
Rent a Bentley in Courmayeur Italy.,high,0.8260869565217391,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.012705,high.01425,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00338710,1425,0.0025242507
Penny and Keith had no romance.,high,0.8787878787878788,brown.6.000146,high.01426,brown.001880,1426,0.0022257979
"Please RSVP by Monday, October 29th.",high,0.9491525423728814,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.021219,high.01427,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00566825,1427,0.0031475527
"Oh, God, I love you, son.",high,0.8103448275862069,cornellmov.6.024861,high.01428,cornellmov.0148812,1428,0.001822165
"Larry Kelley of Yale, wise guy.",high,0.8421052631578947,cocaspok1996.6.005243,high.01429,cocaspok1996.0065836,1429,0.0020394179
Free and legal Texas Holdem tournaments.,high,0.8793103448275862,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.077256,high.01430,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02094196,1430,0.003478918
Fangs cut through Derek's disfigured lips.,high,0.8727272727272727,torontofantasy.6.340241,high.01431,torontofantasy.4483420,1431,0.003175776
Decorate with pineapple pieces and cherries.,high,0.8873239436619719,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.169245,high.01432,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04587895,1432,0.0033782271
The King's stinking son fired me.,high,0.8787878787878788,cornellmov.6.035805,high.01433,cornellmov.0218417,1433,0.0021312947
Wanda Barzee and Brian David Mitchell.,high,0.8461538461538461,cocaspok2010.6.011978,high.01434,cocaspok2010.0155005,1434,0.003175043
"With extra fried egg, double sinful!",high,0.8392857142857143,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.021677,high.01435,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00592011,1435,0.0023961177
"Bandits, rustlers, Texas rednecks, Kiowa, Comanche.",high,0.9454545454545454,cornellmov.6.033618,high.01436,cornellmov.0204773,1436,0.0043394286
"Up first, the Daredevil recap page!",high,0.8266666666666667,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.002414,high.01437,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00066413,1437,0.002428705
"In Washington, Brian Wilson, Fox News.",high,0.8695652173913043,cocaspok2005.6.001242,high.01438,cocaspok2005.0023212,1438,0.0029035215
"Nice guy, for an enamel surgeon.",high,0.8507462686567164,cornellmov.6.003607,high.01439,cornellmov.0020151,1439,0.002077683
Made at the London Jewellery Quarter.,high,0.8363636363636363,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.032865,high.01440,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00886315,1440,0.0028975094
The Yellowstone Caldera is acting weird.,high,0.8333333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.055624,high.01441,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01488230,1441,0.0028560357
"June 14, 2014 in Photos, Safari.",high,0.926829268292683,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.094680,high.01442,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02530373,1442,0.002264219
But would Scarecrow really beat Wolverine?,high,0.9454545454545454,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.122251,high.01443,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03286638,1443,0.0033593646
I love Lush's cute Easter stuff!,high,0.8082191780821918,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.083098,high.01444,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02276483,1444,0.002066509
Cambodian Service is Sunday at 11:00am.,high,0.8297872340425532,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.184628,high.01445,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04971657,1445,0.0028973804
Recently invaded Germany and besieged Hamburg.,high,0.8378378378378378,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.121177,high.01446,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03279106,1446,0.004533676
"East Bangor, Pennsylvania Good evening, gentlemen.",high,0.8372093023255814,cocaspok1991.6.002369,high.01447,cocaspok1991.0038546,1447,0.00479145
It's like the Garden of Eden...,high,0.8541666666666666,cornellmov.6.005178,high.01448,cornellmov.0029171,1448,0.0020258615
Oh dear god take me now!,high,0.7631578947368421,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.043150,high.01449,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01173621,1449,0.0018262708
"Wallack, Lester's son and James's grandson.",high,0.8089887640449438,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.173097,high.01450,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04679363,1450,0.0032696323
View our headlining tattoo artist Gator.,high,0.8524590163934426,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.181639,high.01451,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04860919,1451,0.0027054744
"Top with mozzarella, mushrooms, and peppers.",high,0.9672131147540984,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.125617,high.01452,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03391464,1452,0.0035177798
Gary Tuchman live in Little Havana.,high,0.8064516129032258,cocaspok2000.6.002330,high.01453,cocaspok2000.0039917,1453,0.0024675326
"Man, this guy -- this guy's great.",high,0.7924528301886793,cocaspok2007.6.006139,high.01454,cocaspok2007.0081833,1454,0.0022100667
So does half of San Diego.,high,0.8823529411764706,cornellmov.6.014768,high.01455,cornellmov.0084079,1455,0.0019488456
Plumbing Apprenice courses start September 2019!,high,0.7936507936507936,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.025469,high.01456,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00676073,1456,0.004332221
Egg coloring kits are half off!,high,0.8983050847457628,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.035228,high.01457,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00952059,1457,0.0021038367
"Homer Simpson is hungry, very hungry.",high,0.9833333333333332,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.166080,high.01458,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04487527,1458,0.0027020695
"Robert Boochever, Juneau, Alaska, for appellees.",high,0.7972972972972973,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.169057,high.01459,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04540865,1459,0.004041007
The Party Pineapple tank is here.,high,0.8840579710144928,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.046405,high.01460,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01255236,1460,0.0023312485
Shimmer snorted and shook her mane.,high,0.8082191780821918,torontofantasy.6.007535,high.01461,torontofantasy.108063,1461,0.0025637525
"Underground sign, Big Ben, London 2013.",high,0.9117647058823528,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.139870,high.01462,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03761163,1462,0.0031527176
"I had no choice, Old Son.",high,0.9107142857142856,torontomyst.6.006802,high.01463,torontomyst.96652,1463,0.0017902126
"Andy, Catie, and Sharon waved goodbye.",high,0.8108108108108109,torontoadv.6.028722,high.01464,torontoadv.503994,1464,0.003045858
"Beautiful and cute card, fabulous colouring.",high,0.76,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.131171,high.01465,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03574335,1465,0.0031776638
"His son Patrick, his widow Vicki.",high,0.8690476190476191,cocaspok2009.6.007159,high.01466,cocaspok2009.0090930,1466,0.002083743
Served with Asian basil and lime.,high,0.8658536585365854,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.172023,high.01467,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04619577,1467,0.0021210776
